N	2gram	Bakhtin_Pr_5	Myslijsy
1	потому что	8	46
2	то есть	16	34
3	в слове	6	32
4	в том	5	32
5	и в	35	30
6	может быть	14	28
7	то же	15	23
8	не только	10	21
9	только в	6	21
10	но и	14	19
11	того что	3	18
12	том что	3	18
13	то что	10	18
14	что в	6	17
15	в себе	5	16
16	по себе	4	16
17	и не	27	15
18	не в	10	15
19	а не	4	15
20	таким образом	7	14
21	что и	3	13
22	так как	4	13
23	если бы	1	12
24	вместе с	2	12
25	а в	7	12
26	так и	8	11
27	что оно	2	11
28	этого слова	5	11
29	есть уже	1	11
30	как в	5	10
31	в этом	14	10
32	в душе	2	10
33	как и	18	10
34	в то	11	10
35	и что	6	10
36	мы не	1	9
37	в нем	16	9
38	было бы	3	9
39	между тем	4	9
40	для него	14	9
41	и то	5	8
42	в ней	2	8
43	в самом	6	8
44	что не	4	8
45	только что	3	8
46	что слово	1	7
47	есть не	1	7
48	с одной	1	7
49	но не	6	7
50	с тем	3	7
51	и без	4	7
52	тем что	4	7
53	как мы	8	7
54	в сознание	1	7
55	так что	5	7
56	слова в	6	7
57	вовсе не	7	7
58	с другой	4	7
59	смысле этого	2	7
60	к тому	6	7
61	например в	2	6
62	то это	1	6
63	с этим	3	6
64	художественное произведение	1	6
65	с ним	7	6
66	те же	2	6
67	что он	24	6
68	уже не	3	6
69	то и	1	6
70	из них	3	6
71	и слово	8	6
72	но оно	1	6
73	не может	18	6
74	образ и	1	6
75	что только	1	6
76	но это	6	6
77	если б	3	5
78	сам по	2	5
79	слово не	2	5
80	еще не	7	5
81	по отношению	6	5
82	независимо от	1	5
83	по которому	2	5
84	в своем	2	5
85	и как	2	5
86	не следует	1	5
87	к одному	3	5
88	заключает в	1	5
89	одно и	3	5
90	с другими	2	5
91	в них	4	5
92	я как	3	5
93	что я	13	5
94	по крайней	1	5
95	же время	10	5
96	к ней	2	5
97	слове и	2	5
98	как на	1	5
99	не могут	1	5
100	сравнительно с	1	5
101	не менее	2	5
102	мысль о	1	5
103	крайней мере	1	5
104	словом и	3	5
105	уже в	3	5
106	слово как	1	5
107	действует на	1	5
108	есть только	2	5
109	тому как	2	5
110	отношению к	7	5
111	должно быть	3	5
112	слова и	11	5
113	сказать что	3	5
114	в каждой	2	4
115	столь же	2	4
116	есть ни	1	4
117	не все	1	4
118	что это	4	4
119	бы не	2	4
120	он не	13	4
121	и по	2	4
122	мы видели	2	4
123	в один	1	4
124	и при	1	4
125	себе не	1	4
126	в котором	3	4
127	для меня	1	4
128	есть нечто	1	4
129	это слово	4	4
130	и его	14	4
131	для того	1	4
132	оно не	1	4
133	и это	5	4
134	то время	1	4
135	можно бы	1	4
136	ли она	1	4
137	в его	21	4
138	один из	1	4
139	что даже	2	4
140	образа в	1	4
141	все равно	2	4
142	далеко не	1	4
143	и между	1	4
144	себя и	8	4
145	если не	1	4
146	и потому	1	4
147	со словом	3	4
148	все это	14	4
149	и от	3	4
150	тем более	1	4
151	мы должны	3	4
152	слово в	2	4
153	другой стороны	3	4
154	я и	2	3
155	в первом	2	3
156	говорить о	3	3
157	бы ни	1	3
158	и на	6	3
159	в чем	4	3
160	не то	1	3
161	ответ на	1	3
162	в целом	3	3
163	при этом	2	3
164	на свое	1	3
165	в каждом	6	3
166	что все	2	3
167	и может	1	3
168	его в	4	3
169	этого не	3	3
170	как бы	31	3
171	над всеми	1	3
172	тем не	1	3
173	есть еще	1	3
174	тому что	2	3
175	существует для	1	3
176	на него	5	3
177	тогда и	2	3
178	образом в	1	3
179	того чтобы	1	3
180	слова с	2	3
181	для себя	7	3
182	свою очередь	1	3
183	него самого	1	3
184	в произведении	2	3
185	или в	2	3
186	здесь как	1	3
187	том как	1	3
188	слово и	2	3
189	и вообще	2	3
190	никак не	1	3
191	можно сказать	1	3
192	это было	2	3
193	к нему	13	3
194	на которой	2	3
195	но слово	1	3
196	же и	4	3
197	есть в	1	3
198	только на	4	3
199	в начале	3	3
200	за ним	2	3
201	прежде всего	12	3
202	друг друга	2	3
203	мы можем	2	3
204	и вместе	1	3
205	до сих	1	3
206	такое же	2	3
207	от другого	2	3
208	там где	7	3
209	его я	1	3
210	так же	7	3
211	в человеке	1	3
212	самого себя	1	3
213	одно только	1	3
214	слова есть	1	3
215	сих пор	1	3
216	от нас	1	3
217	и все	15	3
218	не я	1	3
219	здесь только	1	3
220	в свою	1	3
221	не знает	6	3
222	в последнем	2	3
223	в которой	2	3
224	как слово	1	3
225	к этому	1	3
226	а между	3	2
227	же нам	1	2
228	самом деле	10	2
229	это и	3	2
230	но тем	1	2
231	в приведенном	1	2
232	нам кажется	1	2
233	и до	1	2
234	входящих в	1	2
235	в их	1	2
236	мы уже	8	2
237	той же	2	2
238	впрочем и	1	2
239	что уже	1	2
240	он как	4	2
241	все в	1	2
242	которое не	1	2
243	ему в	1	2
244	себе что	1	2
245	то он	1	2
246	о слове	1	2
247	к слову	2	2
248	отношение к	6	2
249	теперь не	2	2
250	за пределы	3	2
251	что они	6	2
252	сама по	1	2
253	все же	8	2
254	и получает	1	2
255	и слова	2	2
256	что по	1	2
257	и внутреннюю	1	2
258	и каждое	1	2
259	его к	3	2
260	сливается с	4	2
261	та же	4	2
262	же слово	1	2
263	в этой	1	2
264	не могла	1	2
265	человек не	1	2
266	так сказать	2	2
267	и если	1	2
268	на его	4	2
269	слово это	1	2
270	идеи и	1	2
271	не как	3	2
272	с таким	2	2
273	из виду	1	2
274	из него	1	2
275	подобно тому	2	2
276	но все	4	2
277	бы быть	1	2
278	на все	1	2
279	входит в	1	2
280	ни в	2	2
281	и видит	1	2
282	во время	5	2
283	точки зрения	7	2
284	в своей	4	2
285	что такое	1	2
286	а как	2	2
287	в которых	2	2
288	мысли и	1	2
289	их в	2	2
290	том же	1	2
291	даже в	5	2
292	мною в	1	2
293	она не	1	2
294	что с	2	2
295	на котором	1	2
296	меня то	1	2
297	но только	3	2
298	только не	1	2
299	такая же	2	2
300	этом отношении	1	2
301	когда мы	1	2
302	его с	5	2
303	мысли о	1	2
304	его внутреннюю	2	2
305	так например	1	2
306	и самое	2	2
307	в ее	3	2
308	так в	2	2
309	во многом	1	2
310	котором мы	1	2
311	и с	12	2
312	об этом	1	2
313	каждый раз	1	2
314	о том	2	2
315	и та	2	2
316	но мы	1	2
317	или на	1	2
318	должно было	1	2
319	от него	6	2
320	связь между	1	2
321	от них	1	2
322	в форме	3	2
323	может стать	1	2
324	и мы	1	2
325	и следует	1	2
326	эти последние	1	2
327	слово с	6	2
328	вне себя	2	2
329	одной из	2	2
330	когда например	1	2
331	и после	1	2
332	но как	4	2
333	тому какое	1	2
334	на мир	1	2
335	связи с	1	2
336	в виде	7	2
337	слова не	2	2
338	слова если	1	2
339	в одном	6	2
340	но что	2	2
341	у него	4	2
342	почему не	1	2
343	в других	1	2
344	другой и	1	2
345	принять и	1	2
346	не были	1	2
347	и даже	5	2
348	что человек	1	2
349	тут же	1	2
350	а с	3	2
351	предмет и	1	2
352	у меня	6	2
353	или с	1	2
354	в речи	2	2
355	эти слова	3	2
356	ко всем	1	2
357	что другой	1	2
358	нет ни	2	2
359	к своему	5	2
360	по своему	4	2
361	он говорит	1	2
362	на глаз	1	2
363	что же	7	2
364	как средство	1	2
365	слов в	3	2
366	с этой	2	2
