N	4gram	Vygotskiy__6	Psycholo
1	в то время как	5	2
2	одной и той же	3	2
3	то же самое что	1	2
4	заключается в том что	5	2
5	можно было бы показать	1	1
6	была в том что	2	1
7	чтобы ответить на этот	1	1
8	только в самом конце	1	1
9	точно так же как	1	1
10	в полном смысле этого	1	1
11	не что иное как	1	1
12	с психологической точки зрения	1	1
13	того чтобы ответить на	1	1
14	было бы показать что	1	1
15	с этой точки зрения	1	1
16	для того чтобы ответить	1	1
17	для этого нужно было	1	1
18	к тому что он	2	1
19	так же как и	1	1
20	полном смысле этого слова	1	1
21	по самой своей природе	4	1
22	же самое в отношении	1	1
23	но совершенно очевидно что	1	1
24	то же самое в	1	1
25	ответить на этот вопрос	1	1
26	в одной и той	2	1
27	вместе с тем и	2	1
28	на самом деле не	1	1
29	друг к другу в	1	1
