N	2gram	Propp_Isto_6	OGranits
1	и в	26	13
2	и его	7	12
3	прежде всего	4	9
4	может быть	11	8
5	не может	6	8
6	и не	10	8
7	в его	5	7
8	и пр	1	7
9	точки зрения	1	7
10	только в	5	6
11	как бы	4	6
12	не только	10	6
13	то что	6	6
14	мы должны	2	6
15	таким образом	12	6
16	все же	8	5
17	и наконец	3	5
18	и эта	3	5
19	мы не	6	4
20	но мы	2	4
21	еще и	1	4
22	но в	7	4
23	мы можем	7	4
24	то же	5	4
25	в своей	3	4
26	было бы	2	4
27	все это	1	4
28	не является	1	4
29	вряд ли	1	3
30	связана с	3	3
31	и то	3	3
32	в ее	1	3
33	так и	5	3
34	при анализе	1	3
35	по отношению	2	3
36	тела и	2	3
37	с этим	2	3
38	ни один	1	3
39	в себе	3	3
40	к единству	1	3
41	к одному	1	3
42	не как	1	3
43	в одном	3	3
44	так как	18	3
45	одно и	1	3
46	здесь мы	4	3
47	но и	9	3
48	как и	5	3
49	что же	2	3
50	не в	3	3
51	но для	2	3
52	и для	1	3
53	никогда не	13	3
54	превращается в	7	3
55	отношению к	2	3
56	не столько	1	3
57	что в	12	3
58	и др	2	2
59	данном случае	3	2
60	зависимости от	2	2
61	полном соответствии	1	2
62	и может	1	2
63	и этот	1	2
64	мы уже	6	2
65	те же	1	2
66	есть не	1	2
67	если бы	3	2
68	что иное	2	2
69	иное как	1	2
70	не что	1	2
71	себе что	1	2
72	в ней	5	2
73	ее в	6	2
74	а также	4	2
75	между тем	1	2
76	в ряд	1	2
77	что они	2	2
78	наконец в	1	2
79	может иметь	2	2
80	как в	6	2
81	в данном	3	2
82	в этом	12	2
83	но так	3	2
84	в полном	1	2
85	в том	12	2
86	мы видим	5	2
87	с ними	2	2
88	от этого	3	2
89	в этот	1	2
90	которое мы	1	2
91	в целом	1	2
92	и тем	4	2
93	все эти	8	2
94	с одной	7	2
95	учение о	1	2
96	уже в	1	2
97	кажется что	2	2
98	в нем	8	2
99	связанные с	1	2
100	при этом	3	2
101	языка но	1	2
102	для него	1	2
103	в другом	1	2
104	вовсе не	2	2
105	в зависимости	1	2
106	тем что	5	2
107	в них	3	2
108	связанных с	1	2
109	в области	1	2
110	с другой	10	2
111	а как	1	2
112	того или	1	2
113	одной стороны	7	2
114	он только	1	2
115	соответствии с	1	2
116	а не	2	2
117	другой стороны	8	2
118	там где	5	2
119	несмотря на	1	2
120	в связи	1	2
121	том что	10	2
122	от своего	1	2
123	и при	1	2
