N	3gram	Losev_Vlad_3	Psycholo
1	в самом деле	1	18
2	на то что	2	12
3	в том что	10	11
4	с точки зрения	6	9
5	для того чтобы	1	8
6	то же самое	1	8
7	мы видим что	1	7
8	заключается в том	1	6
9	с самого начала	1	6
10	все то что	1	6
11	с одной стороны	3	5
12	с другой стороны	2	5
13	до сих пор	1	5
14	о которых мы	1	5
15	о том что	8	3
16	и в этом	5	3
17	она должна быть	1	3
18	и то и	1	3
19	и то что	4	3
20	не имеет никакого	1	3
21	то и другое	1	3
22	о том как	1	2
23	в таком виде	1	2
24	потому что они	1	2
25	то что с	1	2
26	к тому что	2	2
27	в том смысле	1	2
28	и то же	1	2
29	он не мог	1	2
30	то что в	3	2
31	только то что	1	2
32	и вместе с	2	2
33	вместе с тем	6	2
34	как мы видели	3	2
35	только в том	3	2
36	то время как	2	2
37	должен был бы	1	2
38	то что он	1	2
39	во всяком случае	3	2
40	в данном случае	2	2
41	одно и то	1	2
42	мы не можем	1	2
43	в то время	4	2
44	с тем чтобы	1	1
45	представить себе что	1	1
46	в окончательном виде	1	1
47	мы знаем что	1	1
48	указать на то	1	1
49	имеют никакого отношения	1	1
50	и как мы	1	1
51	никакого отношения к	3	1
52	не мог бы	1	1
53	но и не	1	1
54	как автора и	1	1
55	то есть на	1	1
56	не только не	1	1
57	все та же	1	1
58	он говорит о	1	1
59	так что в	1	1
60	может быть и	1	1
61	потому что в	1	1
62	то что является	1	1
63	в энциклопедическом словаре	1	1
64	к тому же	5	1
65	не только то	1	1
66	том и заключается	1	1
67	что в этом	2	1
68	а с другой	2	1
69	что это есть	2	1
70	не иначе как	1	1
71	бросается в глаза	2	1
72	том случае если	2	1
73	с тем что	1	1
74	не может быть	6	1
75	что несмотря на	2	1
76	несмотря на свою	1	1
77	том смысле как	1	1
78	можно было бы	1	1
79	и заключается что	1	1
80	или вернее сказать	1	1
81	и в своем	1	1
82	по этому поводу	1	1
83	в отличие от	3	1
84	дело до конца	1	1
85	в том случае	3	1
86	более или менее	5	1
87	в том и	1	1
88	и в своей	1	1
89	ясно и просто	1	1
90	внимание на то	1	1
91	целым рядом других	1	1
92	сих пор не	1	1
93	в основе своей	1	1
94	а не к	1	1
95	таким образом если	1	1
96	интересно что даже	1	1
97	и что все	1	1
98	и если мы	1	1
99	ни в какой	1	1
100	имел в виду	1	1
101	и в своих	1	1
102	жизни а не	1	1
103	в этом отношении	2	1
104	в себя и	1	1
105	мы уже видели	1	1
106	в одном акте	1	1
107	не имеют никакого	1	1
108	не так уж	2	1
109	и что в	1	1
110	что на вопрос	1	1
111	если бы мы	1	1
112	это было бы	1	1
113	этой точки зрения	1	1
114	потому что он	1	1
115	что это вовсе	1	1
116	с этой точки	1	1
117	это вовсе не	1	1
