N	3gram	Propp_Morf_1	FransuaR
1	после того как	1	4
2	с точки зрения	2	3
3	в том что	3	3
4	по отношению к	4	2
5	более или менее	2	2
6	о том как	1	2
7	в этом отношении	1	2
8	то что в	2	2
9	в большинстве случаев	3	2
10	и в этой	1	2
11	как и в	2	2
12	и есть то	1	2
13	мы имеем в	1	2
14	совсем не так	1	1
15	в тот момент	1	1
16	и может быть	1	1
17	до наших дней	2	1
18	и в новой	1	1
19	от другого и	1	1
20	в чем же	1	1
21	в этой главе	1	1
22	на самом деле	4	1
23	и где начинается	1	1
24	нужно заметить что	1	1
25	еще тем что	1	1
26	не так плохо	1	1
27	является одним из	1	1
28	в совершенно другом	1	1
29	все же в	1	1
30	правильнее было бы	1	1
31	так например в	1	1
32	по существу как	1	1
33	здесь как и	1	1
34	в данном случае	1	1
35	таким образом мы	5	1
36	которым он был	1	1
37	а также и	3	1
38	имеет ничего общего	1	1
39	о том что	1	1
40	в тех же	4	1
41	в том или	1	1
42	в связи с	8	1
43	в ином в	1	1
44	существу как мы	1	1
45	так как его	1	1
46	то мы увидим	1	1
47	во всяком случае	2	1
48	а он приказывает	1	1
49	все эти явления	1	1
50	в первом случае	3	1
51	с самого начала	1	1
52	для этой новой	1	1
53	но он может	1	1
54	тот момент когда	1	1
55	видим что в	1	1
56	заметить что в	1	1
57	в другом случае	1	1
58	но есть и	1	1
59	мы видим что	9	1
60	друг за другом	2	1
61	мы увидим что	1	1
62	не имеет ничего	1	1
63	встречается очень часто	2	1
