N	3gram	Propp_Isto_7	Hudozhes
1	в том что	4	11
2	о том что	5	7
3	по отношению к	1	7
4	к тому что	1	4
5	с одной стороны	4	3
6	как и в	2	3
7	тем не менее	4	3
8	в самом деле	1	3
9	не может быть	3	3
10	так же как	4	2
11	в этой связи	1	2
12	дело не только	1	2
13	но тем не	2	2
14	и т п	1	2
15	тогда как в	1	2
16	состоит в том	1	2
17	можно было бы	1	2
18	не только в	5	2
19	то же самое	1	2
20	и т д	16	2
21	только в том	1	2
22	в этом и	2	2
23	с точки зрения	1	2
24	а не в	1	2
25	в данном случае	3	2
26	о том как	1	2
27	до сих пор	2	2
28	а в том	2	1
29	лежит в основе	2	1
30	не в состоянии	1	1
31	бы то ни	1	1
32	мы знаем что	1	1
33	в самом начале	1	1
34	точно так же	2	1
35	при переходе от	1	1
36	имеем дело с	1	1
37	что и в	2	1
38	только о том	1	1
39	но с другой	1	1
40	что он не	1	1
41	то и другое	1	1
42	и в других	2	1
43	же как и	1	1
44	легко может быть	1	1
45	но не по	1	1
46	в то время	2	1
47	и то и	1	1
48	а иногда и	1	1
49	сих пор мы	1	1
50	в этом случае	1	1
51	то что она	1	1
52	что она при	1	1
53	с того что	3	1
54	после того как	2	1
55	но все же	2	1
56	в ответ на	3	1
57	все же не	1	1
58	с другой стороны	8	1
59	на том что	1	1
60	то время как	2	1
61	к себе и	2	1
62	в частности и	1	1
63	о том чтобы	1	1
64	в противоречие с	1	1
65	за него и	1	1
66	и дело не	1	1
