N	3gram	Vygotskiy__4	Istorich
1	в этих случаях	1	10
2	с другой стороны	8	8
3	не только в	1	5
4	о том что	3	5
5	так же как	5	4
6	с одной стороны	9	4
7	тем не менее	1	4
8	в том что	31	4
9	этой точки зрения	4	3
10	то что в	1	3
11	с этой точки	4	3
12	мы видим что	2	3
13	не может быть	1	3
14	в данном случае	2	3
15	то время как	1	2
16	точно так же	3	2
17	но и в	2	2
18	после того как	1	2
19	и здесь мы	1	2
20	до сих пор	1	2
21	так как он	1	2
22	здесь мы имеем	1	2
23	в том чтобы	2	2
24	лежит в основе	1	2
25	есть еще одна	1	2
26	в то время	1	2
27	но все же	1	2
28	то же что	1	2
29	как и в	1	2
30	что и в	1	2
31	мы увидим что	1	2
32	о том как	1	1
33	таким образом что	4	1
34	мы знаем что	1	1
35	на том что	1	1
36	не в состоянии	1	1
37	при переходе от	1	1
38	мы видим таким	4	1
39	с точки зрения	11	1
40	состоит в том	3	1
41	оно может быть	2	1
42	что они не	1	1
43	но так как	2	1
44	это означает что	1	1
45	по отношению к	1	1
46	в самом деле	6	1
47	не совсем так	1	1
48	новые и новые	1	1
49	в этом случае	3	1
50	же как и	4	1
51	то же самое	7	1
52	во многих других	1	1
53	только в том	2	1
54	в зависимости от	1	1
55	до того момента	1	1
56	что он не	1	1
57	не входит в	1	1
58	таким образом на	1	1
59	бы то ни	1	1
60	и та же	1	1
61	в их основе	1	1
62	не знает что	2	1
63	можно было бы	5	1
64	не отличается от	1	1
65	уже очень рано	1	1
66	как мы уже	3	1
67	как если бы	1	1
68	то и другое	1	1
69	вместе с тем	3	1
70	может быть установлена	1	1
71	все это в	1	1
72	и что в	2	1
73	то ни было	1	1
74	и что он	1	1
75	и тот же	7	1
76	так как это	1	1
77	в которой они	1	1
78	собой и весь	1	1
79	друг на друга	5	1
80	имеем дело с	1	1
81	все же не	1	1
82	в связи с	3	1
83	одна и та	1	1
84	не только у	1	1
85	ситуации в которой	1	1
86	один и тот	7	1
87	на вопрос о	1	1
88	наступает тогда когда	1	1
89	в этом же	1	1
90	ничего не может	1	1
91	что уже очень	1	1
92	это значит что	2	1
93	видим таким образом	4	1
94	что в действительности	1	1
95	вопрос о том	1	1
96	не только на	1	1
97	они представляют собой	1	1
98	мы можем назвать	1	1
99	к тому что	1	1
100	по этому вопросу	1	1
101	приводит нас к	1	1
102	в противоречие с	2	1
103	видеть в нем	1	1
104	как мы видели	2	1
105	мы видели что	2	1
