N	2gram	Tiupa_Narr_2	Dialekti
1	и не	14	30
2	а не	17	18
3	и т	2	17
4	ничего не	6	17
5	может быть	10	17
6	то что	8	16
7	стало быть	2	15
8	и в	13	15
9	как бы	6	14
10	точки зрения	5	14
11	не имеет	2	14
12	что это	4	13
13	того что	6	13
14	это не	3	12
15	в этом	13	11
16	говорить о	2	11
17	ясно что	1	11
18	в том	14	11
19	прежде всего	6	11
20	не может	8	11
21	и все	4	11
22	о личности	2	10
23	том что	13	10
24	в основе	1	10
25	потому что	2	10
26	с ее	1	10
27	это и	1	9
28	то же	4	9
29	мы не	2	9
30	было бы	2	9
31	с точки	2	9
32	в виду	1	9
33	и что	2	9
34	уже не	4	9
35	все это	1	9
36	что иное	1	8
37	в чем	2	8
38	не в	8	8
39	в себе	8	8
40	не только	26	8
41	ни в	1	8
42	и о	1	8
43	иное как	1	8
44	не что	1	8
45	должна быть	2	7
46	не просто	1	7
47	что именно	1	7
48	как и	4	7
49	и его	3	7
50	только в	11	7
51	что мы	1	7
52	или в	1	7
53	что он	5	7
54	что в	4	7
55	перед нами	4	6
56	хотя и	5	6
57	и тем	5	6
58	если бы	4	6
59	в то	5	6
60	же время	3	6
61	что и	2	6
62	так что	1	6
63	вовсе не	2	6
64	и даже	3	6
65	а именно	1	6
66	в результате	2	6
67	тем более	2	6
68	сказать что	3	6
69	той же	2	5
70	мы имеем	3	5
71	быть в	1	5
72	с его	3	5
73	субъекта и	1	5
74	в своем	6	5
75	то в	1	5
76	на то	2	5
77	что она	2	5
78	в нем	5	5
79	есть не	1	5
80	в жизни	6	5
81	что я	3	5
82	в ней	2	5
83	но что	1	5
84	того чтобы	3	5
85	я не	5	5
86	в каком	1	5
87	таким образом	5	5
88	как только	1	5
89	о том	5	5
90	в себя	4	5
91	так и	9	5
92	другими словами	1	5
93	можно сказать	6	5
94	именно в	2	5
95	и чисто	1	5
96	не говорит	1	5
97	для того	1	5
98	как же	1	5
99	личности в	2	5
100	и для	3	5
101	также и	1	4
102	хотя бы	2	4
103	что они	3	4
104	в этой	4	4
105	в течение	2	4
106	и как	1	4
107	с их	1	4
108	и стало	1	4
109	в силу	4	4
110	подобно тому	2	4
111	и с	1	4
112	этом смысле	1	4
113	и уже	4	4
114	мир и	1	4
115	она не	1	4
116	той или	3	4
117	что все	1	4
118	еще не	2	4
119	в его	6	4
120	мы должны	1	4
121	с ними	3	4
122	есть в	1	4
123	в одном	1	4
124	не о	1	4
125	как раз	3	4
126	отнюдь не	4	4
127	так же	2	4
128	тому как	2	4
129	на свете	1	4
130	но это	2	4
131	один из	3	4
132	бы в	2	4
133	или не	1	4
134	жизни и	4	4
135	но и	15	4
136	отношения к	1	3
137	чего не	1	3
138	едва ли	3	3
139	со стороны	6	3
140	есть личность	1	3
141	как в	5	3
142	и нет	1	3
143	когда он	1	3
144	и наконец	1	3
145	но в	6	3
146	бы и	1	3
147	все эти	3	3
148	на этом	1	3
149	об этом	4	3
150	не всегда	1	3
151	в данном	10	3
152	в своей	4	3
153	она в	1	3
154	нет никакого	1	3
155	иной раз	1	3
156	и притом	1	3
157	есть только	1	3
158	более не	1	3
159	к жизни	1	3
160	слово есть	1	3
161	сознания и	1	3
162	этот момент	1	3
163	быть и	1	3
164	от всего	2	3
165	в виде	2	3
166	в области	2	3
167	за пределы	1	3
168	что не	1	3
169	говорит о	2	3
170	у нас	2	3
171	ни о	1	3
172	когда она	1	3
173	я уже	2	3
174	и потому	1	3
175	личности как	2	3
176	оно и	1	3
177	с ним	4	3
178	в свою	2	3
179	только не	2	3
180	тем самым	5	3
181	к этому	1	3
182	можно назвать	2	3
183	и без	1	2
184	очень много	1	2
185	ведь и	1	2
186	и ничего	1	2
187	мир не	1	2
188	вопрос о	1	2
189	двух или	2	2
190	как вещь	1	2
191	во всех	1	2
192	бы не	1	2
193	мы будем	1	2
194	себе и	2	2
195	чем же	1	2
196	если она	1	2
197	данный момент	1	2
198	все же	6	2
199	себе не	1	2
200	личности а	1	2
201	в самом	2	2
202	в которой	1	2
203	из этих	2	2
204	претендует на	1	2
205	всей его	1	2
206	при этом	14	2
207	тем не	5	2
208	собственно говоря	2	2
209	с этой	3	2
210	не будет	2	2
211	есть все	1	2
212	это было	1	2
213	истории и	1	2
214	этой границы	1	2
215	есть имя	1	2
216	становится и	1	2
217	должно быть	1	2
218	том как	2	2
219	в котором	5	2
220	по сравнению	1	2
221	от себя	1	2
222	что было	1	2
223	не могли	1	2
224	однако в	2	2
225	для нее	1	2
226	что с	2	2
227	что есть	1	2
228	в отношении	1	2
229	не менее	4	2
230	но они	1	2
231	как о	2	2
232	иметь в	1	2
233	никогда не	6	2
234	и по	3	2
235	ничто не	1	2
236	не по	1	2
237	как будто	1	2
238	может и	1	2
239	не могут	1	2
240	в ее	4	2
241	и когда	3	2
242	жизнь и	1	2
243	на что	1	2
244	даже не	1	2
245	о ней	3	2
246	мы всегда	1	2
247	о нем	3	2
248	ее в	1	2
249	но мы	1	2
250	никак не	3	2
251	и во	1	2
