N	2gram	Propp_Isto_7	Hudozhes
1	и в	24	28
2	том что	10	19
3	в ее	2	18
4	и не	4	18
5	своего рода	4	16
6	в том	7	15
7	а не	8	14
8	в этом	12	13
9	не в	9	13
10	о том	9	12
11	перед нами	2	11
12	не только	21	11
13	при этом	4	11
14	как и	6	11
15	в его	1	11
16	у нее	2	10
17	уже не	2	10
18	не случайно	3	10
19	но и	11	9
20	так и	5	8
21	что он	21	8
22	в жизни	1	8
23	может быть	14	8
24	о чем	1	8
25	я не	1	7
26	по отношению	1	7
27	тогда как	3	7
28	что она	5	7
29	состоит в	1	7
30	об этом	6	7
31	к тому	1	7
32	в частности	1	7
33	как это	2	7
34	и все	6	7
35	с ним	5	7
36	отношению к	1	7
37	в котором	2	6
38	то же	8	6
39	и с	1	6
40	в своей	1	6
41	в то	2	6
42	тем что	6	6
43	для себя	1	6
44	если бы	1	6
45	сводится к	1	6
46	можно сказать	1	6
47	это не	10	6
48	а в	10	6
49	то что	7	6
50	жизни и	1	6
51	с его	3	5
52	в этой	1	5
53	как в	12	5
54	в самом	2	5
55	что это	6	5
56	не могла	1	5
57	рядом с	1	5
58	в своем	1	5
59	не менее	5	5
60	у него	10	5
61	никогда не	4	5
62	ничего не	5	5
63	и его	3	5
64	она не	2	5
65	и сам	1	5
66	только на	2	5
67	как бы	4	5
68	вот и	1	5
69	что в	13	5
70	и другие	9	5
71	и т	17	4
72	но не	6	4
73	он не	6	4
74	и уже	1	4
75	в других	4	4
76	тем не	4	4
77	для нее	2	4
78	тому что	2	4
79	как будто	1	4
80	в городе	1	4
81	и о	2	4
82	вслед за	1	4
83	что они	3	4
84	только в	6	4
85	в качестве	3	4
86	что и	8	4
87	для того	1	4
88	говорит о	2	4
89	превращается в	3	4
90	то и	4	4
91	не может	14	4
92	по его	2	3
93	на себя	2	3
94	и он	3	3
95	в ней	1	3
96	но при	2	3
97	еще не	8	3
98	и на	2	3
99	в ответ	3	3
100	всякий раз	1	3
101	о смерти	1	3
102	не все	3	3
103	со стороны	2	3
104	следующим образом	3	3
105	как он	6	3
106	в нем	6	3
107	можно было	1	3
108	жить в	2	3
109	мы уже	4	3
110	было бы	2	3
111	в них	3	3
112	в этих	13	3
113	этом и	2	3
114	на него	2	3
115	со своим	4	3
116	к себе	3	3
117	как только	2	3
118	же самое	1	3
119	и это	2	3
120	не могу	1	3
121	что у	4	3
122	когда в	1	3
123	и ему	1	3
124	героя не	1	3
125	все его	2	3
126	к нему	7	3
127	одной из	4	3
128	с ними	1	3
129	и ее	2	3
130	с одной	5	3
131	для нас	6	3
132	характерно что	2	3
133	с другой	9	3
134	на ее	1	3
135	и тех	1	3
136	а с	1	3
137	прежде всего	2	3
138	человек в	1	3
139	у всех	1	3
140	своего мужа	1	3
141	так же	6	3
142	противоречие с	1	3
143	одной стороны	5	3
144	в состоянии	4	3
145	все это	8	3
146	ли в	1	3
147	или в	8	3
148	все они	1	3
149	героя и	5	3
150	есть и	4	3
151	самом деле	1	3
152	во сне	2	3
153	все что	1	3
154	же как	4	2
155	и то	1	2
156	но тем	2	2
157	а как	1	2
158	который в	1	2
159	который был	1	2
160	не хотелось	1	2
161	тем как	1	2
162	не знала	1	2
163	если в	2	2
164	ответ на	6	2
165	отношение к	5	2
166	тоже не	3	2
167	все же	9	2
168	и к	1	2
169	но в	5	2
170	со своей	2	2
171	та же	2	2
172	бы с	1	2
173	из этих	3	2
174	и становится	3	2
175	чего не	1	2
176	т д	16	2
177	но именно	1	2
178	оно не	1	2
179	могла бы	1	2
180	не будет	2	2
181	же не	1	2
182	а по	1	2
183	не с	1	2
184	его в	3	2
185	от которого	1	2
186	о которых	1	2
187	и было	1	2
188	автора и	1	2
189	обратимся к	1	2
190	от своего	1	2
191	с точки	1	2
192	она в	3	2
193	знает и	1	2
194	не столько	3	2
195	что я	1	2
196	нельзя было	1	2
197	вместе со	2	2
198	сам он	2	2
199	дело не	5	2
200	того как	3	2
201	одна из	7	2
202	не по	2	2
203	что ей	1	2
204	к ней	2	2
205	ему в	1	2
206	в основе	2	2
207	к той	1	2
208	они и	1	2
209	приходит к	3	2
210	как мы	3	2
211	на другой	1	2
212	данном случае	3	2
213	мысль о	1	2
214	с собой	7	2
215	те же	1	2
216	до сих	2	2
217	во второй	1	2
218	том как	1	2
219	за этими	1	2
220	в другом	1	2
221	с того	4	2
222	а также	1	2
223	и только	1	2
224	с матерью	1	2
225	способность к	2	2
226	один из	7	2
227	здесь не	2	2
228	дело с	1	2
229	ли он	4	2
230	страх перед	1	2
231	он уже	1	2
232	и у	2	2
233	в виде	1	2
234	с женой	2	2
235	ни с	2	2
236	себе в	1	2
237	из них	2	2
238	т п	1	2
239	вовсе не	4	2
240	жизни на	1	2
241	ее на	4	2
242	сих пор	3	2
243	именно в	1	2
244	что не	2	2
245	мы знаем	2	2
246	ей не	1	2
247	именно так	1	2
248	было на	1	2
249	вместе с	7	2
250	этот мотив	3	2
251	в данном	4	2
252	видит в	2	2
253	он будет	1	2
254	что же	1	2
255	и от	2	2
256	н я	1	2
257	еще одна	3	2
258	и видит	1	2
259	за него	4	2
260	потому что	9	2
261	хотя бы	1	2
262	точки зрения	4	2
263	а о	1	2
264	и эта	2	2
265	сказать что	2	2
266	они все	1	2
267	т е	16	2
268	этой связи	1	2
269	как на	1	2
270	тем самым	1	2
271	отношения к	1	1
272	одним из	1	1
273	например в	3	1
274	не остается	1	1
275	весь род	1	1
276	она при	1	1
277	бы для	1	1
278	свою жену	1	1
279	здесь и	2	1
280	и так	2	1
281	к другому	1	1
282	и звезды	1	1
283	пока он	1	1
284	мы имеем	12	1
285	мы не	4	1
286	что если	1	1
287	ответить на	1	1
288	в противоречие	1	1
289	время как	2	1
290	и другая	1	1
291	так она	1	1
292	не совсем	2	1
293	также о	1	1
294	он приносит	1	1
295	он был	1	1
296	между собой	1	1
297	прячется в	1	1
298	бы то	1	1
299	в различных	3	1
300	я на	1	1
301	что умерший	1	1
302	во всех	7	1
303	иного рода	1	1
304	то он	1	1
305	к которой	2	1
306	этого мотива	5	1
307	свою жизнь	1	1
308	с отцом	1	1
309	его во	1	1
310	иногда и	1	1
311	себе и	3	1
312	не просто	2	1
313	в свои	1	1
314	один и	1	1
315	в поисках	1	1
316	во что	1	1
