N	2gram	Bakhtin_fo_2	StatiiOP
1	и в	46	29
2	том что	4	27
3	в том	10	27
4	в этом	22	21
5	не только	11	19
6	но и	9	19
7	что в	5	19
8	о том	4	17
9	в трагедии	1	17
10	в его	8	13
11	что он	3	13
12	между прочим	1	12
13	в которой	1	11
14	то что	7	11
15	все это	6	11
16	таким образом	3	10
17	к тому	3	10
18	и т	14	9
19	в своем	5	9
20	он не	5	9
21	потому что	8	9
22	так и	7	9
23	этом отношении	2	9
24	и не	9	9
25	как на	2	9
26	но в	10	8
27	и пр	2	8
28	по поводу	1	8
29	в ней	1	7
30	в самом	1	7
31	так например	1	7
32	но все	1	7
33	в своей	1	7
34	в котором	4	7
35	не столько	1	7
36	тому что	1	7
37	для того	8	7
38	в виду	3	7
39	с тем	2	7
40	вместе с	9	7
41	вопрос о	1	6
42	и на	7	6
43	все же	6	6
44	т д	3	6
45	вовсе не	13	6
46	того чтобы	8	6
47	и его	12	6
48	об этом	1	6
49	и что	1	6
50	в одном	7	6
51	до сих	2	6
52	было бы	2	5
53	точки зрения	10	5
54	того что	3	5
55	между тем	1	5
56	в качестве	3	5
57	прежде всего	14	5
58	а не	4	5
59	о чем	3	5
60	в той	2	5
61	как бы	10	5
62	сих пор	2	5
63	кроме того	3	4
64	хотя и	3	4
65	и к	2	4
66	в нем	5	4
67	в другом	3	4
68	и с	6	4
69	должен был	1	4
70	не в	9	4
71	дело в	1	4
72	трагедии в	1	4
73	у шекспира	1	4
74	и о	2	4
75	времени и	1	4
76	внимание на	1	4
77	связи с	8	4
78	для него	3	4
79	до того	2	4
80	с другой	2	4
81	именно в	2	4
82	в речи	1	4
83	в частности	5	4
84	еще более	4	4
85	а как	1	4
86	в романе	13	4
87	к этому	3	4
88	например в	1	3
89	самом деле	1	3
90	на самом	1	3
91	идет о	1	3
92	в их	3	3
93	подчеркнуть что	1	3
94	и он	4	3
95	не был	2	3
96	но не	5	3
97	могло быть	1	3
98	в общем	1	3
99	как в	4	3
100	с этим	5	3
101	в полном	1	3
102	не было	3	3
103	вообще не	1	3
104	из них	8	3
105	ни в	1	3
106	не мог	2	3
107	в этих	3	3
108	одном из	2	3
109	в поэме	1	3
110	но он	2	3
111	по себе	2	3
112	самого начала	1	3
113	что ему	1	3
114	никогда не	6	3
115	и по	3	3
116	тем что	3	3
117	у нас	2	3
118	оно не	1	3
119	с самого	1	3
120	в образе	4	3
121	столько же	2	3
122	и здесь	1	3
123	как у	3	3
124	наконец в	2	3
125	но это	2	3
126	так что	4	3
127	с нею	1	3
128	борьбы с	1	3
129	т п	11	3
130	связан с	1	3
131	что на	3	3
132	и даже	3	3
133	еще и	1	3
134	до конца	2	3
135	так же	2	3
136	другой стороны	1	3
137	не является	3	3
138	во всяком	2	3
139	также и	4	2
140	того же	3	2
141	вне всякого	1	2
142	такое же	1	2
143	тем же	2	2
144	то же	8	2
145	в письмах	1	2
146	для своего	1	2
147	почти все	3	2
148	в полной	1	2
149	письма к	1	2
150	в числе	1	2
151	это время	1	2
152	далее в	2	2
153	с его	1	2
154	тому времени	1	2
155	отличие от	1	2
156	нет и	3	2
157	что они	4	2
158	там где	2	2
159	в истории	4	2
160	в одной	2	2
161	он по	1	2
162	и как	3	2
163	все эти	5	2
164	выражение в	1	2
165	в этой	2	2
166	в себе	4	2
167	этого образа	1	2
168	и те	1	2
169	как он	2	2
170	на его	1	2
171	при этом	6	2
172	если бы	1	2
173	и более	2	2
174	что писал	1	2
175	том же	4	2
176	а затем	3	2
177	для своей	1	2
178	его в	6	2
179	это было	1	2
180	в это	3	2
181	о которых	1	2
182	до нищего	1	2
183	как и	8	2
184	несмотря на	1	2
185	в один	1	2
186	в отношении	2	2
187	с точки	8	2
188	в отличие	1	2
189	века и	2	2
190	от его	1	2
191	времени не	1	2
192	что было	3	2
193	борьбу с	1	2
194	не могли	3	2
195	где нет	1	2
196	в устах	1	2
197	нет никакого	1	2
198	в то	5	2
199	не имеет	1	2
200	вообще нет	1	2
201	и всегда	2	2
202	не может	2	2
203	не по	1	2
204	только с	1	2
205	не до	1	2
206	в духе	2	2
207	их что	1	2
208	где он	1	2
209	и это	2	2
210	в ее	1	2
211	него самого	1	2
212	и сам	1	2
213	особенно в	2	2
214	еще в	1	2
215	он был	2	2
216	а также	3	2
217	другом месте	2	2
218	никак не	1	2
219	в значительной	1	2
220	борьба с	3	2
221	что и	3	2
222	у всех	2	2
223	которой в	1	2
224	и дело	1	2
225	только в	11	2
226	достаточно для	1	2
227	бы ни	1	2
228	по этому	1	2
229	ни с	1	2
230	сами по	2	2
231	в конце	2	2
232	так как	6	2
233	может быть	7	2
234	в них	7	2
235	в роман	2	2
236	в особенности	6	2
237	и речи	1	2
238	и др	5	2
239	и самый	2	2
240	в некоторых	2	2
241	на этот	1	2
242	не на	3	2
243	его как	1	2
244	было для	1	2
245	или с	1	2
246	как говорит	1	2
247	если не	2	2
248	и вообще	1	2
249	и потому	2	2
250	как это	2	2
251	по своему	2	2
252	в данном	2	2
253	в тех	1	2
254	по существу	5	2
255	с этой	4	2
256	ее в	3	2
257	в первые	1	2
258	ко времени	1	2
259	в результате	1	2
260	конечно и	1	2
261	во время	10	2
262	сказать что	1	2
263	совершенно не	1	2
264	и другие	3	2
265	они не	1	2
266	ту же	2	1
267	и то	1	1
268	это и	1	1
269	характерное для	2	1
270	по преимуществу	1	1
271	и до	2	1
272	не имеют	1	1
273	в какой-то	1	1
274	действительности и	1	1
275	которыми он	1	1
276	их и	1	1
277	очень широко	1	1
278	на тех	1	1
279	бы уже	1	1
280	на материале	1	1
281	мы не	1	1
282	точкой зрения	1	1
283	большую роль	1	1
284	есть нечто	1	1
285	в сущности	2	1
286	говорить о	2	1
287	из того	1	1
288	их не	2	1
289	как не	1	1
290	в каждой	1	1
291	утверждая что	1	1
292	один у	1	1
293	беседует с	1	1
294	еще не	6	1
295	он сам	1	1
296	сам а	1	1
297	в чем	1	1
298	этого эпизода	1	1
299	это имеет	1	1
300	совершенно особое	1	1
301	истинный смысл	1	1
302	совсем не	2	1
303	и принципиальной	1	1
304	о смерти	2	1
305	но как	1	1
306	отношение к	3	1
307	себе и	1	1
308	эту борьбу	1	1
309	или должно	1	1
310	что во	1	1
311	до его	1	1
312	что как	1	1
313	д описание	1	1
314	когда он	1	1
315	целый ряд	3	1
316	силе и	1	1
317	них как	1	1
318	формы в	1	1
319	из этих	4	1
320	война между	1	1
321	ряду с	1	1
322	с тех	1	1
323	всего к	1	1
324	им в	1	1
325	и тот	1	1
326	особое место	2	1
327	только один	2	1
328	в ряду	4	1
329	к участию	1	1
330	идей и	1	1
331	вследствие этого	1	1
332	перестает быть	2	1
333	и еще	1	1
334	не как	1	1
335	ни была	2	1
336	новое и	3	1
337	в сей	1	1
338	его от	1	1
339	на этом	2	1
340	такую большую	1	1
341	одно и	1	1
342	в основу	1	1
343	и характер	1	1
344	они должны	1	1
345	в совершенно	3	1
346	связанных с	3	1
347	те же	6	1
348	на этой	1	1
349	в несколько	1	1
350	роль в	3	1
351	что один	1	1
352	и тем	1	1
353	и рядом	2	1
354	а за	1	1
355	в действии	1	1
356	и уже	1	1
357	для чего	2	1
358	мы видели	2	1
359	более глубокого	1	1
360	и такая	1	1
361	в тоне	1	1
362	такой же	1	1
363	и их	4	1
364	общества и	1	1
365	место в	4	1
366	представление о	2	1
367	что до	1	1
368	в условиях	1	1
369	значение для	2	1
370	вплоть до	2	1
371	данном отношении	1	1
372	такую же	1	1
373	в прямом	2	1
374	через посредство	1	1
375	и эти	1	1
376	и общества	1	1
377	и почти	2	1
378	имел в	1	1
379	иной раз	1	1
380	что есть	1	1
381	какие бы	1	1
382	при всех	1	1
383	в таких	1	1
384	она не	2	1
385	виду что	1	1
386	и проч	1	1
387	одна из	1	1
388	на два	1	1
389	на него	1	1
390	тех пор	1	1
391	в основе	6	1
392	материала в	1	1
393	героев и	4	1
394	и снова	1	1
395	но только	1	1
396	чем не	2	1
397	около двух	1	1
398	больше чем	1	1
399	с большой	2	1
400	же время	4	1
401	этих двух	1	1
402	и лишь	1	1
403	как она	1	1
404	он переживал	1	1
405	значительности в	1	1
406	не похож	2	1
407	прежде чем	3	1
408	вместо того	1	1
409	был так	1	1
410	участию в	1	1
411	формы для	3	1
412	в бою	1	1
413	в стиле	1	1
414	п в	1	1
415	и вместе	1	1
416	не могут	1	1
417	он и	1	1
418	на границе	3	1
419	похож на	2	1
420	с полной	1	1
421	для такого	1	1
422	был вовлечен	1	1
423	остановиться на	1	1
424	этого рода	1	1
425	наконец что	1	1
426	перенесена на	1	1
427	для кого	1	1
428	эпохи как	1	1
429	как мы	6	1
430	от реальной	1	1
431	элементы этого	1	1
432	что все	2	1
433	свою очередь	1	1
434	здесь не	2	1
435	без всякого	2	1
436	данном случае	1	1
437	книги и	1	1
438	характер и	1	1
439	политическая концепция	1	1
440	то время	1	1
441	в пределах	5	1
442	так в	1	1
443	и совершенно	3	1
444	iii в	1	1
445	с собой	1	1
446	не за	1	1
447	гл iii	2	1
448	и которые	1	1
449	с самим	1	1
450	в борьбе	3	1
451	которые он	1	1
452	она была	1	1
453	не были	2	1
454	по сравнению	1	1
455	отдельных образов	1	1
456	в эпоху	4	1
457	опираются на	1	1
458	и глубокая	1	1
459	со всех	1	1
460	действия но	1	1
461	и живой	1	1
462	вот почему	1	1
463	но к	1	1
464	была найдена	1	1
465	можно сказать	2	1
466	в форму	1	1
467	и во	6	1
468	на всех	1	1
469	нуждается в	1	1
470	борьбе с	2	1
471	в форме	3	1
472	и об	1	1
473	для самого	1	1
474	конце концов	1	1
475	и всего	1	1
476	я был	1	1
477	один из	2	1
478	для борьбы	1	1
479	обычно у	1	1
480	в двух	2	1
481	романа и	1	1
482	тот же	3	1
483	лишь на	1	1
484	слишком слабы	1	1
485	его жизнь	1	1
486	и действительно	1	1
487	до нас	1	1
488	поэтому и	1	1
489	в самое	1	1
490	это же	1	1
491	и жизни	1	1
492	кто хотел	2	1
493	конечно не	4	1
494	уже в	4	1
495	всем его	1	1
496	со временем	1	1
497	такие слова	2	1
498	в поэзии	2	1
499	различия в	1	1
500	а это	1	1
501	себе в	1	1
502	ведь это	1	1
503	и также	1	1
504	у другого	1	1
505	точка зрения	3	1
506	не для	2	1
507	а в	3	1
508	мы можем	1	1
509	как его	2	1
510	но что	1	1
511	у него	9	1
512	смысле слова	2	1
513	в каждом	1	1
514	рогов и	2	1
515	в очень	1	1
516	а на	2	1
517	за пределы	1	1
518	что тот	1	1
519	несколько примеров	1	1
520	романа в	2	1
521	себя и	3	1
522	сосредоточивается в	1	1
523	них и	1	1
524	то и	1	1
525	попал в	1	1
526	в запасе	1	1
527	после этих	1	1
528	ничем не	1	1
529	в руках	1	1
530	одну из	1	1
531	и слово	1	1
532	с народом	1	1
533	бы как	1	1
534	в связи	8	1
535	было в	1	1
536	широко пользовался	1	1
537	в изображении	1	1
538	время можно	1	1
539	сравнению с	1	1
540	которые являются	1	1
541	у автора	1	1
542	одновременно и	1	1
543	со всею	1	1
544	да и	1	1
545	наконец и	2	1
546	человек с	1	1
547	жизни в	4	1
548	xiii в	1	1
549	этом случае	2	1
550	на своем	1	1
551	вокруг него	1	1
552	ни для	2	1
553	нисколько не	1	1
554	должны быть	1	1
555	рассматривать как	1	1
556	на одной	1	1
557	и для	9	1
558	его борьба	1	1
559	уже на	1	1
560	к будущему	2	1
561	границе между	1	1
562	и от	2	1
563	котором он	1	1
564	и среди	1	1
565	а все	1	1
566	в настоящее	1	1
567	в отдельных	1	1
568	и все	6	1
569	бы он	1	1
570	бы в	1	1
571	и смысл	1	1
572	в наши	1	1
573	все они	3	1
574	же в	4	1
575	важно подчеркнуть	1	1
576	в свою	1	1
577	к самому	1	1
578	мире с	1	1
579	которой все	1	1
580	между ними	2	1
581	лишь что	1	1
582	своем рассказе	1	1
583	и разнообразным	1	1
584	но этот	1	1
585	в последнем	2	1
586	что действие	1	1
587	занимает в	1	1
588	жизни и	8	1
589	но эти	3	1
590	в таком	1	1
591	все что	2	1
592	том числе	3	1
