N	2gram	Vygotskiy__4	Analitik
1	в этом	28	18
2	не только	7	16
3	и в	33	16
4	в частности	4	16
5	так и	3	15
6	как и	5	14
7	но и	3	12
8	и не	13	12
9	том что	22	12
10	в том	21	12
11	иначе говоря	2	11
12	при этом	2	10
13	а не	6	10
14	как бы	25	10
15	в этой	9	9
16	ничего не	2	9
17	в пределах	3	9
18	и даже	1	9
19	то есть	13	9
20	в целом	5	8
21	представляет собой	2	8
22	в игре	1	7
23	к тому	12	7
24	а также	1	7
25	о том	20	7
26	в себе	6	7
27	то что	44	7
28	в самом	12	6
29	и на	5	6
30	но в	2	6
31	в мире	3	6
32	говорить о	3	6
33	может быть	22	6
34	с другой	2	6
35	как это	14	6
36	в сторону	3	5
37	и к	2	5
38	с одной	3	5
39	говорит о	4	5
40	того же	1	4
41	между двумя	2	4
42	в сущности	6	4
43	столь же	2	4
44	но не	3	4
45	по отношению	1	4
46	за пределы	1	4
47	как в	3	4
48	в своем	7	4
49	сюжет и	1	4
50	тому же	3	4
51	читателя в	2	4
52	на этом	3	4
53	то же	9	4
54	тем самым	3	4
55	для него	1	4
56	точки зрения	6	4
57	не в	2	4
58	и композиция	1	4
59	в конце	8	4
60	же его	1	4
61	только не	2	4
62	и является	2	4
63	во второй	1	4
64	можно сказать	2	4
65	в новелле	1	4
66	во всех	2	4
67	только в	4	4
68	и его	5	4
69	в сознании	1	4
70	не так	1	4
71	у него	6	4
72	как раз	9	4
73	одной стороны	3	4
74	не может	10	4
75	и смерти	1	4
76	о его	1	4
77	все это	13	4
78	в один	1	4
79	отношению к	1	4
80	и то	2	3
81	на две	2	3
82	едва ли	2	3
83	в их	2	3
84	в конечном	1	3
85	мы имеем	2	3
86	не был	2	3
87	что касается	2	3
88	в нашем	1	3
89	на его	1	3
90	и если	9	3
91	и сам	1	3
92	его от	1	3
93	подобно тому	1	3
94	несмотря на	1	3
95	в эту	1	3
96	место в	2	3
97	не столько	1	3
98	никогда не	5	3
99	казалось бы	5	3
100	сводится к	2	3
101	тем что	3	3
102	как будто	8	3
103	что на	1	3
104	ни о	1	3
105	как мы	4	3
106	своем составе	1	3
107	можно было	4	3
108	в результате	2	3
109	если бы	10	3
110	в словах	2	3
111	воли и	2	3
112	что и	3	3
113	и все	12	3
114	одной из	1	3
115	так что	7	3
116	есть в	1	3
117	из них	4	3
118	только на	1	3
119	со стороны	2	3
120	именно в	2	3
121	было бы	12	3
122	повествования и	2	3
123	ясно говорит	1	3
124	и за	3	3
125	тому как	2	3
126	этого слова	3	3
127	сюжета и	2	3
128	или в	1	3
129	романа в	1	3
130	бы в	1	3
131	прежде всего	2	3
132	а в	4	3
133	в действительности	2	3
134	по поводу	4	3
135	речь идет	3	2
136	таком случае	1	2
137	художественного произведения	1	2
138	он произносит	1	2
139	и до	3	2
140	из его	2	2
141	той же	4	2
142	а как	2	2
143	во времени	1	2
144	и он	3	2
145	еще не	1	2
146	не понимаю	1	2
147	конечном счете	1	2
148	в общем	1	2
149	и я	1	2
150	как говорит	2	2
151	узнает о	3	2
152	о жизни	1	2
153	на то	10	2
154	вообще не	1	2
155	не следует	1	2
156	он не	11	2
157	с напряжением	1	2
158	что она	10	2
159	таким образом	13	2
160	в одну	1	2
161	что все	11	2
162	них не	1	2
163	это было	4	2
164	на протяжении	1	2
165	этом смысле	1	2
166	по себе	9	2
167	и романа	1	2
168	он же	1	2
169	в этих	1	2
170	в своей	4	2
171	в котором	2	2
172	с точки	4	2
173	даже в	2	2
174	она не	3	2
175	что с	1	2
176	в то	3	2
177	не имеет	2	2
178	на него	4	2
179	же время	2	2
180	так например	4	2
181	мы узнаем	4	2
182	в нас	1	2
183	с ее	3	2
184	сторону и	1	2
185	те же	2	2
186	это только	1	2
187	с ним	5	2
188	что в	21	2
189	о своей	1	2
190	никак не	6	2
191	его в	3	2
192	и во	1	2
193	том или	1	2
194	между тем	1	2
195	в его	10	2
196	того что	4	2
197	с той	2	2
198	один из	2	2
199	все той	1	2
200	себя в	4	2
201	от автора	1	2
202	строй речи	1	2
203	а то	1	2
204	одно из	2	2
205	композиции как	2	2
206	и их	1	2
207	в одном	3	2
208	вовсе не	5	2
209	или ином	1	2
210	представляют собой	1	2
211	здесь в	3	2
212	вслед за	3	2
213	превращается в	1	2
214	на этот	3	2
215	была бы	2	2
216	один голос	1	2
217	вместе с	8	2
218	так же	13	2
219	к его	1	2
220	такого рода	1	2
221	по существу	2	2
222	здравого смысла	3	2
223	и для	3	2
224	при таком	3	2
225	в двух	4	2
226	внимание на	2	2
227	личности и	1	2
228	сказать что	13	2
229	другой стороны	2	2
230	речи и	1	2
231	к этому	4	2
232	в таком	4	2
233	по законам	1	1
234	этого в	1	1
235	и т	6	1
236	также и	2	1
237	зависимость от	1	1
238	с жизнью	1	1
239	совершенно новый	3	1
240	самом деле	12	1
241	противоречие с	1	1
242	но автор	2	1
243	и сюжет	3	1
244	идет о	3	1
245	в первом	1	1
246	к другому	1	1
247	действительности и	1	1
248	этого разговора	1	1
249	мы уже	5	1
250	его своей	1	1
251	полагает что	5	1
252	есть не	1	1
253	со всех	1	1
254	говорит сам	1	1
255	рассказа об	2	1
256	почти все	2	1
257	это всегда	1	1
258	что иное	1	1
259	искусства которое	1	1
260	я не	4	1
261	из того	1	1
262	слова о	1	1
263	событий и	3	1
264	но даже	1	1
265	она возникает	1	1
266	самой своей	1	1
267	в сцене	1	1
268	всех сторон	1	1
269	когда речь	2	1
270	иное как	1	1
271	цвет и	1	1
272	быть в	1	1
273	действие для	1	1
274	в чем	1	1
275	же самые	2	1
276	в сюжете	1	1
277	тем как	1	1
278	так для	1	1
279	истинный смысл	2	1
280	совсем не	1	1
281	о смерти	5	1
282	и всякий	2	1
283	не все	2	1
284	очевидно что	1	1
285	и будет	1	1
286	сама по	3	1
287	и должны	1	1
288	независимо от	1	1
289	типичности и	1	1
290	в художественном	2	1
291	разговора о	1	1
292	этой стороны	1	1
293	однако не	2	1
294	в полном	1	1
295	третий раз	1	1
296	когда он	7	1
297	и наконец	2	1
298	тем же	1	1
299	имеет в	1	1
300	и поведения	1	1
301	моментов в	1	1
302	о самом	1	1
303	дело только	1	1
304	со своей	1	1
305	в которой	4	1
306	бы и	2	1
307	мне не	2	1
308	всего романа	2	1
309	не даны	1	1
310	так или	1	1
311	следует понимать	1	1
312	все эти	6	1
313	бы не	2	1
314	не оставляет	1	1
315	из этих	2	1
316	которые в	1	1
317	этом фоне	1	1
318	но без	1	1
319	что автор	4	1
320	рассказ о	1	1
321	раз в	7	1
322	что даже	1	1
323	разговор о	3	1
324	говорит не	2	1
325	и те	1	1
326	но ведь	1	1
327	как он	5	1
328	так сказать	1	1
329	сам автор	2	1
330	с чем	2	1
331	мы их	1	1
332	по словам	2	1
333	в нем	7	1
334	ряда в	1	1
335	имело бы	1	1
336	всех этих	3	1
337	борьбу с	3	1
338	у читателя	1	1
339	которая определяет	1	1
340	никому не	2	1
341	речь его	1	1
342	конца и	2	1
343	его до	1	1
344	себе может	1	1
345	а когда	1	1
346	что такой	2	1
347	об этом	4	1
348	в глубине	1	1
349	по смыслу	1	1
350	времени и	2	1
351	в несколько	1	1
352	заключается в	5	1
353	это не	6	1
354	ко второму	1	1
355	каждого из	1	1
356	например с	1	1
357	с равным	1	1
358	в жизни	4	1
359	смерть и	1	1
360	только одно	2	1
361	ни в	3	1
362	останавливаться на	1	1
363	в них	2	1
364	далеко не	3	1
365	глазами и	1	1
366	со своими	1	1
367	такой же	2	1
368	обратимся к	3	1
369	нисколько не	5	1
370	со всей	2	1
371	в восприятии	1	1
372	бы место	1	1
373	художественный смысл	1	1
374	но если	3	1
375	этой связи	1	1
376	рассказа о	1	1
377	взгляд на	2	1
378	в такой	2	1
379	это делает	2	1
380	жизнь и	4	1
381	совершает в	1	1
382	была названа	1	1
383	его жизнь	1	1
384	ритмический строй	1	1
385	и эти	2	1
386	второй раз	1	1
387	всякий другой	1	1
388	и более	1	1
389	что этот	3	1
390	эпизодов с	1	1
391	ни одна	1	1
392	где каждый	1	1
393	и вся	1	1
394	тому что	6	1
395	все три	1	1
396	и другое	2	1
397	тогда когда	1	1
398	одна из	4	1
399	и эпизод	1	1
400	которого он	1	1
401	материала в	3	1
402	но только	1	1
403	человеческую с	1	1
404	смысл его	1	1
405	что ни	2	1
406	слова как	3	1
407	в противоречие	1	1
408	всего на	1	1
409	с одним	1	1
410	же после	6	1
411	пути и	3	1
412	как она	10	1
413	для автора	1	1
414	потому что	24	1
415	связи с	2	1
416	самой этой	1	1
417	только с	2	1
418	с другом	4	1
419	у нас	4	1
420	которых он	1	1
421	начиная с	1	1
422	если он	2	1
423	случайно и	1	1
424	и заключается	1	1
425	во все	3	1
426	и такие	1	1
427	отличается от	1	1
428	же самое	6	1
429	узнаем о	2	1
430	бы он	1	1
431	а композиция	1	1
432	указывает на	3	1
433	вырождается в	1	1
434	он видит	3	1
435	что при	2	1
436	если же	1	1
437	его художественной	1	1
438	о них	2	1
439	им для	1	1
440	не позволил	1	1
441	некоторой степени	1	1
442	следует отнести	1	1
443	суть его	1	1
444	вот и	1	1
445	и о	4	1
446	случае это	1	1
447	в виду	2	1
448	свою очередь	1	1
449	в ее	2	1
450	характер и	1	1
451	только то	1	1
452	в совершенно	1	1
453	слова а	1	1
454	разговора с	5	1
455	говорит на	1	1
456	что может	3	1
457	с собой	1	1
458	в отношении	1	1
459	к анализу	3	1
460	начала и	1	1
461	равным правом	1	1
462	она была	1	1
463	его композиции	1	1
464	в последней	2	1
465	есть иначе	1	1
466	эту сцену	1	1
467	о нем	4	1
468	и здесь	3	1
469	вопроса и	1	1
470	мы могли	2	1
471	в другом	1	1
472	разумеется в	1	1
473	но мы	2	1
474	и что	25	1
475	что его	3	1
476	может не	1	1
477	это была	1	1
478	заключительная фраза	1	1
479	в которую	1	1
480	которая сама	1	1
481	к нему	1	1
482	с его	2	1
483	в драме	3	1
484	каждого такого	1	1
485	или иначе	1	1
486	воображении читателя	1	1
487	автор как	1	1
488	это лишь	1	1
489	непосредственно в	1	1
490	с а	1	1
491	и недаром	2	1
492	в заключительной	1	1
493	в третий	1	1
494	это вызвано	1	1
495	мы видим	6	1
496	тот же	3	1
497	и представляет	1	1
498	дело с	3	1
499	в какой	5	1
500	хотя бы	2	1
501	автор для	1	1
502	деле не	1	1
503	и ее	2	1
504	которого является	1	1
505	в уста	3	1
506	который необходимо	1	1
507	и матери	1	1
508	жизни однако	1	1
509	все они	2	1
510	же и	1	1
511	этот вопрос	4	1
512	уже в	2	1
513	больше не	1	1
514	его текст	1	1
515	его и	2	1
516	за ним	1	1
517	сам не	1	1
518	всегда оказывается	1	1
519	слова в	1	1
520	сами по	3	1
521	так как	12	1
522	себе и	2	1
