N	2gram	Losev_Vlad_2	Analitik
1	не только	12	22
2	и в	30	18
3	как и	5	14
4	так и	5	14
5	в этом	20	14
6	и его	6	13
7	но и	8	13
8	том что	12	12
9	в качестве	1	12
10	и не	18	12
11	в частности	2	12
12	при этом	5	11
13	то есть	7	10
14	а в	11	10
15	как бы	5	10
16	что в	12	9
17	может быть	7	9
18	со стороны	4	9
19	а не	7	9
20	в том	18	9
21	со своей	2	8
22	с его	4	8
23	своего рода	1	8
24	и даже	10	8
25	в первой	1	8
26	в русской	1	7
27	как раз	1	7
28	в его	11	7
29	во второй	2	7
30	но не	3	7
31	и самого	1	6
32	еще не	1	6
33	в этой	4	6
34	он не	4	6
35	в их	2	6
36	не в	9	6
37	к тому	2	6
38	для него	9	6
39	о том	4	6
40	в начале	4	6
41	того же	5	5
42	той же	4	5
43	мы имеем	1	5
44	как нам	1	5
45	в самом	2	5
46	лишь в	1	5
47	однако в	2	5
48	а а	3	5
49	в сущности	2	5
50	что и	3	5
51	уже не	3	5
52	в конце	13	5
53	никогда не	7	5
54	в свою	3	5
55	прежде всего	6	5
56	я в	3	5
57	такого рода	2	5
58	в результате	5	5
59	и на	4	4
60	что он	13	4
61	в своем	8	4
62	и как	3	4
63	что по	1	4
64	по пути	1	4
65	и к	6	4
66	таким образом	3	4
67	по себе	5	4
68	в одном	1	4
69	ли не	1	4
70	не менее	7	4
71	свою очередь	2	4
72	и сам	2	4
73	можно сказать	4	4
74	крайней мере	4	4
75	себя в	2	4
76	не есть	4	4
77	во втором	1	4
78	далеко не	1	4
79	по крайней	4	4
80	о чем	6	4
81	в данном	3	4
82	все же	9	4
83	перед нами	1	4
84	с новыми	1	3
85	я и	2	3
86	едва ли	3	3
87	по его	1	3
88	его не	2	3
89	мы не	2	3
90	говорить о	1	3
91	в целом	4	3
92	уже в	3	3
93	здесь не	4	3
94	но как	1	3
95	если в	1	3
96	что они	1	3
97	как говорит	1	3
98	как в	3	3
99	с этим	5	3
100	что касается	3	3
101	из этих	3	3
102	тому же	1	3
