N	3gram	Bakhtin_Pr_5	Marksizm
1	с точки зрения	2	20
2	не может быть	3	13
3	в самом деле	1	9
4	и не может	2	9
5	до сих пор	1	8
6	бы то ни	3	8
7	то ни было	3	8
8	и того же	1	5
9	одного и того	1	5
10	в отличие от	2	5
11	как мы знаем	2	5
12	с другой стороны	3	5
13	всех без исключения	1	4
14	с самого начала	8	4
15	в отношении к	7	4
16	вполне понятно что	2	3
17	в этом случае	1	3
18	то же самое	1	3
19	в этом отношении	1	3
20	и пр в	1	3
21	может быть и	1	3
22	в высшей степени	3	3
23	в конце концов	3	3
24	все без исключения	1	3
25	внутреннего и внешнего	2	3
26	то же время	10	3
27	но все же	2	3
28	можно сказать что	1	3
29	в большинстве случаев	2	3
30	в то же	10	3
31	для того чтобы	1	3
32	в том что	2	3
33	внутренней речи как	1	2
34	или хотя бы	1	2
35	сводится к тому	2	2
36	в чем же	1	2
37	как и все	2	2
38	сама по себе	1	2
39	можно было бы	2	2
40	со всех сторон	1	2
41	как если бы	1	2
42	слова и его	2	2
43	но в то	4	2
44	во всяком случае	4	2
45	смысле этого слова	2	2
46	к одному знаменателю	2	2
47	вопрос о том	1	2
48	мы не найдем	1	2
49	по отношению к	6	2
50	между этими двумя	1	2
51	в свою очередь	1	2
52	и прежде всего	4	2
53	в нем нет	1	2
54	в этом смысле	3	2
55	какого бы то	1	2
56	тем не менее	1	2
57	в пределах одного	5	2
58	то все же	2	1
59	он не поймет	1	1
60	все более и	1	1
61	но кроме того	1	1
62	может войти в	2	1
63	как к своему	1	1
64	тот же самый	1	1
65	к своему центру	1	1
66	в ней в	1	1
67	прежде всего как	1	1
68	не может до	2	1
69	может до конца	2	1
70	прежде всего в	1	1
71	и для самого	1	1
72	по ту сторону	1	1
73	большей или меньшей	1	1
74	подобно тому как	2	1
75	громадное значение в	1	1
76	бы они были	1	1
77	становятся как бы	1	1
78	том что он	1	1
79	а между тем	3	1
80	как бы ни	1	1
81	что же касается	1	1
82	и во всяком	1	1
83	ибо как мы	1	1
84	оно должно быть	1	1
85	как мы сказали	1	1
86	существует для него	1	1
87	и т.п но	1	1
88	возможно лишь в	1	1
89	это вовсе не	1	1
90	переходим к другому	1	1
91	но и эта	1	1
92	рано или поздно	1	1
93	что он находится	1	1
94	он ни был	1	1
95	чем иным как	1	1
96	в тот же	1	1
97	в двух разных	1	1
98	что почти все	1	1
99	в значительной степени	1	1
100	неразрывной связи с	1	1
101	войти в мир	1	1
102	не чем иным	1	1
103	в другом направлении	2	1
104	для него как	1	1
105	все это и	1	1
106	таким образом как	1	1
107	в его произведениях	1	1
108	и как бы	1	1
109	в большей или	1	1
110	в этом направлении	1	1
111	и та же	2	1
112	правда и в	1	1
113	одна и та	2	1
114	а не в	1	1
115	уже с самого	1	1
116	в его целом	2	1
117	сознания и не	1	1
118	может стать материалом	1	1
119	они становятся как	1	1
120	и т.д но	1	1
121	совершается в пределах	1	1
122	так и в	2	1
123	рядом с этим	1	1
124	и не хочет	1	1
125	как и во	1	1
126	и в самом	3	1
127	не только не	1	1
128	и во всякой	1	1
129	в сущности являются	1	1
130	более и более	1	1
131	и от него	1	1
132	или во всяком	1	1
133	друг от друга	1	1
134	прежде всего определяется	1	1
135	как мы уже	2	1
136	к тому что	1	1
137	на самом деле	9	1
138	друг с другом	4	1
139	и в нем	3	1
140	его стиль и	1	1
141	сознанию и его	1	1
142	друг для друга	1	1
143	в своей душе	1	1
144	для этого необходимо	2	1
145	как мы говорили	1	1
146	как мы видели	1	1
147	той или иной	4	1
148	и в другом	1	1
