N	2gram	Tiupa_Lite_2	Myslijsy
1	потому что	2	52
2	то есть	5	42
3	и в	19	39
4	может быть	17	27
5	в том	10	26
6	не может	9	22
7	что в	4	22
8	не только	8	21
9	так как	3	21
10	а не	20	21
11	в нем	3	20
12	но и	10	20
13	и не	11	18
14	том что	7	16
15	так что	4	16
16	в этом	9	15
17	не в	4	15
18	по отношению	4	13
19	в себе	6	13
20	таким образом	1	13
21	так и	7	13
22	отношению к	3	13
23	было бы	2	12
24	мы не	4	10
25	как в	1	10
26	и что	2	10
27	а потому	2	10
28	то что	7	10
29	что не	2	10
30	но в	2	9
31	как и	10	9
32	могут быть	2	9
33	для нас	2	9
34	мысли и	2	9
35	тем что	4	9
36	но не	5	8
37	в слове	1	8
38	точки зрения	4	8
39	в одном	2	8
40	того что	5	8
41	со стороны	3	8
42	вместе с	5	8
43	в ней	4	7
44	в истории	2	7
45	это не	1	7
46	в этих	1	7
47	то и	3	7
48	с другой	8	7
49	и т	2	6
50	то же	12	6
51	посредством слова	1	6
52	все же	2	6
53	и как	3	6
54	при этом	6	6
55	и по	1	6
56	между собою	1	6
57	не менее	6	6
58	того как	1	6
59	тем не	2	6
60	что на	1	6
61	языка в	1	6
62	что и	2	6
63	еще не	2	6
64	как бы	2	6
65	в первом	1	5
66	во всех	3	5
67	то в	2	5
68	не следует	1	5
69	с тем	2	5
70	не имеет	1	5
71	и его	3	5
72	во втором	1	5
73	в его	4	5
74	для всех	5	5
75	вовсе не	2	5
76	друг друга	2	5
77	что человек	1	5
78	души и	1	5
79	так же	1	5
80	и потому	1	5
81	но это	3	5
82	и для	3	5
83	а в	3	5
84	другой стороны	4	5
85	в таком	1	5
86	на деле	1	4
87	в каждом	2	4
88	мы видели	1	4
89	от языка	1	4
90	т п	2	4
91	тем самым	3	4
92	однако в	6	4
93	в то	9	4
94	не по	2	4
95	а так	1	4
96	никогда не	3	4
97	же время	9	4
98	и притом	1	4
99	во всем	1	4
100	не могут	1	4
101	к тому	1	4
102	свою очередь	1	4
103	остается только	1	4
104	бы в	1	4
105	и других	4	4
106	для него	4	4
107	не было	2	4
108	и даже	8	4
109	в действительности	1	4
110	прежде всего	4	4
111	что мы	1	4
112	тому как	2	4
113	быть не	2	4
114	слова и	7	4
115	в смысле	1	4
116	и воля	1	4
117	при таком	1	4
118	от него	1	4
119	не более	2	4
120	в свою	1	4
121	в своих	2	4
122	того же	4	3
123	но тем	4	3
124	должна быть	1	3
125	и то	3	3
126	столь же	5	3
127	очевидно что	2	3
128	относится к	1	3
129	в своем	1	3
130	что по	1	3
131	в самом	1	3
132	что это	1	3
133	что слово	1	3
134	он не	5	3
135	подобно тому	2	3
136	то ни	1	3
137	в мире	9	3
138	той же	2	3
139	и с	3	3
140	в жизни	2	3
141	в них	2	3
142	в этой	3	3
143	не мог	1	3
144	не так	2	3
145	в своей	1	3
146	и без	2	3
147	с точки	3	3
148	бытия и	1	3
149	тому что	1	3
150	для того	2	3
151	свободы и	1	3
152	не могло	1	3
153	в сознании	1	3
154	для себя	2	3
155	в словах	1	3
156	с ним	2	3
157	души к	1	3
158	в глазах	3	3
159	но как	2	3
160	с одной	7	3
161	только на	1	3
162	одно из	2	3
163	могло бы	2	3
164	с другим	2	3
165	связи с	1	3
166	все более	1	3
167	со словом	1	3
168	одной стороны	6	3
169	в сравнении	2	3
170	к которому	1	3
171	и от	1	3
172	и все	1	3
173	к этой	2	3
174	как на	3	3
175	одним из	3	2
176	совершенно справедливо	1	2
177	до слова	1	2
178	тем же	3	2
179	если б	1	2
180	есть не	1	2
181	в сущности	3	2
182	что до	1	2
183	себя а	1	2
184	бы то	1	2
185	то он	1	2
186	не все	1	2
187	тогда как	9	2
188	за пределы	1	2
189	которые не	1	2
190	в полном	1	2
191	на память	1	2
192	сознания в	3	2
193	на что	1	2
194	деле есть	1	2
195	в целом	2	2
196	во многих	1	2
197	на то	1	2
198	по крайней	2	2
199	он должен	1	2
200	оно должно	1	2
201	с этой	2	2
202	он есть	1	2
203	мог бы	1	2
204	но уже	2	2
205	есть свобода	1	2
206	в их	3	2
207	слова в	1	2
208	несомненно что	1	2
209	обнаруживается в	1	2
210	но он	1	2
211	и всегда	1	2
212	к новым	1	2
213	на себе	1	2
214	которых и	1	2
215	того чтобы	1	2
216	только не	1	2
217	из того	2	2
218	все то	1	2
219	сравнении с	2	2
220	сравнительно с	1	2
221	себя только	1	2
222	ничего общего	1	2
223	как мы	1	2
224	с ее	2	2
225	в собственном	1	2
226	мысль о	1	2
227	только то	1	2
228	мы в	1	2
229	в отношениях	1	2
230	для этого	2	2
231	в виду	2	2
232	о том	2	2
233	при котором	1	2
234	никак не	1	2
235	одного из	1	2
236	и только	2	2
237	крайней мере	2	2
238	еще более	1	2
239	еще только	1	2
240	с xviii	1	2
241	которое мы	1	2
242	б мы	1	2
243	есть в	1	2
244	уже не	2	2
245	не можем	1	2
246	вопроса о	1	2
247	в единстве	1	2
248	же в	2	2
249	в начале	3	2
250	слова не	1	2
251	понятий в	1	2
252	чего бы	1	2
253	в других	1	2
254	даже и	2	2
255	в пути	3	2
256	только по	1	2
257	у нас	5	2
258	нет ничего	1	2
259	что же	1	2
260	и о	1	2
261	стороны и	1	2
262	но с	3	2
263	не станет	1	2
264	хотя бы	2	2
265	что а	1	2
266	ни было	2	2
267	из этого	1	2
268	жизни и	4	2
269	то оно	1	2
270	этой цели	1	2
271	все что	2	2
272	к цели	1	1
273	отношения к	1	1
274	же как	2	1
275	начинается с	1	1
276	образом развивается	1	1
277	которого в	1	1
278	самом деле	1	1
279	переход от	1	1
280	отношений в	1	1
281	от самого	1	1
282	от своей	1	1
283	по которым	1	1
284	едва ли	4	1
285	его не	1	1
286	можно и	1	1
287	мы имеем	1	1
288	сознания ни	1	1
289	выше его	1	1
290	в жизнь	1	1
291	освобожденным от	1	1
292	именно к	1	1
293	не столько	3	1
294	не вполне	2	1
295	собственное слово	1	1
296	на себя	2	1
297	в последующих	1	1
298	жизни как	2	1
299	ему в	1	1
300	медленность и	1	1
301	над словом	3	1
302	в каждой	2	1
303	и на	6	1
304	в чем	1	1
305	дела а	1	1
306	для жизни	1	1
307	на самом	1	1
308	и слог	1	1
309	если в	2	1
310	есть по	2	1
311	себе и	3	1
312	закон не	1	1
313	ни есть	1	1
314	вследствие чего	1	1
315	одном из	2	1
316	себе ни	1	1
317	и нет	2	1
318	воля но	1	1
319	когда он	1	1
320	в круг	1	1
321	самом начале	1	1
322	в противоположность	2	1
323	от этого	1	1
324	и хотя	1	1
325	для которого	1	1
326	все эти	1	1
327	в нашем	2	1
328	и пространства	1	1
329	так в	5	1
330	в известном	1	1
331	приводит к	1	1
332	как он	2	1
333	своей субъективности	1	1
334	речи становится	1	1
335	перестает быть	3	1
336	ума но	1	1
337	этом с	1	1
338	души впрочем	1	1
339	свобода есть	1	1
340	что ни	1	1
341	нам скажет	1	1
342	на этом	2	1
343	без исключения	1	1
344	одно и	2	1
345	возвышает и	1	1
346	им как	1	1
347	нам остается	1	1
348	его в	1	1
349	и мы	1	1
350	всю свою	1	1
351	должен был	1	1
352	такое соединение	1	1
353	даже по	1	1
354	он на	2	1
355	рядом с	1	1
356	все равно	2	1
357	далеко не	1	1
358	не всегда	1	1
359	нам не	1	1
360	в развитии	1	1
361	на таких	1	1
362	приближаются к	1	1
363	и вполне	1	1
364	от своего	1	1
365	в отношении	1	1
366	в такой	2	1
367	занимающего нас	1	1
368	на свою	3	1
369	себе а	1	1
370	что я	2	1
371	предполагает не	1	1
372	своей жизни	1	1
373	такую же	2	1
374	времени не	1	1
375	не его	1	1
376	слова к	1	1
377	их в	1	1
378	что этот	1	1
379	даже в	4	1
380	случае мы	1	1
381	было но	1	1
382	то с	2	1
383	что есть	1	1
384	на рубеже	1	1
385	ничего такого	1	1
386	что ему	1	1
387	от жизни	1	1
388	для кого	2	1
389	но только	2	1
390	например не	1	1
391	ничего не	3	1
392	по своей	1	1
393	к исторической	1	1
394	сознанием и	1	1
395	и теперь	1	1
396	не нужен	1	1
397	свет и	1	1
398	им а	1	1
399	этом отношении	3	1
400	был бы	2	1
401	в области	4	1
402	это могло	1	1
403	только поводом	1	1
404	свое собственное	1	1
405	и искусство	1	1
406	уже о	2	1
407	и другим	1	1
408	не предполагает	1	1
409	все предшествующие	1	1
410	он ищет	1	1
411	и мысль	1	1
412	говоря уже	2	1
413	здесь не	1	1
414	в ее	2	1
415	исторической жизни	1	1
416	и говорит	1	1
417	всей своей	3	1
418	человеческой воли	1	1
419	различие между	1	1
420	на том	1	1
421	в личной	1	1
422	то как	2	1
423	в образе	1	1
424	можно было	1	1
425	на нее	1	1
426	не с	3	1
427	нам от	1	1
428	душевную жизнь	1	1
429	он по	1	1
430	еще в	4	1
431	в результате	2	1
432	является в	1	1
433	быть может	3	1
434	не будучи	1	1
435	в построении	1	1
436	слова а	1	1
437	движения и	1	1
438	приближается к	1	1
439	в другом	3	1
440	другие и	1	1
