N	2gram	Tiupa_Disk_2	Myslijsy
1	потому что	4	46
2	то есть	12	34
3	в том	8	32
4	и в	16	30
5	может быть	16	28
6	то же	6	23
7	не только	10	21
8	только в	3	21
9	но и	11	19
10	того что	1	18
11	том что	10	18
12	то что	5	18
13	не есть	1	17
14	что в	5	17
15	в себе	19	16
16	и не	15	15
17	не в	3	15
18	а не	14	15
19	таким образом	1	14
20	что и	2	13
21	вместе с	2	12
22	а в	2	12
23	так и	9	11
24	как в	8	10
25	в этом	16	10
26	как и	16	10
27	в то	5	10
28	и что	1	10
29	мы не	1	9
30	из этих	3	9
31	в нем	7	9
32	между тем	2	9
33	для него	5	9
34	и то	4	8
35	в ней	2	8
36	в самом	1	8
37	есть не	1	7
38	с одной	4	7
39	но не	7	7
40	тем самым	6	7
41	тем что	1	7
42	так что	1	7
43	в языке	2	7
44	вовсе не	1	7
45	с другой	5	7
46	к тому	1	7
47	например в	3	6
48	с ним	1	6
49	указывает на	1	6
50	там же	2	6
51	что он	2	6
52	уже не	3	6
53	из них	3	6
54	и слово	1	6
55	не может	9	6
56	но это	3	6
57	художественного произведения	1	5
58	на деле	1	5
59	еще не	6	5
60	по отношению	4	5
61	в своем	5	5
62	и как	3	5
63	не следует	3	5
64	к одному	1	5
65	заключает в	2	5
66	одно и	2	5
67	в них	3	5
68	я как	2	5
69	по крайней	1	5
70	же время	5	5
71	к ней	1	5
72	как на	3	5
73	не могут	1	5
74	не менее	7	5
75	мысль о	3	5
76	крайней мере	1	5
77	одно из	4	5
78	тому как	2	5
79	отношению к	4	5
80	должно быть	2	5
81	слова и	1	5
82	сказать что	1	5
83	столь же	3	4
84	не было	3	4
85	бы не	1	4
86	он не	3	4
87	не к	2	4
88	одной и	1	4
89	и наоборот	1	4
90	себе не	1	4
91	в котором	3	4
92	при слове	1	4
93	на мысль	1	4
94	для меня	1	4
95	того как	1	4
96	и его	3	4
97	оно не	1	4
98	и это	2	4
99	в его	3	4
100	один из	1	4
101	далеко не	2	4
102	и между	1	4
103	себя и	1	4
104	для человека	1	4
105	все это	2	4
106	и от	1	4
107	слово в	1	4
108	другой стороны	2	4
109	я и	4	3
110	и есть	1	3
111	в первом	1	3
112	говорить о	2	3
113	и на	5	3
114	в чем	1	3
115	не то	1	3
116	ответ на	1	3
117	в целом	2	3
118	при этом	17	3
119	в силу	1	3
120	образа и	1	3
