N	2gram	Bakhtin_Fr_6	Analitik
1	в этом	12	18
2	не только	10	16
3	и в	41	16
4	в частности	2	16
5	так и	5	15
6	как и	7	14
7	своего рода	1	12
8	но и	13	12
9	и не	3	12
10	том что	7	12
11	в том	2	12
12	при этом	3	10
13	в эпизоде	5	10
14	могут быть	1	10
15	а не	2	10
16	как бы	7	10
17	в этой	8	9
18	лишь в	2	9
19	ничего не	1	9
20	в пределах	1	9
21	и даже	4	9
22	на уровне	1	9
23	то есть	24	9
24	в целом	1	8
25	в данном	3	8
26	и т.п	19	8
27	особенно в	1	7
28	а также	5	7
29	о том	9	7
30	в себе	5	7
31	то что	10	7
32	в самом	10	6
33	и на	9	6
34	но в	8	6
35	говорить о	2	6
36	может быть	2	6
37	с другой	4	6
38	как это	2	6
39	и к	1	5
40	данном случае	2	5
41	с одной	4	5
42	говорит о	1	5
43	того же	4	4
44	между двумя	1	4
45	в сущности	8	4
46	совпадает с	1	4
47	но не	2	4
48	по отношению	1	4
49	за пределы	2	4
50	как в	4	4
51	в своем	5	4
52	хотя и	2	4
53	в себя	1	4
54	он в	2	4
55	на этом	2	4
56	то же	5	4
57	и тем	1	4
58	для него	1	4
59	точки зрения	2	4
60	не в	4	4
61	в конце	2	4
62	не менее	1	4
63	во второй	1	4
64	можно сказать	1	4
65	времени в	1	4
66	во всех	17	4
67	только в	3	4
68	и его	13	4
69	уже не	1	4
70	у него	7	4
71	как раз	2	4
72	одной стороны	4	4
73	не может	4	4
74	и особенно	3	4
75	и смерти	3	4
76	все это	11	4
77	отношению к	1	4
78	и то	2	3
79	в их	1	3
80	ему в	1	3
81	не был	2	3
82	в центре	2	3
83	что касается	1	3
84	в нашем	1	3
85	на его	2	3
86	и если	1	3
87	и сам	3	3
88	несмотря на	1	3
89	не мог	3	3
90	в эту	2	3
91	место в	1	3
92	не столько	1	3
93	на фоне	1	3
94	как о	2	3
95	никогда не	8	3
96	казалось бы	1	3
97	тем что	5	3
98	как будто	1	3
99	этом отношении	3	3
100	ни о	1	3
101	той или	1	3
102	как мы	12	3
103	в организации	2	3
104	можно было	1	3
105	в результате	4	3
106	и т.д	1	3
107	одного из	1	3
108	борьба с	4	3
109	что и	1	3
110	и все	9	3
111	одной из	3	3
112	с ними	1	3
113	так что	2	3
114	есть в	3	3
115	борьбы с	1	3
116	из них	5	3
117	или иной	1	3
118	именно в	4	3
119	было бы	3	3
120	в первой	3	3
121	этого слова	1	3
122	или в	6	3
123	и одновременно	1	3
124	романа в	3	3
125	бы в	2	3
126	прежде всего	10	3
127	а в	4	3
128	не знает	1	3
129	в действительности	1	3
130	по поводу	1	3
131	с самим	1	3
132	и до	7	2
133	из его	1	2
134	ведь и	2	2
135	включая и	2	2
136	той же	5	2
137	из своих	1	2
138	и он	5	2
139	еще не	1	2
140	он был	4	2
141	и я	1	2
142	как говорит	1	2
143	в значительной	2	2
144	в противоположность	1	2
145	как основной	1	2
146	жизнью и	1	2
147	он не	2	2
148	таким образом	17	2
149	значительной степени	1	2
150	а затем	4	2
151	что все	2	2
152	же не	1	2
153	это было	2	2
154	обоих случаях	1	2
155	на протяжении	1	2
156	по себе	1	2
157	он и	1	2
158	еще в	5	2
159	в этих	2	2
160	в своей	2	2
161	в котором	4	2
162	с точки	2	2
163	о себе	1	2
164	но эта	2	2
165	теми же	1	2
166	в устах	1	2
167	для нее	1	2
168	даже в	4	2
169	в таких	2	2
170	что с	1	2
171	в обоих	1	2
172	в то	6	2
173	не имеет	1	2
174	на него	1	2
175	же время	5	2
176	мы узнаем	2	2
177	роль в	4	2
178	при свете	1	2
179	те же	3	2
180	с ним	4	2
181	и смерть	2	2
182	что в	7	2
183	никак не	3	2
184	его в	1	2
185	и во	2	2
186	между тем	2	2
187	в его	7	2
188	чем и	1	2
189	того что	3	2
190	один из	6	2
191	художественного восприятия	1	2
192	целого и	1	2
193	времени как	1	2
194	себя в	2	2
195	для всех	1	2
196	свидетельствует о	1	2
197	а то	1	2
198	связывается с	1	2
199	одно из	1	2
200	и их	3	2
201	или даже	1	2
202	ведь это	2	2
203	художественное восприятие	1	2
204	в одном	5	2
205	вовсе не	7	2
206	здесь в	9	2
207	вслед за	1	2
208	превращается в	2	2
209	и стал	1	2
210	на этот	1	2
211	его как	1	2
212	одну из	2	2
213	о чем	1	2
214	и слово	1	2
215	вместе с	6	2
216	так же	5	2
217	к его	1	2
218	к своему	1	2
219	по существу	1	2
220	и для	3	2
221	и другими	1	2
222	он по	1	2
223	тот кто	1	2
224	внимание на	2	2
225	еще более	2	2
226	сказать что	6	2
227	другой стороны	2	2
228	этой сцены	1	2
229	об этих	1	2
230	все что	4	2
231	на лице	1	2
232	в таком	1	2
233	всей первой	1	1
234	как известно	2	1
235	также и	6	1
236	до пределов	1	1
237	с жизнью	1	1
238	выражения в	1	1
239	самом деле	4	1
240	здесь и	8	1
241	в первом	3	1
242	и больше	1	1
243	мы уже	18	1
244	их и	1	1
245	полагает что	1	1
246	со всех	1	1
247	звучит и	1	1
248	говорит сам	1	1
249	с более	2	1
250	на первом	1	1
251	они могут	2	1
252	не слишком	1	1
253	почти все	1	1
254	не вполне	1	1
255	почти исключительно	1	1
256	из того	2	1
257	они были	3	1
258	всех сторон	1	1
259	как один	3	1
260	в чем	3	1
261	и мира	1	1
262	тем как	1	1
263	там и	2	1
264	во внешнем	1	1
265	сказать и	1	1
266	для жизни	1	1
267	то он	2	1
268	о смерти	1	1
269	и всякий	1	1
270	тех же	2	1
271	я так	1	1
272	рассказывает как	1	1
273	один и	1	1
274	ибо на	1	1
275	в приведенном	1	1
276	и наконец	4	1
277	дается в	1	1
278	и тот	2	1
279	надежды не	1	1
280	тем же	1	1
281	более или	1	1
282	следующим образом	1	1
283	искусство и	1	1
284	о самом	1	1
285	дело только	1	1
286	со своей	1	1
287	в которой	1	1
288	в литературном	1	1
289	все эти	11	1
290	бы не	1	1
291	из этих	2	1
292	в главе	2	1
293	еще один	1	1
294	рассказ о	1	1
295	раз в	2	1
296	смеха в	1	1
297	что даже	2	1
298	говорит не	1	1
299	и те	2	1
300	как он	2	1
301	так сказать	2	1
302	в нем	16	1
303	всех этих	2	1
304	и появляется	1	1
305	не как	1	1
306	борьбу с	2	1
307	из виду	1	1
308	характер в	3	1
309	чтобы в	1	1
310	настоящего времени	1	1
311	этой темы	1	1
312	и по	1	1
313	глазами на	2	1
314	человека в	1	1
315	чем при	1	1
316	в каждом	1	1
317	об этом	1	1
318	самим собой	2	1
319	времени и	2	1
320	в несколько	1	1
321	жизни включая	1	1
322	заключается в	2	1
323	в глазах	1	1
324	это не	1	1
325	то все	1	1
326	не совпадает	1	1
327	в жизни	1	1
328	смерть и	1	1
329	говорить в	1	1
330	ни в	1	1
331	в них	7	1
332	далеко не	1	1
333	пространственных и	1	1
334	но лишь	1	1
335	со своими	1	1
336	которой он	1	1
337	мифа о	1	1
338	видим как	1	1
339	и себя	1	1
340	обратимся к	1	1
341	нисколько не	1	1
342	сосредоточиться на	1	1
343	но если	2	1
344	таким же	1	1
345	в следующем	1	1
346	одним и	1	1
347	жизнь и	1	1
348	другого старого	1	1
349	времени не	1	1
350	мук и	1	1
351	и эти	1	1
352	до известной	1	1
353	все три	1	1
354	тогда когда	2	1
355	одна из	1	1
356	всех языках	2	1
357	которого он	1	1
358	но только	1	1
359	для всего	2	1
360	он с	1	1
361	каждый из	2	1
362	с одним	1	1
363	приблизился к	2	1
364	как она	2	1
365	эпизода с	1	1
366	потому что	3	1
367	связи с	2	1
368	только с	3	1
369	это рассуждение	1	1
370	ничему не	1	1
371	конечно и	4	1
372	всех прочих	1	1
373	у нас	4	1
374	которых он	1	1
375	начиная с	2	1
376	всей их	1	1
377	т.п и	2	1
378	места для	1	1
379	самая первая	1	1
380	если он	1	1
381	во все	1	1
382	и другой	1	1
383	его за	1	1
384	и смертью	1	1
385	и объясняются	1	1
386	как человек	1	1
387	если же	1	1
388	о них	1	1
389	им для	1	1
390	образы и	1	1
391	и о	1	1
392	и тогда	1	1
393	существенное значение	3	1
394	в ее	5	1
395	здесь также	1	1
396	по земле	1	1
397	характер и	2	1
398	только то	1	1
399	по способу	1	1
400	если они	1	1
401	продолжает жить	1	1
402	говорит на	1	1
403	в образе	6	1
404	с собой	1	1
405	в отношении	1	1
406	здесь он	3	1
407	связан с	1	1
408	начала и	1	1
409	веры в	1	1
410	в последней	2	1
411	узнаем из	1	1
412	поэтому в	1	1
413	эту сцену	1	1
414	нас и	1	1
415	о нем	1	1
416	по-видимому и	1	1
417	и здесь	1	1
418	уже отмечали	2	1
419	является весьма	1	1
420	в другом	4	1
421	и что	5	1
422	что его	1	1
423	могут нести	1	1
424	это была	1	1
425	восходит к	1	1
426	каждом из	1	1
427	в которую	1	1
428	места и	1	1
429	к нему	3	1
430	с его	5	1
431	которой пользуется	1	1
432	от них	1	1
433	выступает как	1	1
434	мире так	1	1
435	частей романа	1	1
436	появляется и	1	1
437	здесь выступает	1	1
438	вся первая	1	1
439	уж коли	1	1
440	в литературе	5	1
441	мог найти	1	1
442	что здесь	1	1
443	рассуждение о	1	1
444	автор этой	1	1
445	явления как	1	1
446	мы видим	6	1
447	тот же	4	1
448	в основном	1	1
449	обладает и	1	1
450	между этими	1	1
451	в уста	1	1
452	и ничему	1	1
453	все они	2	1
454	человека с	2	1
455	этот вопрос	1	1
456	к земле	1	1
457	тем временем	1	1
458	уже в	4	1
459	же явления	1	1
460	в начале	3	1
461	мотивов в	1	1
462	как вы	1	1
463	изображается в	1	1
464	так как	10	1
465	к ним	1	1
466	поражен в	1	1
467	космических сил	1	1
468	себе и	1	1
469	как его	2	1
470	образом не	1	1
471	это первый	1	1
472	и речи	1	1
473	наблюдали в	1	1
474	и точно	1	1
475	и из	1	1
476	как у	3	1
477	с мотивом	2	1
478	характерно для	1	1
479	текст в	1	1
480	еще и	1	1
481	себя и	1	1
482	нового времени	4	1
483	у меня	1	1
484	а главное	1	1
485	более того	4	1
486	в третьей	3	1
487	же точно	1	1
488	было для	1	1
489	а так	1	1
490	объединены в	1	1
491	или с	2	1
492	хотя он	2	1
493	мира в	2	1
494	в связи	1	1
495	оно ни	1	1
496	но оно	3	1
497	границы между	9	1
498	характера например	1	1
499	и потому	2	1
500	только его	2	1
501	и временных	1	1
502	целом ряде	1	1
503	для обозначения	1	1
504	здесь совершенно	1	1
505	или менее	1	1
506	стороны и	2	1
507	да и	1	1
508	начале этой	1	1
509	исходя из	1	1
510	и богатство	1	1
511	и мотивы	1	1
512	и там	1	1
513	что же	1	1
514	однажды с	1	1
515	с этой	3	1
516	слова и	1	1
517	была очень	1	1
518	было сказано	1	1
519	на которой	2	1
520	только для	1	1
521	и носит	1	1
522	между прочим	1	1
523	как до	1	1
524	перед нами	3	1
525	это явление	1	1
526	не является	1	1
527	будучи в	1	1
528	известной степени	1	1
529	в мировой	1	1
530	лицо и	2	1
531	именно здесь	1	1
532	как на	1	1
533	его не	1	1
534	себя самого	1	1
535	для нас	2	1
536	от него	2	1
537	почти вовсе	2	1
538	к этой	1	1
539	тем более	2	1
540	и как	4	1
541	но это	3	1
542	романа мы	1	1
543	в системе	1	1
544	в карты	1	1
545	от лица	1	1
546	в романе	2	1
547	состоит из	2	1
548	по одному	1	1
549	в отдельности	1	1
550	из этого	4	1
