N	3gram	Savitsky_E_1	Myshleni
1	для того чтобы	5	14
2	в том что	6	11
3	с точки зрения	16	9
4	так же как	5	7
5	в известном смысле	3	7
6	друг с другом	3	7
7	по сравнению с	2	5
8	в этом отношении	3	5
9	заключается в том	2	5
10	можно сказать что	3	5
11	из того что	2	4
12	к тому чтобы	2	4
13	на этот вопрос	1	4
14	с этой точки	5	4
15	то время как	1	4
16	этой точки зрения	5	4
17	в своем развитии	1	4
18	в то время	1	4
19	это значит что	1	4
20	друг от друга	2	4
21	и того же	1	3
22	в лучшем случае	1	3
23	вместо того чтобы	1	3
24	можно было бы	3	3
25	с одной стороны	8	3
26	и тот же	1	3
27	в свою очередь	2	3
28	не может быть	2	3
29	один и тот	1	3
30	одного и того	1	3
31	того что мы	1	2
32	в отличие от	1	2
33	в этот период	1	2
34	то и другое	1	2
35	и в частности	2	2
36	приводит нас к	2	2
37	с другой стороны	2	2
38	мы не станем	1	2
39	только в пределах	1	2
40	само по себе	4	2
41	хотя бы в	2	2
42	именно потому что	1	2
43	и тем более	1	2
44	как мы видели	2	2
45	и связанное с	1	1
46	в той области	1	1
47	не может не	1	1
48	то что с	1	1
49	станем вдаваться в	1	1
50	или хотя бы	2	1
51	что в этом	1	1
52	мы хотели бы	1	1
53	совершенно очевидно что	1	1
54	сказать что в	2	1
55	он мог бы	1	1
56	подобно этому и	1	1
57	все остальные области	1	1
58	более или менее	1	1
59	ответить на этот	1	1
60	в их развитии	1	1
61	как это мы	1	1
62	в этом смысле	3	1
63	в том числе	1	1
64	в том же	1	1
65	по самой природе	1	1
66	одной стороны и	6	1
67	же как и	3	1
68	а тем более	2	1
69	если так то	1	1
70	только в том	2	1
71	не станем вдаваться	1	1
72	представление о том	1	1
73	в отношении которых	1	1
74	независимо от того	1	1
75	что мы знаем	1	1
76	том числе и	1	1
77	кроме того что	1	1
78	нас к выводу	1	1
79	связанное с ним	1	1
80	как и его	1	1
81	в силу этого	1	1
82	но само по	1	1
83	не имеет никаких	1	1
84	интересующего нас вопроса	1	1
85	в применении к	3	1
86	так как хотя	1	1
87	самым непосредственным образом	1	1
88	во много раз	1	1
89	значение только в	1	1
90	чтобы ответить на	1	1
91	смысле этого слова	1	1
92	по нашему мнению	2	1
93	не могут быть	1	1
94	так и с	1	1
95	и тем самым	1	1
96	в связи с	1	1
97	друг к другу	1	1
98	во всяком случае	3	1
99	так и в	2	1
100	открытым вопрос о	1	1
101	в полной мере	1	1
102	ничего иного кроме	1	1
103	в тех случаях	1	1
104	мы не можем	1	1
105	том смысле что	1	1
106	того или иного	4	1
107	они относятся к	1	1
108	поскольку это так	1	1
109	тех случаях когда	1	1
110	в то же	15	1
111	к тому что	1	1
112	в том смысле	1	1
113	тех или иных	1	1
114	но тем самым	1	1
115	так и по	1	1
116	тех и других	1	1
117	в этом процессе	1	1
118	той или иной	4	1
