N	2gram	Berdyaev_M_1	Myshleni
1	и в	28	28
2	в том	6	28
3	то что	5	28
4	в этом	20	27
5	того что	7	24
6	потому что	16	22
7	том что	3	19
8	не может	28	19
9	что он	10	18
10	только в	6	18
11	в силу	1	17
12	что в	10	17
13	не только	29	16
14	по сравнению	2	15
15	так же	1	15
16	сравнению с	1	14
17	точки зрения	4	13
18	может быть	30	13
19	сказать что	2	13
20	и не	11	11
21	что мы	1	11
22	как бы	2	11
23	но не	8	10
24	по отношению	2	10
25	отношений между	1	10
26	в отношении	1	10
27	того чтобы	2	10
28	к тому	3	10
29	так как	3	10
30	от того	1	10
31	но и	25	10
32	отношению к	2	10
33	было бы	10	9
34	в самом	11	8
35	никогда не	14	8
36	тем что	4	8
37	для того	2	8
38	еще не	1	8
39	отношение к	4	7
40	в своем	10	7
41	в которой	6	7
42	он не	24	7
43	в нем	13	7
44	заключается в	1	7
45	можно было	1	7
46	если бы	2	7
47	мы видим	2	7
48	мышления и	1	7
49	вместе с	6	7
50	мы не	1	6
51	и как	2	6
52	и к	2	6
53	в мышлении	1	6
54	как и	5	6
55	для него	11	6
56	не имеет	3	6
57	когда мы	2	6
58	то время	2	6
59	приводит к	2	6
60	так и	1	6
61	и что	2	6
62	его в	3	6
63	так что	1	6
64	в области	1	6
65	вообще не	2	6
66	в то	2	6
67	в зависимости	1	5
68	вопрос о	2	5
69	время как	2	5
70	зависимости от	1	5
71	и на	6	5
72	но в	7	5
73	в этой	6	5
74	с тем	9	5
75	в разных	1	5
76	не могут	5	5
77	могут быть	2	5
78	в пределах	1	5
79	это не	5	5
80	в свете	3	5
81	и все	10	5
82	и то	1	4
83	переход от	1	4
84	к другому	1	4
85	мы имеем	1	4
86	я не	1	4
87	во всех	1	4
88	относится к	2	4
89	в одной	1	4
90	в той	2	4
91	с этим	3	4
92	целый ряд	1	4
93	в себе	7	4
94	на этом	3	4
95	к другу	1	4
96	не умеет	1	4
97	но если	3	4
98	он должен	3	4
99	возможны только	1	4
100	установить что	1	4
101	не в	16	4
102	мысли в	1	4
103	оно не	1	4
104	самой своей	1	4
105	что и	4	4
106	между этими	1	4
107	в состоянии	1	4
108	на этот	2	4
109	в частности	1	4
110	ко всем	3	4
111	к жизни	1	4
112	они не	1	4
113	ту же	1	3
114	отношения к	4	3
115	начинается с	1	3
116	это и	4	3
117	за собой	2	3
118	иное отношение	1	3
119	с его	3	3
120	друг к	1	3
121	как в	2	3
122	от этого	2	3
123	отношение между	1	3
124	движение и	1	3
125	с ней	2	3
126	в плане	1	3
127	и по	4	3
128	в каждом	1	3
129	с того	2	3
130	должен был	4	3
131	в ином	2	3
132	в них	4	3
133	что такое	1	3
134	в их	4	3
135	всякий раз	1	3
136	движение в	2	3
137	что их	1	3
138	в основе	2	3
139	по своей	2	3
140	лежит в	1	3
141	отличается от	2	3
142	совершается в	1	3
143	только те	1	3
144	мог бы	4	3
145	до сих	2	3
146	в его	9	3
147	и только	1	3
148	все время	1	3
149	в сферу	1	3
150	один из	4	3
151	этот вопрос	1	3
152	и его	9	3
153	в нашей	1	3
154	до конца	14	3
155	связано с	2	3
156	а не	25	3
157	это есть	3	3
158	сих пор	2	3
159	в другой	1	3
160	бы в	2	3
161	отношении к	2	3
162	не знает	4	3
163	в своих	1	3
164	одним из	2	2
165	самом деле	1	2
166	мы уже	1	2
167	принадлежит к	1	2
168	себе что	1	2
169	он сам	6	2
170	к которой	1	2
171	себе и	2	2
172	что они	1	2
173	прежде всего	10	2
174	все же	2	2
175	когда он	3	2
176	и наконец	1	2
177	не совпадает	1	2
178	между двумя	1	2
179	быть выражена	1	2
180	все эти	2	2
181	если он	5	2
182	мысли и	2	2
183	самой мысли	1	2
184	ключ к	1	2
185	к одному	1	2
186	этого вопроса	1	2
187	с этой	4	2
