N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	30
2	в том	3	27
3	и что	1	23
4	потому что	2	23
5	том что	2	21
6	того чтобы	1	20
7	таким образом	9	20
8	все время	3	20
9	для того	2	20
10	как бы	12	19
11	на то	1	17
12	не только	16	16
13	если мы	2	16
14	в этом	12	14
15	в самом	5	14
16	то есть	26	13
17	как раз	2	13
18	так же	2	13
19	в сущности	13	12
20	с одной	4	12
21	одной стороны	4	12
22	вместе с	1	12
23	может быть	14	11
24	если бы	1	11
25	что мы	1	11
26	как на	1	11
27	о том	3	10
28	и то	2	9
29	никогда не	3	9
30	так как	3	9
31	с другой	5	9
32	для этого	1	9
33	не может	14	9
34	сказать что	2	9
35	мы имеем	1	8
36	он должен	1	8
37	при этом	6	8
38	заключается в	1	8
39	не в	7	8
40	к тому	3	8
41	и это	1	8
42	тому что	2	8
43	того что	3	8
44	мы видим	2	8
45	а не	15	8
46	могут быть	19	8
47	и т	28	7
48	то же	14	7
49	зависимости от	3	7
50	но не	2	7
51	все же	7	7
52	в нем	30	7
53	точки зрения	16	7
54	в основе	5	7
55	героя и	1	7
56	в зависимости	3	6
57	мы уже	2	6
58	в своем	3	6
59	и если	1	6
60	что она	1	6
61	на этом	2	6
62	что все	2	6
63	как и	4	6
64	и его	14	6
65	или в	8	6
66	и здесь	3	6
67	о котором	1	6
68	и тем	2	6
69	но и	16	6
70	именно в	3	6
71	мы все	2	6
72	и не	16	6
73	и для	4	6
74	совершенно не	2	6
75	жизни и	1	6
76	и есть	1	5
77	еще не	4	5
78	что они	2	5
79	в себе	3	5
80	в целом	2	5
81	в этой	1	5
82	было бы	3	5
83	рядом с	4	5
84	несмотря на	1	5
85	был бы	2	5
86	сих пор	2	5
87	только не	1	5
88	как мы	8	5
89	но в	8	5
90	сводится к	1	5
91	в новелле	1	5
92	один из	4	5
93	в двух	1	5
94	дело с	1	5
95	только в	6	5
96	именно на	1	5
97	до сих	2	5
98	а с	2	5
99	и потому	4	5
100	бы в	1	5
101	другой стороны	4	5
102	как только	3	4
103	в виду	1	4
104	в ней	4	4
105	стороны и	1	4
106	могли бы	1	4
107	и к	5	4
108	сил в	2	4
109	мы говорили	1	4
110	в основу	1	4
111	есть не	1	4
112	в них	6	4
113	в своей	7	4
114	у нас	2	4
115	мы найдем	3	4
116	и совершенно	1	4
117	в его	13	4
118	на одном	1	4
119	в него	3	4
120	только на	2	4
121	содержание и	1	4
122	от того	1	4
123	прежде всего	8	4
124	которых мы	1	4
125	как ни	1	4
126	там где	4	4
127	в частности	2	4
128	о чем	1	4
129	именно это	1	4
130	имеет дело	2	4
131	в результате	3	4
132	от него	1	4
133	и все	4	4
134	а в	6	4
135	не есть	2	4
136	художественного произведения	1	3
137	в их	4	3
138	той же	2	3
139	смотреть на	1	3
140	мы не	2	3
141	и о	2	3
142	и на	14	3
143	в ее	2	3
144	как в	8	3
145	и наконец	4	3
146	в которой	4	3
147	из этих	3	3
148	на его	8	3
149	он не	3	3
150	не как	4	3
151	одно и	2	3
152	можно было	2	3
153	человека в	1	3
154	в другом	2	3
155	это не	6	3
156	т д	5	3
157	эти два	1	3
158	ни в	1	3
159	и уже	1	3
160	двух планах	1	3
161	в этих	2	3
162	бы мы	1	3
163	но он	2	3
164	и вся	1	3
165	вовсе не	7	3
166	с теми	1	3
167	самого начала	1	3
168	одна из	2	3
169	он только	1	3
170	но только	1	3
171	находятся в	1	3
172	этом отношении	1	3
173	в каком	1	3
174	эстетический объект	1	3
175	с другом	2	3
176	не могут	3	3
177	данном случае	3	3
178	с самого	1	3
179	так в	2	3
180	так и	11	3
181	это только	1	3
182	остановимся на	2	3
183	именно потому	1	3
184	что поэт	1	3
185	что и	1	3
186	и только	1	3
187	видим что	1	3
188	тот же	1	3
189	так что	2	3
190	для него	3	3
191	т п	23	3
192	в состоянии	1	3
193	у него	3	3
194	со стороны	1	3
195	эти две	1	3
196	чем у	1	3
197	на этот	1	3
198	когда она	1	3
199	с которым	2	3
200	в данном	3	3
201	в той	10	3
202	друг с	2	3
203	как из	1	3
204	лучшем случае	2	3
205	формы и	3	3
206	дело и	1	3
207	для нас	2	3
208	целый ряд	1	3
209	хотя бы	3	3
210	обстоит дело	2	3
211	в свою	3	3
212	в лучшем	2	3
213	и другие	1	3
214	к этому	2	3
215	в таком	1	3
216	от этой	2	2
217	ту же	4	2
218	же как	2	2
219	того же	6	2
220	бы для	1	2
221	из самых	1	2
222	к другому	1	2
223	по преимуществу	4	2
