N	2gram	Propp_Morf_1	KulturaY
1	и т	41	54
2	т е	21	32
3	и в	13	23
4	точки зрения	2	23
5	в том	6	22
6	не только	4	17
7	в этом	14	16
8	было бы	3	16
9	с точки	2	16
10	самом деле	4	14
11	может быть	52	14
12	в области	1	14
13	что в	8	13
14	не менее	5	12
15	потому что	3	12
16	для того	2	12
17	вопрос о	7	11
18	том что	4	11
19	того чтобы	3	11
20	можно было	2	11
21	в его	1	11
22	того что	3	11
23	а не	11	11
24	можно говорить	1	10
25	у нас	2	10
26	и не	12	10
27	еще не	3	9
28	таким образом	21	9
29	тем не	5	9
30	хотя бы	4	9
31	так как	16	9
32	прежде всего	9	9
33	т д	39	8
34	иными словами	1	8
35	если бы	2	8
36	в виду	1	8
37	уже не	2	8
38	до сих	1	8
39	сих пор	1	8
40	между прочим	1	8
41	как на	1	8
42	как это	3	7
43	все эти	2	7
44	в нашем	3	7
45	должно быть	1	7
46	того как	2	7
47	если мы	5	7
48	те же	1	7
49	и что	2	7
50	с другой	8	7
51	в данном	1	7
52	сказать что	2	7
53	то же	7	6
54	говорить о	3	6
55	с помощью	1	6
56	в силу	1	6
57	только в	2	6
58	так и	6	6
59	при этом	1	6
60	и тем	2	6
61	с тем	2	6
62	ничего не	4	6
63	связи с	10	6
64	не может	14	6
65	могут быть	16	6
66	о том	2	6
67	после того	1	6
68	что и	7	6
69	что он	4	6
70	также и	4	5
71	и есть	2	5
72	в первом	3	5
73	как мы	6	5
74	в чем	1	5
75	в рамках	1	5
76	независимо от	3	5
77	все же	7	5
78	хотя и	3	5
79	из этих	1	5
80	как бы	3	5
81	что она	2	5
82	как и	3	5
83	здесь можно	3	5
84	не значит	2	5
85	не в	3	5
86	вовсе не	4	5
87	во внимание	1	5
88	от того	3	5
89	не могут	4	5
90	тем что	4	5
91	далеко не	5	5
92	на которых	1	5
93	в связи	9	5
94	что же	2	5
95	не будем	4	5
96	но это	6	5
97	а в	7	5
98	совершенно не	1	5
99	тех же	4	4
100	в сущности	3	4
101	как в	3	4
102	целый ряд	3	4
103	вопросом о	1	4
104	в целом	3	4
105	лишь с	2	4
106	том случае	1	4
107	ясно что	5	4
108	убедиться что	1	4
109	в своей	1	4
110	что такое	3	4
111	не столько	1	4
112	которые в	1	4
113	тому что	4	4
114	как раз	1	4
115	в числе	2	4
116	данном случае	1	4
117	были бы	1	4
118	для нас	2	4
119	а также	4	4
120	между тем	5	4
121	язык есть	1	4
122	тех пор	1	4
123	один из	5	4
124	с одной	1	4
125	в нашей	1	4
126	что не	1	4
127	однако что	1	4
128	одной стороны	1	4
129	в той	1	4
130	этом случае	8	4
131	то что	8	4
132	в таком	1	4
133	на самом	4	3
134	это и	2	3
135	то в	3	3
136	мы не	8	3
137	то мы	4	3
138	но не	4	3
139	но как	2	3
140	по отношению	4	3
141	отношение к	1	3
142	что именно	1	3
143	и к	4	3
144	что это	1	3
145	бы не	1	3
146	но на	1	3
147	он не	3	3
148	и вот	1	3
149	русском языке	1	3
150	и с	1	3
151	и рядом	1	3
152	с этой	1	3
153	не так	1	3
154	но если	7	3
155	в которых	2	3
156	и более	1	3
157	она не	2	3
158	в то	3	3
159	не имеет	2	3
160	на него	3	3
161	должна быть	1	3
162	не по	2	3
163	такое изучение	1	3
164	в каком	2	3
165	не потому	1	3
166	не есть	1	3
167	всего этого	1	3
168	всего следует	1	3
169	в результате	7	3
170	на вопрос	2	3
171	но и	4	3
172	это не	6	3
173	этот вопрос	2	3
174	в какой	3	3
175	как же	2	3
176	и действительно	1	3
177	вопроса о	1	3
178	в данной	1	3
179	ни в	1	3
180	могло бы	1	3
181	мы находим	1	3
182	то это	3	3
183	а именно	1	3
184	а с	2	3
185	и пр	37	3
186	в ряду	1	3
187	смысл который	1	3
188	когда мы	1	3
189	по существу	12	3
190	там где	5	3
191	того или	1	3
192	но для	2	3
193	это уже	3	3
194	к тому	4	3
195	мы должны	3	3
196	другой стороны	4	3
197	они не	1	3
198	смысле слова	4	2
199	таком случае	1	2
200	отношению к	4	2
201	что эти	2	2
202	на западе	1	2
203	собственном смысле	3	2
204	мы имеем	9	2
205	ответить на	1	2
206	о формах	2	2
207	и такой	1	2
208	здесь не	2	2
209	в различных	2	2
210	чем это	2	2
211	случай когда	1	2
