N	2gram	Vygotskiy__2	Vvedenie
1	и т	10	42
2	т д	2	36
3	и в	32	32
4	в том	37	31
5	в этом	13	30
6	том что	21	26
7	может быть	18	26
8	не только	12	22
9	для того	13	21
10	того чтобы	14	20
11	таким образом	21	19
12	также и	2	18
13	то что	21	16
14	потому что	21	15
15	так как	12	15
16	не может	17	14
17	в самом	12	13
18	в нем	4	13
19	о том	6	13
20	со стороны	1	13
21	в их	3	12
22	в общем	3	12
23	в его	2	12
24	того что	8	12
25	только в	7	12
26	и не	10	12
27	как на	5	12
28	как мы	1	11
29	в ее	2	11
30	ясно что	7	11
31	в данном	4	11
32	что в	20	10
33	то же	13	9
34	в истории	1	9
35	и как	7	9
36	но в	3	9
37	по себе	12	9
38	как об	1	9
39	между тем	4	9
40	в той	1	9
41	этом смысле	1	9
42	а только	3	8
43	это не	2	8
44	не в	8	8
45	тем не	4	8
46	не менее	8	8
47	с другой	3	8
48	именно в	1	8
49	самом деле	16	7
50	но не	2	7
51	все же	4	7
52	к выводу	1	7
53	было бы	11	7
54	точки зрения	17	7
55	уже и	1	7
56	в §	3	7
57	можно было	7	7
58	выводу что	1	7
59	дело с	8	7
60	как нечто	2	7
61	прежде всего	1	7
62	только как	3	7
63	смысле слова	1	6
64	и это	4	6
65	из этих	1	6
66	как он	2	6
67	том чтобы	3	6
68	его в	1	6
69	с тем	11	6
70	как и	10	6
71	представить себе	3	6
72	вовсе не	2	6
73	в то	5	6
74	в качестве	1	6
75	же время	2	6
76	тем что	9	6
77	не могут	3	6
78	один из	3	6
79	этот вопрос	3	6
80	и его	7	6
81	и даже	5	6
82	до сих	5	6
83	но и	10	6
84	сих пор	5	6
85	все это	5	6
86	хотя бы	3	6
87	одним из	1	5
88	мере в	1	5
89	а как	1	5
90	в целом	4	5
91	иное как	1	5
92	так например	1	5
93	об этом	3	5
94	на почве	1	5
95	и тем	4	5
96	данном случае	4	5
97	в них	2	5
98	но если	1	5
99	в которых	3	5
100	сказать что	7	5
101	могут быть	4	5
102	имеет дело	3	5
103	так что	3	5
104	не есть	1	5
105	т п	8	5
106	что не	3	5
107	на этот	2	5
108	а не	7	5
109	по своему	3	5
110	она есть	1	5
111	как бы	6	5
