N	3gram	Vygotskiy__1	Komedia
1	до сих пор	3	9
2	в том что	9	9
3	в самом деле	7	6
4	для того чтобы	5	6
5	в свою очередь	1	6
6	о том что	7	4
7	с самого начала	1	4
8	к тому же	1	4
9	с точки зрения	2	3
10	и т п	15	3
11	вместе с тем	2	3
12	здесь нет и	1	3
13	в связи с	1	3
14	во всяком случае	6	3
15	до тех пор	1	3
16	и в самом	2	3
17	речь идет о	1	3
18	с одной стороны	5	3
19	тем не менее	2	3
20	то же самое	2	3
21	хотя и не	2	2
22	в какой мере	3	2
23	состоит в том	2	2
24	по сравнению с	1	2
25	в этом отношении	2	2
26	то время как	5	2
27	в конце концов	3	2
28	с другой стороны	5	2
29	в то время	5	2
30	в конечном счете	3	2
31	на этот раз	1	2
32	что и в	2	2
33	именно потому что	1	2
34	том что она	3	1
35	не в состоянии	3	1
36	потому что он	2	1
37	и тому же	1	1
38	одной стороны мы	1	1
39	соответствии с общим	1	1
40	в частности о	1	1
41	и без всякого	1	1
42	ни разу не	1	1
43	более или менее	2	1
44	подобно тому как	5	1
45	в том числе	1	1
46	же очевидно что	1	1
47	одной стороны и	1	1
48	бы в двух	1	1
49	как к источнику	1	1
50	и там и	1	1
51	в зависимости от	5	1
52	к этому что	1	1
53	то что и	1	1
54	в отличие от	3	1
55	по тому же	1	1
56	независимо от того	1	1
57	отнюдь не является	1	1
58	к ним в	1	1
59	на то что	8	1
60	столь же очевидно	1	1
61	несмотря на то	2	1
62	может быть только	1	1
63	с этой точки	4	1
64	из этих слов	2	1
65	но в их	1	1
66	и в частности	1	1
67	что мы не	2	1
68	едва ли не	1	1
69	и не дает	1	1
70	в настоящее время	2	1
71	в том чтобы	7	1
72	в первом случае	1	1
73	по самой своей	1	1
74	стремится не к	1	1
75	то что он	1	1
76	все равно что	1	1
77	но вместе с	1	1
78	как бы в	1	1
79	как и всякий	1	1
80	к этому вопросу	1	1
81	этой точки зрения	5	1
82	этой работы было	1	1
83	там и здесь	1	1
84	и для нас	1	1
85	так же точно	3	1
86	так и в	2	1
87	можно сказать что	1	1
88	что и для	1	1
89	что у него	3	1
90	вопрос о том	1	1
91	в основе своей	1	1
92	к одному и	1	1
93	как мы знаем	1	1
94	тому как мы	1	1
95	по тому что	1	1
96	самой своей природе	1	1
97	человека т е	1	1
98	по этому поводу	2	1
99	одно из его	1	1
100	и в этом	1	1
101	на то чтобы	2	1
102	одному и тому	1	1
103	в том же	1	1
104	том числе и	1	1
105	и т д	8	1
106	что речь идет	2	1
