N	2gram	Losev_Prob_2	Analitik
1	в этом	17	18
2	не только	24	16
3	и в	35	16
4	в частности	5	16
5	так и	7	15
6	как и	5	14
7	но и	16	12
8	и не	37	12
9	том что	19	12
10	в том	12	12
11	в качестве	2	11
12	при этом	3	10
13	а не	10	10
14	как бы	4	10
15	в этой	9	9
16	лишь в	3	9
17	ничего не	10	9
18	в пределах	1	9
19	и даже	11	9
20	то есть	39	9
21	в целом	3	8
22	представляет собой	2	8
23	в данном	10	8
24	отнюдь не	5	8
25	особенно в	1	7
26	к тому	3	7
27	а также	2	7
28	о том	18	7
29	в себе	5	7
30	то что	38	7
31	в самом	5	6
32	и на	5	6
33	но в	6	6
34	говорить о	10	6
35	может быть	18	6
36	с другой	6	6
37	как это	1	6
38	на себя	1	5
39	как система	1	5
40	и к	3	5
41	данном случае	5	5
42	с одной	5	5
43	говорит о	1	5
44	по преимуществу	2	4
45	совпадает с	2	4
46	столь же	1	4
47	но не	4	4
48	как в	1	4
49	в своем	4	4
50	хотя и	3	4
51	на этом	1	4
52	то же	5	4
53	и тем	4	4
54	тем самым	7	4
55	точки зрения	2	4
56	не в	2	4
57	в конце	7	4
58	же его	2	4
59	только не	3	4
60	и является	3	4
61	не менее	13	4
62	можно сказать	6	4
63	времени в	1	4
64	во всех	2	4
65	только в	14	4
66	и его	1	4
67	уже не	8	4
68	не так	2	4
69	как раз	8	4
70	одной стороны	5	4
71	не может	13	4
72	и особенно	2	4
73	этом случае	7	4
74	о его	1	4
75	все это	4	4
76	в аспекте	1	4
77	и то	10	3
78	едва ли	9	3
79	в их	3	3
80	мы имеем	1	3
81	ему в	1	3
82	не был	4	3
83	как уже	1	3
84	в нашем	3	3
85	и если	3	3
86	и сам	2	3
87	содержит в	2	3
88	его от	2	3
89	подобно тому	2	3
90	несмотря на	3	3
91	не мог	1	3
92	место в	1	3
93	тем не	12	3
94	по крайней	6	3
95	случае в	1	3
96	на себе	1	3
97	как о	3	3
98	никогда не	1	3
99	казалось бы	7	3
100	со своим	1	3
101	сводится к	2	3
102	тем что	4	3
103	как будто	6	3
104	этом отношении	1	3
105	что на	4	3
106	ни о	4	3
107	той или	5	3
108	как мы	5	3
109	можно было	5	3
110	в результате	4	3
111	если бы	4	3
112	одного из	1	3
113	того или	7	3
114	что и	2	3
115	крайней мере	6	3
116	м и	1	3
117	и все	5	3
118	одной из	1	3
119	так что	11	3
120	есть в	4	3
121	только на	9	3
122	со стороны	1	3
123	или иной	5	3
124	именно в	1	3
125	было бы	8	3
126	в речи	1	3
127	в рамках	1	3
128	из трех	2	3
129	или иного	5	3
130	тому как	3	3
131	или в	2	3
132	и одновременно	1	3
133	бы в	3	3
134	прежде всего	11	3
135	а в	4	3
136	не знает	3	3
137	в действительности	2	3
138	по поводу	2	3
139	с самим	3	3
140	речь идет	2	2
141	отношения к	1	2
142	таком случае	10	2
143	и до	1	2
144	ведь и	2	2
145	той же	2	2
146	еще не	10	2
147	он был	1	2
148	в общем	4	2
149	оказывается не	1	2
150	в значительной	3	2
151	и м	1	2
152	с их	1	2
153	на то	6	2
154	в случае	3	2
155	вообще не	4	2
156	не следует	1	2
157	он не	2	2
158	от которого	1	2
159	что она	4	2
160	таким образом	4	2
161	что все	6	2
162	же не	1	2
163	на этой	2	2
164	это было	2	2
165	этом смысле	5	2
166	по себе	8	2
167	результате чего	1	2
168	еще в	2	2
169	в этих	4	2
170	или точнее	3	2
171	к предмету	3	2
172	но эта	3	2
173	речи в	1	2
174	и наоборот	1	2
175	даже в	2	2
176	в таких	3	2
177	она не	3	2
178	что с	2	2
179	в то	6	2
180	некоторого рода	7	2
181	не имеет	7	2
182	на него	2	2
183	так например	1	2
184	особого рода	1	2
185	роль в	2	2
186	с ее	1	2
187	языка и	5	2
188	это только	3	2
189	нас к	1	2
190	с ним	1	2
191	что в	11	2
192	о своей	1	2
193	никак не	11	2
194	переходе к	1	2
195	его в	3	2
196	и во	1	2
197	собственно говоря	2	2
198	том или	3	2
199	между тем	1	2
200	в его	7	2
201	же является	1	2
202	чем и	1	2
203	вообще и	2	2
204	не знаю	1	2
205	того что	12	2
206	один из	3	2
207	для всех	2	2
208	не есть	33	2
209	свидетельствует о	2	2
210	а то	1	2
211	ни с	2	2
212	и их	3	2
213	или даже	3	2
214	ведь это	2	2
215	в одном	1	2
216	вовсе не	37	2
217	не о	6	2
218	уже и	3	2
219	или ином	2	2
220	здесь в	1	2
221	своего собственного	5	2
222	отношения в	2	2
223	превращается в	1	2
224	может ли	3	2
225	была бы	1	2
226	о чем	6	2
227	вместе с	2	2
228	так же	5	2
229	к его	1	2
230	к своему	1	2
231	этих случаях	1	2
232	такого рода	15	2
233	в состоянии	2	2
234	тех или	3	2
235	и для	6	2
236	при таком	2	2
237	внимание на	3	2
238	еще более	2	2
239	сказать что	24	2
240	другой стороны	5	2
241	и внутренне	1	2
242	речи и	1	2
243	т е	1	2
244	частности в	2	2
245	все что	3	2
246	к этому	1	2
247	в таком	11	2
248	же нам	1	1
249	слова которые	1	1
250	и т	6	1
251	также и	12	1
252	самом деле	4	1
253	противоречие с	1	1
254	л о	1	1
255	здесь и	1	1
256	к другому	1	1
257	отношения между	1	1
258	не имело	1	1
259	и больше	1	1
260	по его	1	1
261	мы уже	3	1
262	их и	1	1
263	есть не	6	1
264	и входит	1	1
265	до такой	1	1
266	именно к	1	1
