N	2gram	Tiupa_Narr_1	Problema
1	то что	11	42
2	вовсе не	1	35
3	то есть	19	33
4	и в	19	32
5	и не	20	31
6	не есть	3	29
7	в этом	17	19
8	не менее	3	19
9	тем не	3	18
10	не только	32	17
11	потому что	1	16
12	в себе	8	15
13	по себе	5	15
14	а не	12	15
15	но в	6	14
16	у нас	1	14
17	может быть	25	14
18	как бы	4	14
19	что мы	2	13
20	в нем	4	13
21	и тем	4	13
22	как раз	2	13
23	сказать что	4	13
24	том что	14	12
25	что в	3	12
26	так и	9	12
27	а именно	3	12
28	также и	1	11
29	есть нечто	1	11
30	о том	6	11
31	и даже	3	11
32	то же	4	10
33	отнюдь не	5	10
34	в этой	5	10
35	об этом	1	10
36	ничего не	2	10
37	прежде всего	4	10
38	нет ничего	1	10
39	еще не	7	9
40	но не	5	9
41	же самое	1	9
42	но и	23	9
43	по своему	1	9
44	в данном	5	9
45	в том	18	9
46	так же	2	9
47	в таком	2	9
48	и ее	2	8
49	и на	3	8
50	все эти	2	8
51	было бы	4	8
52	он и	1	8
53	когда мы	2	8
54	данном случае	4	8
55	не может	10	8
56	но это	1	8
57	сам по	1	7
58	во всех	1	7
59	тоже не	1	7
60	содержит в	1	7
61	ни в	3	7
62	в них	1	7
63	и является	1	7
64	как мы	3	7
65	здесь не	4	7
66	никогда не	3	7
67	того что	1	7
68	что он	6	7
69	только в	4	7
70	тем что	3	7
71	такого рода	7	7
72	и все	2	7
73	таком случае	2	6
74	и то	1	6
75	самом деле	2	6
76	на самом	1	6
77	и есть	1	6
78	есть не	1	6
79	говорить о	2	6
80	но как	2	6
81	и как	5	6
82	в самом	1	6
83	при этом	9	6
84	его в	2	6
85	это не	2	6
86	как символ	1	6
87	в то	3	6
88	таким образом	1	6
89	в виду	1	6
90	и здесь	1	6
91	в его	9	6
92	этом смысле	1	6
93	то и	1	6
94	в конце	1	6
95	о чем	2	6
96	как это	6	6
97	не существует	3	6
98	хотя и	3	6
99	совершенно не	2	6
100	действительности и	1	5
101	мы уже	1	5
102	в своем	2	5
103	перед нами	4	5
104	не являются	2	5
105	то в	6	5
106	но уже	1	5
107	все равно	1	5
108	далеко не	5	5
109	в котором	1	5
110	некоторого рода	2	5
111	связи с	4	5
112	той или	4	5
113	можно сказать	5	5
114	для нас	1	5
115	внешняя сторона	1	5
116	есть в	2	5
117	или иной	5	5
118	не является	8	5
119	тем более	2	5
120	в их	1	4
121	мы и	1	4
122	совсем не	1	4
123	с которыми	1	4
124	как в	7	4
125	их в	1	4
126	входит в	1	4
127	обозначения и	1	4
128	не в	14	4
129	тем самым	6	4
130	иметь в	1	4
131	а в	11	4
132	точно так	2	4
133	только то	1	4
134	на том	3	4
135	не всякий	1	4
136	если бы	1	4
137	а также	7	4
138	и только	2	4
139	в литературе	2	4
140	один из	3	4
141	даже если	1	4
142	мы можем	1	4
143	именно как	1	4
144	именно в	6	4
145	и пр	1	4
146	не было	2	4
147	если не	4	4
148	и вообще	1	4
149	ни на	1	4
150	для обозначения	1	4
151	и для	2	4
152	в связи	2	4
153	или в	2	4
154	же в	4	4
155	по поводу	1	4
156	только потому	1	3
157	но она	1	3
158	того же	1	3
159	в чем	1	3
160	без которого	1	3
161	в ее	3	3
162	что они	3	3
163	более или	2	3
164	в действительности	1	3
165	что это	3	3
166	но он	1	3
167	сливаются в	1	3
168	в случае	7	3
