N	4gram	Bakhtin_Fr_8	formyVre
1	в то же время	10	6
2	и в то же	5	4
3	как мы уже говорили	1	3
4	с одной стороны и	1	2
5	дело в том что	2	2
6	в том числе и	2	2
7	можно прямо сказать что	1	2
8	как мы уже сказали	1	2
9	может быть и речи	1	1
10	его существенных моментах и	1	1
11	в его существенных моментах	1	1
12	в той или иной	1	1
13	были чрезвычайно распространены в	1	1
14	в том что все	1	1
15	остановимся здесь на одном	1	1
16	той или иной степени	1	1
17	говорит о том что	1	1
18	и до сих пор	2	1
19	не может быть и	1	1
20	ни с одной из	2	1
21	в одном ряду с	1	1
22	играют громадную роль в	1	1
23	в то время когда	1	1
24	в этих условиях не	1	1
25	но в то же	2	1
26	так и в особенности	1	1
27	их удельный вес в	1	1
