N	2gram	Bakhtin_Fr_5	Russkaja
1	не может	5	22
2	и не	15	19
3	в том	10	17
4	в этом	14	17
5	и в	45	14
6	с другом	2	14
7	друг с	2	14
8	то что	2	13
9	самим собой	1	12
10	то же	11	11
11	точки зрения	4	11
12	таким образом	8	11
13	в то	11	10
14	же время	9	10
15	но и	10	10
16	в себе	1	9
17	не только	14	9
18	том что	7	9
19	с точки	2	9
20	может быть	2	9
21	церкви и	2	9
22	во всяком	1	9
23	того чтобы	6	8
24	прежде всего	10	8
25	как на	4	8
26	самом деле	5	7
27	и если	2	7
28	и с	10	7
29	в данном	2	7
30	к тому	2	7
31	не будет	1	7
32	стремление к	1	7
33	о том	4	7
34	если в	2	6
35	в своем	11	6
36	и к	5	6
37	с тем	2	6
38	и при	1	6
39	признать что	1	6
40	если бы	1	6
41	все это	7	6
42	и для	3	6
43	для того	6	6
44	что он	6	6
45	для всех	3	6
46	для него	3	6
47	на самом	5	6
48	и на	5	5
49	во всех	13	5
50	на то	1	5
51	в нем	10	5
52	при этом	2	5
53	он не	6	5
54	он должен	2	5
55	было бы	2	5
56	в своей	3	5
57	никогда не	1	5
58	потому что	7	5
59	между тем	2	5
60	а потому	1	5
61	и только	2	5
62	только в	4	5
63	хотя бы	2	5
64	конечно не	2	5
65	или иной	1	5
66	до сих	3	5
67	себя и	2	5
68	по существу	3	5
69	сих пор	3	5
70	а в	4	5
71	жизни в	2	5
72	но не	4	4
73	себя в	1	4
74	все же	2	4
75	не в	7	4
76	в этой	6	4
77	на земле	1	4
78	быть самим	1	4
79	его в	5	4
80	как и	10	4
81	в их	4	4
82	точку зрения	2	4
83	тогда когда	1	4
84	от того	3	4
85	не могут	2	4
86	приводит к	1	4
87	в мире	1	4
88	можно было	4	4
89	и т.д	2	4
90	в его	13	4
91	так как	6	4
92	вместе с	3	4
93	как бы	12	4
94	в другое	2	4
95	жизни и	8	4
96	что в	12	4
97	вряд ли	1	3
98	то в	1	3
99	и этот	1	3
100	говорить о	2	3
101	и ни	3	3
102	еще не	1	3
103	из этих	3	3
104	что они	1	3
105	в самом	4	3
106	что это	2	3
107	на том	2	3
108	и по	1	3
109	в другом	3	3
110	лишь в	2	3
111	для них	2	3
112	о которых	1	3
113	несмотря на	2	3
114	всех этих	6	3
115	и сейчас	1	3
116	мы говорили	2	3
117	одна из	1	3
118	связи с	6	3
119	то это	1	3
120	той или	1	3
121	что все	2	3
122	данном случае	2	3
123	собой и	1	3
124	для этого	1	3
125	но мы	2	3
126	в значительной	2	3
127	и во	4	3
128	что и	7	3
129	того что	3	3
130	одной из	5	3
131	в качестве	2	3
132	в большинстве	2	3
133	в виде	1	3
134	из них	1	3
135	в конце	7	3
136	друг друга	1	3
137	тем что	1	3
138	именно в	3	3
