N	4gram	Bakhtin_Fr_6	Formalny
1	в то же время	5	7
2	в этом отношении чрезвычайно	1	2
3	на самом же деле	1	2
4	в одной плоскости и	1	2
5	одним и тем же	1	2
6	дело в том что	1	1
7	начала и до конца	1	1
8	одного и того же	1	1
9	с начала и до	1	1
10	в искусстве и в	1	1
11	один и тот же	1	1
12	с другой стороны в	1	1
13	нам в корне неверным	1	1
14	бы в точке пересечения	1	1
15	и по отношению к	1	1
16	в огромном большинстве случаев	1	1
17	в неразрывной связи с	1	1
18	вместе с тем и	1	1
19	в настоящее время в	1	1
20	говорит о том что	1	1
