N	2gram	Propp_Isto_1	Komedia
1	и в	28	22
2	и не	9	21
3	т е	10	16
4	том что	7	13
5	таким образом	8	12
6	в том	9	12
7	так как	6	11
8	со стороны	2	11
9	в доме	2	10
10	потому что	4	10
11	до сих	5	9
12	вместе с	6	9
13	сих пор	5	9
14	в этом	8	8
15	его в	6	8
16	в своем	5	8
17	к ней	1	8
18	о том	9	8
19	если бы	8	8
20	в его	5	8
21	что и	6	8
22	что он	10	8
23	едва ли	1	7
24	то же	12	7
25	при этом	3	7
26	не по	2	7
27	об этом	4	7
28	в конце	1	7
29	а в	7	7
30	еще не	7	6
31	так что	4	6
32	тому же	1	6
33	в то	3	6
34	и его	3	6
35	к тому	6	6
36	того чтобы	1	6
37	ясно что	2	6
38	и что	10	6
39	для того	1	6
40	может быть	25	6
41	как раз	2	6
42	во время	3	6
43	к этому	2	6
44	речь идет	1	5
45	но в	8	5
46	не только	12	5
47	а по	2	5
48	он не	2	5
49	в своей	1	5
50	в которых	1	5
51	то это	3	5
52	не менее	6	5
53	связи с	4	5
54	из дома	6	5
55	хотя и	1	5
56	с ним	2	5
57	что в	12	5
58	по отношению	3	5
59	из них	3	5
60	тем что	3	5
61	прежде всего	10	5
62	как это	3	5
63	ст и	1	5
64	все это	4	5
65	и т	25	4
66	на себя	1	4
67	в ней	7	4
68	он был	1	4
69	с другой	6	4
70	тут же	1	4
71	отнюдь не	1	4
72	все же	10	4
73	когда он	6	4
74	то что	9	4
75	в себе	2	4
76	что она	5	4
77	но все	4	4
78	и с	4	4
79	должен был	3	4
80	с тем	4	4
81	несмотря на	1	4
82	не в	9	4
83	однако в	2	4
84	в отношении	1	4
85	самого начала	2	4
86	на него	4	4
87	у него	1	4
88	и здесь	7	4
89	с самого	2	4
90	друг друга	1	4
91	так и	9	4
92	между собой	4	4
93	из дому	5	4
94	не дает	2	4
95	т п	1	4
96	вовсе не	2	4
97	но и	10	4
98	ничем не	1	4
99	а не	15	4
100	в связи	4	4
101	и для	4	4
102	бы в	2	4
103	хотя бы	4	4
104	так же	7	4
105	над ней	1	3
106	который в	1	3
107	говорить о	1	3
108	на них	2	3
109	столь же	2	3
110	в ее	2	3
111	с этим	4	3
112	и к	1	3
