N	3gram	Bakhtin_Pr_3	VeschiIm
1	не может быть	1	18
2	что иное как	1	8
3	не что иное	1	8
4	может быть только	1	6
5	по крайней мере	1	6
6	в том что	3	6
7	есть не что	1	5
8	тем не менее	2	5
9	с точки зрения	2	4
10	и то что	1	4
11	то же время	5	4
12	значит ли это	1	4
13	в то же	5	4
14	более или менее	3	3
15	вбирать в себя	1	3
16	и в то	2	3
17	в собственном смысле	2	3
18	можно было бы	1	3
19	ли это что	1	3
20	вбирает в себя	1	3
21	можно сказать что	4	2
22	мы находим в	1	2
23	с самим собою	4	2
24	именно тем что	1	2
25	в нем нет	3	2
26	и даже не	1	2
27	так или иначе	1	2
28	здесь как в	1	1
29	но тут же	1	1
30	и может быть	1	1
31	и один из	1	1
32	и тому же	2	1
33	то что я	1	1
34	но и она	1	1
35	на почве этого	1	1
36	а не в	1	1
37	ничего не было	1	1
38	это было бы	1	1
39	как и во	1	1
40	в этом смысле	1	1
41	потому что я	1	1
42	она проявляется в	1	1
43	сущности а не	1	1
44	до сих пор	5	1
45	и во всех	3	1
46	и не может	1	1
47	в зависимости от	2	1
48	в той же	1	1
49	не то что	3	1
50	а не то	1	1
51	может быть и	2	1
52	даже и не	2	1
53	то что можно	1	1
54	в применении к	1	1
55	или хотя бы	1	1
56	но в то	1	1
57	таким образом и	1	1
58	в конце концов	1	1
59	смысле этого слова	1	1
60	по существу и	1	1
61	было бы очень	1	1
62	то что именно	1	1
63	в xix веке	1	1
64	с другой стороны	1	1
65	вовсе еще не	1	1
66	потому что они	1	1
67	нисколько не мешает	1	1
68	что они не	1	1
69	во всяком случае	1	1
70	о том что	2	1
71	он ничего не	1	1
72	и прежде всего	5	1
73	к одному и	2	1
74	именно потому что	1	1
75	самим собою в	1	1
76	нужно сказать что	2	1
77	этого достаточно чтобы	1	1
78	мы видим что	1	1
79	же а не	1	1
80	тех или иных	1	1
81	и в нем	1	1
82	одному и тому	2	1
83	общаться с самим	1	1
