N	3gram	Tiupa_Hudo_1	Marksizm
1	с точки зрения	3	13
2	не может быть	3	10
3	по отношению к	9	8
4	то же время	5	8
5	в то же	5	8
6	в связи с	1	7
7	для того чтобы	2	6
8	в том что	7	6
9	то же самое	1	5
10	может быть и	2	5
11	в свою очередь	2	5
12	и того же	2	4
13	бы то ни	1	4
14	то ни было	1	4
15	в отношении к	1	4
16	в русском языке	1	4
17	той или иной	4	4
18	одного и того	2	4
19	в той или	2	3
20	в таком случае	1	3
21	в отличие от	7	3
22	одно и то	3	3
23	с одной стороны	2	3
24	и то же	3	3
25	о том что	1	3
26	к тому что	2	3
27	всех без исключения	3	2
28	в противном случае	2	2
29	более или менее	5	2
30	том что он	1	2
31	того или иного	3	2
32	ни в коем	2	2
33	внутренней и внешней	2	2
34	по крайней мере	1	2
35	в коем случае	2	2
36	в значительной степени	1	2
37	таком случае это	1	2
38	высказывания как целого	1	2
39	в данном контексте	2	2
40	и прежде всего	1	2
41	к тому же	1	2
42	добро и зло	1	1
43	в сочетании с	1	1
44	что иное как	1	1
45	место лишь в	1	1
46	форм высказывания в	1	1
47	в том числе	2	1
48	в соответствии с	1	1
49	в их отношении	1	1
50	или даже вовсе	1	1
51	точки зрения в	1	1
52	текста но и	1	1
53	в этом случае	1	1
54	ни к чему	1	1
55	для себя и	1	1
56	тот или иной	2	1
57	до известной степени	2	1
58	что приводит к	1	1
59	но он не	2	1
60	том числе и	1	1
61	речи может быть	1	1
62	в данном высказывании	1	1
63	которого только и	1	1
64	же время они	1	1
65	не могли бы	1	1
66	так или иначе	3	1
67	только при условии	1	1
68	во внутренней речи	1	1
69	в данный момент	2	1
70	к вопросу о	1	1
71	и его внешней	4	1
72	в форме определенной	1	1
73	отношению к нему	1	1
74	или менее широком	1	1
75	в равной степени	2	1
76	тем не менее	3	1
77	не могут быть	1	1
78	а с другой	2	1
79	приводит к тому	2	1
80	или иной форме	1	1
81	тем или иным	1	1
82	как впрочем и	1	1
83	к чему не	1	1
84	заключать в себе	1	1
85	с другой стороны	5	1
86	языка не может	1	1
87	и в том	1	1
88	лишь в контексте	1	1
89	не совпадает с	1	1
90	как бы не	1	1
91	и соответствующих форм	1	1
92	по себе а	1	1
93	коем случае не	2	1
94	то или иное	1	1
95	начало и конец	2	1
96	в конечном счете	5	1
97	в статье о	1	1
98	не что иное	1	1
99	в русской литературе	2	1
100	можно сказать что	3	1
101	бы они ни	1	1
102	они ни были	1	1
103	в данном отношении	1	1
104	друг от друга	1	1
105	искусства и религии	1	1
106	не сводится к	5	1
107	может быть признано	1	1
108	то что они	1	1
109	быть не может	1	1
110	как и в	1	1
111	их отношении к	1	1
112	является как бы	1	1
113	отношении к нему	1	1
114	именно к пониманию	1	1
115	в более или	1	1
