N	3gram	Losev_Prob_4	EvropaiE
1	с точки зрения	11	16
2	в то же	2	15
3	и в то	1	8
4	с одной стороны	1	8
5	в том что	8	6
6	как нам кажется	1	5
7	с этой точки	1	5
8	так же как	1	5
9	этой точки зрения	1	5
10	для того чтобы	2	5
11	бы то ни	1	4
12	не только в	4	4
13	то ни было	1	4
14	того или иного	3	4
15	само по себе	1	4
16	той или иной	11	4
17	в той или	7	3
18	в этом смысле	3	3
19	же как и	1	3
20	хотя бы и	2	3
21	можно было бы	4	3
22	ту или иную	1	3
23	в известном смысле	1	3
24	во всяком случае	4	3
25	во всех случаях	1	3
26	и прежде всего	2	3
27	сказать что в	1	2
28	прежде всего в	1	2
29	между прочим и	1	2
30	не говоря уже	2	2
31	нам кажется что	1	2
32	только в том	3	2
33	то что в	1	2
34	и в частности	2	2
35	высокой и совершенной	1	2
36	в данном случае	5	2
37	в качестве орудия	1	2
38	заключается в том	2	2
39	каких бы то	1	2
40	по сравнению с	1	2
41	и только в	2	2
42	то нельзя ли	1	2
43	так и в	1	2
44	с другой стороны	6	2
45	и все другие	1	2
46	в свою очередь	1	2
47	на то что	1	2
48	и не имеет	1	2
49	говоря уже об	1	1
50	как и его	1	1
51	хотя и не	2	1
52	смысле она есть	1	1
53	еще далеко не	1	1
54	мы хотели бы	2	1
55	только в пределах	2	1
56	в последнее время	1	1
57	дело в том	1	1
58	но так как	1	1
59	более или менее	2	1
60	то как нам	1	1
61	что же касается	1	1
62	в нем и	1	1
63	и не было	2	1
64	и не в	1	1
65	говоря уже о	1	1
66	то и другое	3	1
67	есть то что	1	1
68	или это есть	1	1
69	даже вовсе не	1	1
70	и для всех	1	1
71	том числе и	1	1
72	и человеческой жизни	1	1
73	почти никогда не	1	1
74	при помощи этого	1	1
75	в значительной мере	2	1
76	мы формулировали в	1	1
77	формулировали в предыдущем	1	1
78	в силу этого	1	1
79	и когда мы	1	1
80	настоящего и будущего	1	1
81	и с точки	3	1
82	вовсе не обязательно	1	1
83	только в виде	2	1
84	а также и	2	1
85	за тем как	1	1
86	так и с	1	1
87	то время как	2	1
88	не относится к	1	1
89	в связи с	3	1
90	друг к другу	1	1
91	как будто к	1	1
92	о котором мы	1	1
93	в каком смысле	2	1
94	то это были	1	1
95	последнее время в	1	1
96	том смысле что	1	1
97	в то время	2	1
98	говорить о том	1	1
99	человеческой жизни вообще	1	1
100	то есть в	6	1
101	только и можно	3	1
102	как это мы	1	1
103	и тем самым	1	1
104	но и для	1	1
105	это значит что	7	1
106	и тем более	2	1
107	выходит за пределы	1	1
108	именно потому что	1	1
109	сильнее чем в	1	1
110	в том числе	1	1
111	к тому что	1	1
112	в том смысле	2	1
113	тех или иных	3	1
114	к тому же	2	1
115	чтобы не только	1	1
116	и т д	3	1
