N	2gram	Vygotskiy__4	NovoeSre
1	а не	7	17
2	и в	20	16
3	не может	6	16
4	совсем не	1	12
5	и не	8	11
6	и есть	1	10
7	что в	19	9
8	в том	42	8
9	он не	1	8
10	в этом	24	7
11	может быть	12	7
12	как и	9	7
13	это есть	1	7
14	высшей степени	2	6
15	не в	4	6
16	ни в	3	6
17	в высшей	2	6
18	никогда не	5	6
19	но это	1	6
20	не знает	2	6
21	должен быть	1	5
22	в ней	2	5
23	и к	5	5
24	не только	15	5
25	все это	1	5
26	в нем	2	5
27	не во	1	4
28	о том	5	4
29	то что	15	4
30	это не	5	4
31	прежде всего	2	4
32	должно быть	3	4
33	и потому	1	4
34	по своему	4	4
35	значит что	2	4
36	не менее	3	4
37	и для	4	4
38	не имеет	2	4
39	потому что	12	4
40	с другой	12	3
41	смысле слова	1	3
42	должна быть	2	3
43	вопрос о	1	3
44	человека и	1	3
45	еще не	2	3
46	во всех	1	3
47	в истории	10	3
48	наряду с	3	3
49	как в	5	3
50	конечно не	1	3
51	подобно тому	2	3
52	перейти к	1	3
53	но и	9	3
54	не есть	2	3
55	не означает	3	3
56	с тем	6	3
57	в своей	7	3
58	тому как	2	3
59	эти формы	1	3
60	что такое	5	3
61	не существует	1	3
62	в основе	17	3
63	к тому	6	3
64	в наши	2	3
65	дня и	1	3
66	сказать что	6	3
67	и это	2	2
68	же как	6	2
69	связана с	2	2
70	переходе от	2	2
71	время как	1	2
72	роль в	4	2
73	не имеют	3	2
74	для нового	1	2
75	к созданию	1	2
76	можно было	6	2
77	так и	5	2
78	мы не	1	2
79	и с	4	2
80	для этого	1	2
81	я не	1	2
82	и ночи	1	2
83	и что	8	2
84	и на	6	2
85	быть в	1	2
86	но не	3	2
87	все время	4	2
88	самый процесс	1	2
89	с этим	5	2
90	всякое значение	1	2
91	хотя и	1	2
92	но в	3	2
93	который в	1	2
94	все эти	5	2
95	с одной	9	2
96	себя в	3	2
97	в себе	10	2
98	уже не	1	2
99	не будут	1	2
100	том чтобы	2	2
101	у него	2	2
102	что она	1	2
103	в одну	1	2
104	что все	3	2
105	и даже	1	2
106	на уровне	1	2
107	и т.п	2	2
108	связаны с	1	2
109	этом смысле	8	2
110	к более	1	2
111	к образованию	2	2
112	и было	1	2
113	том что	35	2
114	вместе с	8	2
115	так же	11	2
116	мы говорим	1	2
117	место в	2	2
118	мысли и	2	2
119	одной стороны	9	2
120	такого рода	6	2
121	другой стороны	9	2
122	по существу	3	2
123	не могли	1	2
124	и формы	1	2
125	как это	9	2
126	такой же	2	2
127	но для	2	2
128	равно как	1	2
129	в смысле	4	2
130	в то	1	2
131	того чтобы	7	2
132	формы и	3	2
133	и от	3	2
134	и весь	1	2
135	в русском	1	2
136	а в	2	2
137	когда мы	2	2
138	могут быть	7	2
139	оно может	3	1
140	для себя	1	1
141	он может	1	1
142	переход от	2	1
143	характер и	1	1
144	приводит к	3	1
145	как результат	1	1
146	слова а	1	1
147	мы уже	5	1
148	учит нас	3	1
149	и которые	2	1
150	слова применяя	1	1
151	вопрос этот	1	1
152	на место	3	1
153	совершенно невозможно	1	1
154	будет принадлежать	1	1
155	с ним	1	1
156	можно сказать	1	1
157	смысле и	2	1
158	говорить о	1	1
159	оно есть	1	1
160	которого происходит	1	1
161	под этим	2	1
162	в виду	3	1
163	зависимости от	2	1
164	более высокой	1	1
165	думаю что	1	1
166	вопрос об	1	1
167	на нем	2	1
168	же мере	1	1
169	в чем	3	1
170	и во	3	1
171	нет у	1	1
172	не могут	3	1
173	своего рода	1	1
174	к нему	2	1
175	то он	1	1
176	вопросу о	1	1
177	значение и	1	1
178	в его	11	1
179	я думаю	1	1
180	себе и	3	1
181	отличие от	2	1
182	не хотел	1	1
183	неизбежно будет	1	1
184	и только	4	1
185	которые они	1	1
186	значение для	1	1
187	и ложь	1	1
188	к которому	3	1
189	в своем	4	1
190	говорит что	3	1
191	путем это	1	1
192	что он	6	1
193	только в	10	1
194	во всем	3	1
195	по своей	6	1
196	в этот	1	1
197	которым оно	1	1
198	так на	1	1
199	и такое	1	1
200	в самом	6	1
