N	2gram	Propp_Morf_1	Komedia
1	и в	13	22
2	и не	12	21
3	т е	21	16
4	том что	4	13
5	таким образом	21	12
6	в том	6	12
7	так как	16	11
8	со стороны	3	11
9	в доме	1	10
10	ни в	1	10
11	потому что	3	10
12	до сих	1	9
13	сих пор	1	9
14	в этом	14	8
15	его в	2	8
16	к ней	1	8
17	о том	2	8
18	если бы	2	8
19	в его	1	8
20	что и	7	8
21	что он	4	8
22	то же	7	7
23	при этом	1	7
24	не по	2	7
25	об этом	4	7
26	о чем	1	7
27	только что	2	7
28	а в	7	7
29	самом деле	4	6
30	еще не	3	6
31	так что	1	6
32	в то	3	6
33	и его	1	6
34	к тому	4	6
35	того чтобы	3	6
36	ясно что	5	6
37	и что	2	6
38	для того	2	6
39	может быть	52	6
40	как раз	1	6
41	во время	6	6
42	к этому	3	6
43	что его	2	5
44	отношение к	1	5
45	более чем	1	5
46	но в	2	5
47	не только	4	5
48	в жены	2	5
49	а по	3	5
50	он не	3	5
51	в своей	1	5
52	в которых	2	5
53	то это	3	5
54	не менее	5	5
55	связи с	10	5
56	из дома	9	5
57	хотя и	3	5
58	к нему	3	5
59	что в	8	5
60	по отношению	4	5
61	из них	3	5
62	тем что	4	5
63	прежде всего	9	5
64	как это	3	5
65	и т	41	4
66	он был	1	4
67	с другой	8	4
68	все же	7	4
69	то что	8	4
70	в себе	1	4
71	что она	2	4
72	но все	3	4
73	и с	1	4
74	с тем	2	4
75	несмотря на	4	4
76	точки зрения	2	4
77	не в	3	4
78	однако в	2	4
79	самого начала	1	4
80	на него	3	4
81	у него	1	4
82	и здесь	5	4
83	с самого	1	4
84	друг друга	3	4
85	так и	6	4
86	здесь нет	1	4
87	между собой	4	4
88	из дому	2	4
89	с помощью	1	4
90	сразу же	2	4
91	не дает	1	4
92	вовсе не	4	4
93	само собой	1	4
94	но и	4	4
95	а не	11	4
96	в связи	9	4
97	не является	3	4
98	и для	2	4
99	хотя бы	4	4
100	так же	3	4
101	который в	2	3
102	говорить о	3	3
103	к началу	4	3
104	жениться на	1	3
105	с его	2	3
106	с этим	11	3
107	и к	4	3
108	и этим	5	3
109	в которой	3	3
110	представляет собой	17	3
111	в этой	2	3
112	и тот	1	3
113	на то	2	3
114	прежде чем	3	3
115	приводит к	2	3
116	то ни	3	3
117	было бы	3	3
118	по всему	2	3
119	в них	1	3
120	далеко не	5	3
121	как и	3	3
122	чем в	1	3
123	но если	7	3
124	том как	1	3
125	с точки	2	3
126	тем не	5	3
127	их в	1	3
128	не имеет	2	3
129	ничего не	4	3
130	же самое	1	3
131	обращается к	1	3
132	в глаза	2	3
133	не зная	1	3
134	тех пор	1	3
135	по собственному	1	3
136	одной из	1	3
137	нисколько не	1	3
138	с одной	1	3
139	в начале	3	3
140	что не	1	3
141	не так	1	3
142	всяком случае	2	3
143	мы можем	2	3
144	отношению к	4	3
145	в других	3	3
146	и даже	1	3
147	даже не	3	3
148	на ее	1	3
149	перед ним	1	3
150	на этот	1	3
151	один из	5	3
152	если не	1	3
153	в частности	2	3
154	не может	14	3
155	по своему	2	3
156	одной стороны	1	3
157	в течение	1	3
158	отца не	1	3
159	как бы	3	3
160	с этой	1	3
161	в целом	3	3
162	не знает	1	3
163	дело с	1	3
164	в какой	3	3
165	во всяком	2	3
166	такое же	1	2
167	из его	2	2
168	его не	1	2
169	г в	1	2
170	мы не	8	2
171	не слишком	2	2
172	в сущности	3	2
173	время как	3	2
174	не совсем	1	2
175	и на	1	2
176	бы то	3	2
177	во всех	4	2
178	отличие от	1	2
179	что они	2	2
180	как в	3	2
181	что касается	1	2
182	целый ряд	3	2
183	в результате	7	2
184	с просьбой	3	2
185	не приходится	1	2
186	бы не	1	2
187	и сестры	1	2
188	только один	1	2
189	после чего	2	2
190	если он	1	2
191	ни было	2	2
192	на его	4	2
193	состоит в	2	2
194	в силу	1	2
195	чтобы в	1	2
196	а затем	4	2
197	не с	2	2
198	с другими	1	2
199	это не	6	2
200	еще одно	1	2
201	ни одной	1	2
202	на основании	1	2
203	как видно	1	2
204	которую он	1	2
205	в г	1	2
206	этой связи	1	2
207	сл в	1	2
208	в одном	1	2
209	что эта	2	2
210	сам он	3	2
211	тому что	4	2
212	она не	2	2
213	что с	1	2
214	вплоть до	1	2
215	дело не	2	2
216	же между	2	2
217	в основе	1	2
218	больше чем	1	2
219	к концу	1	2
220	бы по	1	2
221	в области	1	2
222	в руки	3	2
223	одним из	1	2
224	и со	1	2
225	известной степени	1	2
226	он называет	1	2
227	на улицу	1	2
228	все еще	3	2
229	если же	5	2
230	как мы	6	2
231	в виду	1	2
232	вывод что	2	2
233	здесь не	2	2
234	без всякого	2	2
235	то время	3	2
236	в образе	4	2
237	можно было	2	2
238	наряду с	5	2
239	по ее	1	2
240	сама она	1	2
241	а также	4	2
242	в другом	2	2
243	на вопрос	2	2
244	между тем	5	2
245	за ней	2	2
246	пор не	1	2
247	у тебя	1	2
248	и ее	3	2
249	в качестве	5	2
250	если мы	5	2
251	чем они	1	2
252	за ним	1	2
253	от отца	1	2
254	этом отношении	1	2
255	от того	3	2
256	по лестнице	1	2
257	представляют собой	11	2
258	на дочери	1	2
259	себя и	2	2
260	а на	3	2
261	а сам	1	2
262	что мы	2	2
263	до этого	1	2
264	из которых	3	2
265	в пределах	3	2
266	не могут	4	2
267	по существу	12	2
268	много лет	1	2
269	этом случае	8	2
270	только для	1	2
271	о его	1	2
272	видно что	1	2
273	все остальные	1	2
274	является ли	1	2
275	ли в	1	2
276	и все	1	2
277	обстоит дело	1	2
278	из этой	1	2
279	не будет	1	2
280	между ними	1	2
281	другой стороны	4	2
282	совершенно не	1	2
283	равно как	1	2
