N	4gram	Vinokur_St_1	Formalny
1	в то же время	4	7
2	с точки зрения его	1	3
3	и т п в	3	2
4	ведь на самом деле	1	2
5	и в то же	1	2
6	во всяком случае в	2	2
7	одним и тем же	2	2
8	в той мере в	1	1
9	дело в том что	4	1
10	одних и тех же	1	1
11	научная работа никогда не	1	1
12	в том числе и	2	1
13	той мере в какой	1	1
14	на самом деле конечно	1	1
15	отчета в том что	1	1
16	с другой стороны и	1	1
17	не может быть абсолютно	1	1
18	то же время не	1	1
19	это объясняется тем что	1	1
20	в одних и тех	1	1
21	не может быть никакого	1	1
22	и по отношению к	1	1
23	и в данном случае	1	1
24	с нашей точки зрения	1	1
25	но ведь на самом	1	1
26	говорит о том что	2	1
27	в той же мере	1	1
