N	3gram	Bakhtin_Fr_1	Hudozhes
1	то же время	1	8
2	по отношению к	1	8
3	в то же	1	8
4	в том что	6	6
5	в самом деле	1	4
6	с точки зрения	3	3
7	в этом отношении	3	3
8	но в то	1	3
9	жизни и смерти	1	3
10	в связи с	1	3
11	к себе самому	2	2
12	по своей природе	1	2
13	но одновременно и	1	2
14	до сих пор	4	2
15	как раз в	1	2
16	не только в	1	2
17	это прежде всего	1	2
18	в значительной степени	2	2
19	не может быть	1	2
20	во второй половине	2	2
21	а между тем	1	1
22	потому что он	1	1
23	они в своей	1	1
24	прежде всего на	2	1
25	это одно из	1	1
26	на самом деле	2	1
27	как нам кажется	1	1
28	но при этом	1	1
29	мысли и воображения	1	1
30	том что он	1	1
31	сих пор еще	3	1
32	может быть только	1	1
33	до известной степени	1	1
34	сами по себе	1	1
35	не приложимо к	1	1
36	с ним в	1	1
37	на самом же	3	1
38	в отличие от	4	1
39	себе самому и	1	1
40	к тому чтобы	1	1
41	почти ничего не	1	1
42	в это время	2	1
43	но еще и	1	1
44	в узком смысле	2	1
45	не чем иным	1	1
46	он вовсе не	1	1
47	не потому что	1	1
48	в себя и	1	1
49	годов xix века	1	1
50	так и в	2	1
51	по нашему мнению	1	1
52	между тем в	1	1
53	мы уже говорили	7	1
54	во всяком случае	1	1
55	он не знает	1	1
56	большей степени чем	1	1
57	как бы в	1	1
58	самом же деле	3	1
59	не укладывается в	1	1
60	в свое время	2	1
61	чем иным как	1	1
62	то что мы	1	1
63	но все же	2	1
64	друг от друга	1	1
65	в частности с	1	1
66	с одной стороны	2	1
67	нас в том	1	1
68	друг с другом	1	1
69	во многих отношениях	1	1
70	опираясь на суждения	1	1
71	с высшими целями	1	1
