N	4gram	Losev_Vlad_3	Dialekti
1	не что иное как	1	6
2	в то время как	2	4
3	ни в каком смысле	1	3
4	то это значит что	4	3
5	и тем не менее	1	2
6	одно и то же	1	2
7	если иметь в виду	1	2
8	с этой точки зрения	1	2
9	не было ни в	1	2
10	ничего не говорит о	2	2
11	из которых состоит мир	1	1
12	с одной стороны и	2	1
13	а это значит что	1	1
14	заговорил о том что	1	1
15	первых двух ипостасей в	1	1
16	что это есть не	1	1
17	что это вовсе не	1	1
18	ровно ничего не говорит	1	1
19	которую к тому же	1	1
20	в таком случае эта	1	1
21	рационалистическая метафизика с другой	1	1
22	и не меньше как	2	1
23	так же как и	1	1
24	бы то ни было	1	1
25	без которых он не	1	1
26	никакого отношения ни к	1	1
27	больше и не меньше	2	1
28	не имеет никакого отношения	1	1
29	не больше и не	2	1
30	в то же время	2	1
31	не содержит в себе	1	1
32	в каком смысле не	1	1
33	и в том что	1	1
34	и в то же	2	1
35	в том что в	3	1
