N	3gram	Losev_Prob_1	Komedia
1	в том что	5	9
2	и т п	1	5
3	в то время	1	5
4	с другой стороны	3	5
5	к тому же	1	5
6	то время как	1	4
7	в конце концов	4	4
8	в то же	4	4
9	и т д	10	4
10	в этом отношении	1	3
11	о том что	5	3
12	не говоря уже	2	2
13	то же самое	9	2
14	говоря уже о	1	2
15	при этом что	1	2
16	в первую очередь	1	2
17	может быть даже	2	2
18	до сих пор	3	2
19	как и в	1	2
20	бы то ни	1	2
21	во всяком случае	3	2
22	внешней и внутренней	1	2
23	в широких кругах	1	2
24	у нас в	1	2
25	или может быть	1	2
26	на то что	8	2
27	таким образом в	1	2
28	что иное как	2	1
29	хотя и не	2	1
30	что же касается	3	1
31	и к тому	1	1
32	на себя внимание	1	1
33	более или менее	3	1
34	подобно тому как	2	1
35	он может быть	1	1
36	а между тем	1	1
37	в том же	1	1
38	же как и	1	1
39	же в этих	1	1
40	в этой пьесе	1	1
41	вместе с тем	1	1
42	как будто бы	1	1
43	а может быть	2	1
44	сам по себе	7	1
45	можно было бы	2	1
46	это вовсе не	2	1
47	в это время	1	1
48	в самом начале	1	1
49	так же как	2	1
50	в этой области	2	1
51	в данном случае	8	1
52	к числу таких	1	1
53	не только в	1	1
54	именно в этой	1	1
55	на этот раз	2	1
56	только в виде	1	1
57	в чем же	1	1
58	и на его	2	1
59	так или иначе	2	1
60	в течение всей	1	1
61	для этой цели	1	1
62	что указывает на	1	1
63	из них не	1	1
64	поэтому и в	1	1
65	о которых мы	2	1
66	и в том	1	1
67	до наших дней	1	1
68	что к нему	1	1
69	т д все	1	1
70	быть даже и	2	1
71	одного из них	1	1
72	не что иное	2	1
73	и о других	1	1
74	может и не	1	1
75	в другом случае	1	1
76	как мы уже	1	1
77	к тому что	1	1
78	тем не менее	18	1
79	как мы видели	1	1
80	для того чтобы	8	1
81	так как он	2	1
82	в разговоре с	1	1
