N	3gram	Propp_Isto_2	Dialekti
1	и т д	18	19
2	это значит что	1	9
3	в том что	5	7
4	сам по себе	1	6
5	можно было бы	3	4
6	и то же	1	4
7	с другой стороны	2	4
8	на то что	2	4
9	потому что он	2	3
10	да и то	1	3
11	иметь в виду	2	3
12	не может быть	2	3
13	т д и	2	2
14	то это значит	1	2
15	на самом деле	2	2
16	нового т е	1	2
17	до сих пор	6	2
18	что он не	4	2
19	т д но	2	2
20	точно так же	6	2
21	несмотря на то	1	2
22	не зная что	1	2
23	не просто как	1	2
24	с одной стороны	3	2
25	как один из	1	2
26	и в нем	1	2
27	по себе а	1	2
28	это и есть	1	2
29	о том что	2	2
30	мы можем сказать	1	2
31	можем сказать что	1	2
32	с этой стороны	1	2
33	один из видов	1	2
34	и есть то	1	1
35	что под этим	1	1
36	другой стороны в	1	1
37	это верно только	1	1
38	они никогда не	2	1
39	и той же	1	1
40	в виду что	1	1
41	об этом не	1	1
42	так или иначе	1	1
43	и что они	2	1
44	очень много но	2	1
45	мы уже знаем	3	1
46	то же можно	1	1
47	как то что	1	1
48	как мы увидим	1	1
49	то что под	1	1
50	но это не	1	1
51	но если мы	1	1
52	и ничего не	2	1
53	в мифе о	1	1
54	что это за	2	1
55	то что она	1	1
56	вспомним что и	1	1
57	во всех этих	2	1
58	потом только можно	1	1
59	вообще т е	1	1
60	в связи с	4	1
61	то что он	1	1
62	т д все	1	1
63	но так как	1	1
64	связи с этим	1	1
65	есть не что	1	1
66	ничего не знаю	1	1
67	говорят только о	1	1
68	по направлению к	1	1
69	и не должен	1	1
70	в гоголевском вие	1	1
71	с самого начала	2	1
72	мы должны поставить	1	1
73	что иное как	2	1
74	но все же	4	1
75	это далеко не	1	1
76	а на самом	1	1
77	друг от друга	1	1
78	в этих случаях	8	1
79	то мы имеем	1	1
80	и может быть	2	1
81	одной и той	1	1
82	уже знаем что	2	1
83	не что иное	2	1
84	тем не менее	1	1
85	друг с другом	1	1
86	дело не в	2	1
87	к тому же	2	1
