N	2gram	Bakhtin_Pr_5	Marksizm
1	может быть	14	28
2	и пр	1	25
3	и в	35	19
4	как бы	31	19
5	и не	27	19
6	в процессе	1	18
7	не может	18	18
8	точки зрения	7	17
9	то же	15	16
10	и его	14	16
11	как мы	8	15
12	в этом	14	15
13	в сущности	14	14
14	так сказать	2	14
15	таким образом	7	14
16	лишь в	7	14
17	чужого слова	6	13
18	не только	10	13
19	косвенной речи	1	13
20	с точки	2	13
21	связи с	1	13
22	в нем	16	11
23	если бы	1	11
24	вовсе не	7	11
25	не в	10	10
26	речи в	2	10
27	так и	8	10
28	и т.п	6	10
29	но и	14	10
30	в пределах	11	10
31	том что	3	10
32	самом деле	10	9
33	при этом	2	9
34	как и	18	9
35	для него	14	9
36	в основе	1	9
37	и чужой	1	9
38	а не	4	9
39	с его	7	8
40	по отношению	6	8
41	чужое слово	6	8
42	в то	11	8
43	же время	10	8
44	только в	6	8
45	слова в	6	8
46	отнюдь не	1	8
47	не является	1	8
48	отношению к	7	8
49	на самом	9	7
50	внутренней речи	5	7
51	его в	4	7
52	и более	1	7
53	одна из	1	7
54	никогда не	4	7
55	в том	5	7
56	прежде всего	12	7
57	и для	8	7
58	но в	19	7
59	мы уже	8	6
60	во всех	3	6
61	и как	2	6
62	в самом	6	6
63	слова и	11	6
64	ни в	2	6
65	того чтобы	1	6
66	к тому	6	6
67	для того	1	6
68	же самое	1	6
69	быть и	2	6
70	между тем	4	6
71	мы можем	2	6
72	и все	15	6
73	хотя бы	2	6
74	ни было	3	6
75	в свою	1	6
76	того же	1	5
77	к другому	16	5
78	и на	6	5
79	все же	8	5
80	то ни	3	5
81	в данном	1	5
82	в их	1	5
83	самого начала	8	5
84	свою очередь	1	5
85	с самого	8	5
86	к нему	13	5
87	в его	21	5
88	в форме	3	5
89	в большинстве	2	5
90	большинстве случаев	2	5
91	отношении к	7	5
92	или иной	4	5
93	в той	4	5
94	этого слова	5	5
95	и того	2	5
96	тем более	1	5
97	как слово	1	5
98	к этому	1	5
99	так же	7	5
100	все те	1	4
101	а как	2	4
102	и ее	1	4
103	слова о	4	4
104	бы то	3	4
105	как если	1	4
106	о слове	1	4
107	вполне понятно	2	4
108	конечно не	2	4
109	является лишь	1	4
110	только на	4	4
111	в себе	5	4
112	значение в	1	4
113	это не	3	4
114	было бы	3	4
115	в слове	6	4
116	мы видели	2	4
117	одного и	1	4
