N	3gram	Vinokur_Ku_2	StatiiOP
1	в том что	10	16
2	о том что	1	11
3	в этом отношении	3	9
4	и т д	14	6
5	до сих пор	1	5
6	вместе с тем	2	5
7	для того чтобы	8	5
8	к тому что	1	5
9	дело в том	1	4
10	что он не	1	4
11	то обстоятельство что	7	4
12	после того как	1	4
13	иметь в виду	1	3
14	и т п	24	3
15	так же как	2	3
16	с другой стороны	7	3
17	во всяком случае	5	3
18	с самого начала	1	3
19	речь идет о	1	3
20	том что в	1	2
21	только потому что	6	2
22	свое выражение в	1	2
23	с точки зрения	8	2
24	принять во внимание	1	2
25	но все это	1	2
26	мне кажется что	1	2
27	сами по себе	1	2
28	в отличие от	2	2
29	бы то ни	1	2
30	но и здесь	1	2
31	в значительной степени	1	2
32	достаточно для того	1	2
33	то ни было	1	2
34	в самом тексте	1	2
35	не до конца	1	2
36	не в том	1	2
37	мере в какой	1	2
38	в самом деле	7	2
39	само собою разумеется	1	2
40	но все же	2	2
41	в политическом отношении	1	2
42	на то что	2	2
43	в том смысле	1	2
44	той мере в	1	2
45	в предисловии к	1	2
46	тем не менее	5	2
47	в той мере	1	2
48	к тому же	1	2
49	как это доказывает	1	1
50	но в устах	1	1
51	и пр но	2	1
52	в виду что	1	1
53	т е даже	1	1
54	не говоря уже	2	1
55	возникает целый ряд	1	1
56	на самом деле	2	1
57	от которого я	1	1
58	в настоящее время	1	1
59	в этом смысле	5	1
60	было бы отрицать	1	1
61	т е не	1	1
62	в какой они	1	1
63	именно то обстоятельство	1	1
64	в наши дни	1	1
65	в живом языке	1	1
66	сам по себе	1	1
67	не имеет никакого	1	1
68	в первую очередь	1	1
69	вследствие того что	1	1
70	об этом в	1	1
71	бы отрицать что	1	1
72	говоря уже о	2	1
73	в каждом данном	1	1
74	точно так же	3	1
75	на этот вопрос	2	1
76	не говорят не	1	1
77	большую роль в	1	1
78	и в другом	2	1
79	на первом месте	1	1
80	с тех пор	1	1
81	и в области	1	1
82	для борьбы с	1	1
83	в зависимости от	4	1
84	бы может быть	1	1
85	обстоятельство что в	1	1
86	на этой почве	3	1
87	уже о том	1	1
88	т е в	1	1
89	в данном случае	1	1
90	в конце концов	3	1
91	потому что оно	1	1
92	в известном смысле	1	1
93	мы видели выше	1	1
94	по сравнению с	1	1
95	но и вся	1	1
96	так или иначе	2	1
97	таким образом при	1	1
98	в связи с	3	1
99	а прежде всего	1	1
100	в том самом	1	1
101	и в том	2	1
102	вместо того чтобы	1	1
103	потому что они	1	1
104	в свое время	2	1
105	об этом можно	1	1
106	ни одного слова	1	1
107	ни в каком	1	1
108	то же время	3	1
109	не то что	1	1
110	но также и	2	1
111	заключается в том	1	1
112	в то время	1	1
113	в том чтобы	1	1
114	в свою очередь	2	1
115	в этом случае	2	1
116	на ряду с	1	1
117	но он не	1	1
118	в их серьезности	1	1
119	ничего общего с	1	1
120	и все это	1	1
121	понимании этого термина	1	1
122	вовсе не был	1	1
123	в связь с	1	1
124	т п в	2	1
125	однако никак не	1	1
126	по его мнению	1	1
127	хочется верить что	1	1
128	в данном отношении	2	1
129	зависимости от степени	1	1
130	в каком смысле	1	1
131	в то же	3	1
132	с полным правом	1	1
133	вопрос одного из	1	1
134	таким образом в	1	1
135	дело не в	2	1
136	заключалась в том	1	1
137	как мы видели	1	1
