N	2gram	Voloshinov_1	NovoeSre
1	а не	2	17
2	и в	15	16
3	не может	13	16
4	совсем не	5	12
5	и не	16	11
6	и есть	2	10
7	в эпоху	3	9
8	истории и	1	9
9	что в	6	9
10	в том	4	8
11	жизни и	5	8
12	он не	4	8
13	культуры и	1	7
14	в этом	13	7
15	может быть	13	7
16	как и	6	7
17	это есть	1	7
18	высшей степени	2	6
19	с его	8	6
20	не в	4	6
21	ни в	6	6
22	в высшей	2	6
23	никогда не	7	6
24	но это	2	6
25	не знает	3	6
26	должен быть	2	5
27	с ее	3	5
28	мы живем	1	5
29	в ней	5	5
30	и к	7	5
31	живем в	1	5
32	не только	5	5
33	в жизни	5	5
34	все это	5	5
35	в нем	4	5
36	со всех	1	4
37	большую роль	2	4
38	быть может	1	4
39	о том	1	4
40	всех сторон	1	4
41	жизни к	3	4
42	наше время	1	4
43	то что	10	4
44	это не	2	4
45	прежде всего	11	4
46	не было	4	4
47	должно быть	2	4
48	и потому	8	4
49	по своему	1	4
50	не менее	3	4
51	и для	2	4
52	и все	4	4
53	потому что	4	4
54	наши дни	1	3
55	с другой	1	3
56	смысле слова	2	3
57	в ее	4	3
58	должна быть	1	3
59	вопрос о	1	3
60	человека и	6	3
61	и начало	1	3
62	еще не	7	3
63	во всех	8	3
64	за пределы	2	3
65	в истории	3	3
66	как в	3	3
67	конечно не	3	3
68	перейти к	1	3
69	в мире	1	3
70	но и	4	3
71	это было	1	3
72	и пр	9	3
73	в своей	9	3
74	в прошлом	1	3
75	она не	2	3
76	что такое	3	3
77	в наше	1	3
78	не существует	3	3
79	в основе	3	3
80	к ее	1	3
81	жизни в	3	3
82	к тому	4	3
83	сказать что	6	3
84	и это	1	2
85	массы не	1	2
86	же как	1	2
87	связана с	1	2
88	должно стать	1	2
89	силы и	1	2
90	это и	1	2
91	время как	1	2
92	на путях	1	2
93	роль в	6	2
94	ведь и	2	2
95	переход к	1	2
96	так и	10	2
97	мы не	4	2
98	общества и	1	2
99	мира и	1	2
100	и с	7	2
101	для этого	4	2
102	стремление к	2	2
103	еще до	1	2
104	я не	3	2
105	жизни как	1	2
106	из глубины	1	2
107	и что	3	2
108	и на	3	2
109	на протяжении	5	2
110	но не	5	2
111	в свои	1	2
112	века и	1	2
113	все время	4	2
114	в центре	3	2
115	с этим	6	2
116	во вне	1	2
117	хотя и	1	2
118	каждого человека	2	2
119	но в	9	2
120	в обществе	2	2
121	все эти	9	2
122	с одной	1	2
123	это совсем	1	2
124	себя в	2	2
125	думать что	2	2
126	с их	3	2
127	в себе	4	2
128	уже не	5	2
129	не к	1	2
130	приобщиться к	1	2
131	у него	3	2
132	что она	2	2
133	что все	5	2
134	нет и	1	2
135	и даже	2	2
136	и т.п	2	2
137	государство и	1	2
138	и творчества	2	2
139	зависит от	1	2
140	и было	2	2
141	том что	5	2
142	вместе с	4	2
143	так же	1	2
144	мы говорим	1	2
145	мысли и	4	2
146	одной стороны	1	2
147	центр тяжести	2	2
148	по существу	1	2
149	как будто	1	2
150	как это	1	2
151	равно как	1	2
152	в смысле	1	2
153	в то	6	2
154	одна из	3	2
155	того чтобы	2	2
156	формы и	2	2
157	и от	1	2
158	человека во	1	2
159	хотя бы	7	2
160	все они	2	2
161	а в	6	2
162	и начинается	2	2
163	в будущем	1	2
164	ли это	1	2
165	когда мы	1	2
166	могут быть	6	2
167	и культуры	1	2
168	не хотим	1	2
169	все категории	1	2
170	нужно помнить	1	1
171	оно может	3	1
172	при свете	1	1
173	и через	2	1
174	людей в	1	1
175	ни одно	1	1
176	только потому	1	1
177	характер и	2	1
178	этого мира	1	1
179	приводит к	2	1
180	как результат	1	1
181	и до	3	1
182	культуры на	1	1
183	и мысли	1	1
184	эпоху упадка	1	1
185	и этот	1	1
186	с собой	1	1
187	мы уже	5	1
188	что представляется	1	1
189	ли это?	1	1
190	во многом	2	1
191	вопрос этот	1	1
192	еще в	1	1
193	мир не	1	1
194	на место	3	1
195	и совсем	1	1
196	с ним	12	1
197	кризисов и	1	1
198	можно сказать	4	1
199	оно есть	1	1
200	на себя	2	1
201	то это	1	1
202	не был	1	1
203	разобраться в	3	1
204	в виду	1	1
205	зависимости от	2	1
206	жизни это	1	1
207	это я	1	1
208	и явления	1	1
209	свободно и	1	1
210	на них	1	1
211	невинным и	1	1
212	что его	1	1
213	в чем	4	1
214	человечества в	1	1
215	других людей	1	1
216	и во	1	1
217	на всех	1	1
218	все в	1	1
219	не могут	3	1
220	все положительные	1	1
221	в которую	1	1
222	к нему	7	1
223	и власть	1	1
224	себя все	1	1
225	в его	9	1
226	себе и	1	1
227	отличие от	1	1
228	и только	4	1
229	значение для	2	1
230	уже во	1	1
231	и она	2	1
232	вся жизнь	2	1
233	к которому	1	1
234	в своем	2	1
235	и нет	1	1
236	борьбы за	1	1
237	философии и	1	1
238	человека в	3	1
239	время когда	1	1
240	связанный с	2	1
241	что он	8	1
242	только в	6	1
243	от этого	1	1
244	в этот	4	1
245	то нет	1	1
246	в самом	6	1
247	возврата в	1	1
248	эпохи не	1	1
249	возврата и	1	1
250	то время	1	1
251	он в	1	1
252	своей основе	1	1
253	из этих	4	1
254	для всех	2	1
255	но во	1	1
256	и у	6	1
257	уже в	1	1
258	в большинстве	4	1
259	человек не	2	1
260	вообще не	1	1
261	него и	1	1
262	идей и	1	1
263	большинстве случаев	5	1
264	освобождение от	2	1
265	из них	1	1
266	она становится	1	1
267	к своим	1	1
268	мир в	2	1
269	для того	1	1
270	всяком случае	3	1
271	и когда	1	1
272	нуждается в	2	1
