N	2gram	Tiupa_Lite_1	Myshleni
1	мышления и	2	40
2	точки зрения	6	26
3	таким образом	3	26
4	в том	16	24
5	и в	8	23
6	том что	14	21
7	в целом	8	20
8	с точки	2	18
9	в этом	12	17
10	то что	10	17
11	не только	24	16
12	того что	6	15
13	как и	6	14
14	может быть	13	14
15	но и	17	14
16	в его	7	14
17	что в	3	14
18	не может	5	12
19	представляет собой	4	11
20	сказать что	1	11
21	как бы	7	11
22	в отношении	1	10
23	с другой	3	10
24	прежде всего	11	10
25	и с	1	9
26	между тем	2	9
27	в качестве	17	9
28	одной стороны	2	9
29	другой стороны	1	9
30	вместе с	1	9
31	и не	12	9
32	не является	2	9
33	человеческой речи	1	8
34	то же	5	8
35	в ходе	1	8
36	самого начала	1	8
37	в основе	3	8
38	с самого	1	8
39	и на	1	8
40	с одной	2	8
41	мы не	1	7
42	вопрос о	1	7
43	по отношению	3	7
44	как уже	1	7
45	в самом	3	7
46	в этой	4	7
47	в другом	2	7
48	с тем	1	7
49	в то	5	7
50	так как	1	7
51	что он	5	7
52	отношению к	2	7
53	же как	1	6
54	в сущности	2	6
55	столь же	4	6
56	могли бы	1	6
57	в себе	7	6
58	в силу	4	6
59	лишь в	4	6
60	и тем	4	6
61	с этой	5	6
62	и его	4	6
63	другом месте	1	6
64	о том	2	6
65	только в	8	6
66	между этими	1	6
67	мы можем	1	6
68	тем что	2	6
69	именно в	1	6
70	потому что	3	6
71	из того	2	5
72	перед нами	1	5
73	и как	1	5
74	но в	3	5
75	на то	1	5
76	он не	1	5
77	и более	1	5
78	а затем	1	5
79	на основании	1	5
80	представить себе	1	5
81	если бы	1	5
82	тем самым	5	5
83	для этого	4	5
84	значение слова	1	5
85	по своей	3	5
86	как мы	1	5
87	что может	1	5
88	к действительности	1	5
89	и т.д	1	5
90	и что	1	5
91	можно сказать	1	5
92	так и	4	5
93	что для	2	5
94	и все	1	5
95	тем более	2	5
96	из этого	1	5
97	в какой	1	5
98	в своих	4	5
99	в котором	1	4
100	в чем	1	4
101	с его	5	4
102	но не	4	4
103	как в	5	4
104	целый ряд	1	4
105	все эти	2	4
106	при этом	19	4
107	было бы	2	4
108	со всей	1	4
109	в своей	4	4
110	не столько	5	4
111	не в	8	4
112	этом отношении	2	4
113	с другом	1	4
114	к тому	2	4
115	должен быть	2	4
116	для себя	5	4
117	приводит к	3	4
118	в пользу	1	4
119	во всей	1	4
120	только что	1	4
121	для всех	1	4
122	в одном	1	4
123	как раз	4	4
124	с действительностью	2	4
125	до сих	1	4
126	а с	1	4
127	одну из	2	4
128	по существу	1	4
129	сих пор	1	4
130	хотя бы	2	4
131	в свою	1	4
132	к этому	1	4
133	в сфере	3	3
134	человека и	2	3
135	не остается	2	3
136	и то	2	3
137	самом деле	2	3
138	как известно	1	3
139	я не	7	3
140	из которых	1	3
141	в их	3	3
142	ответ на	1	3
143	в общем	1	3
144	что они	1	3
145	в одной	1	3
146	в своем	11	3
147	все же	4	3
148	еще на	1	3
149	в которой	1	3
150	он в	1	3
151	из этих	2	3
152	как он	2	3
153	и если	1	3
154	и мы	1	3
155	на две	1	3
156	такой же	1	3
157	в которых	1	3
158	она не	1	3
159	тогда когда	1	3
160	не могло	2	3
161	в области	3	3
162	в каком	1	3
163	могут быть	2	3
164	говоря словами	3	3
165	свою очередь	1	3
166	можно было	2	3
167	об этой	1	3
168	одного из	3	3
169	и который	1	3
170	в заключительной	1	3
171	который в	1	3
172	в новых	1	3
173	связи с	6	3
174	уже в	5	3
175	то и	2	3
176	и других	1	3
177	всяком случае	2	3
178	вовсе не	1	3
179	общения и	1	3
180	во всех	1	3
181	превращается в	2	3
182	а не	16	3
183	все более	2	3
184	речь не	1	3
185	только для	1	3
186	если не	1	3
187	и от	1	3
188	сознания и	1	3
189	от всех	1	3
190	значение в	1	3
191	во всяком	3	3
192	жизни сознания	1	2
193	тех же	3	2
194	как такового	1	2
195	идет о	1	2
196	показать что	1	2
197	между двумя	1	2
198	сам автор	1	2
199	едва ли	1	2
200	в зависимости	1	2
201	той же	3	2
202	есть не	1	2
203	как таковому	1	2
204	почти исключительно	1	2
205	зависимости от	1	2
206	что его	3	2
207	в ее	1	2
208	со всеми	1	2
209	за пределы	2	2
210	и я	6	2
211	более и	1	2
212	сознания в	12	2
213	в противоположность	1	2
214	за собой	1	2
215	в нашем	1	2
216	а скорее	1	2
217	ключ к	1	2
218	свою собственную	1	2
219	не к	2	2
220	и вот	1	2
221	на этом	2	2
222	но все	1	2
223	значительной степени	1	2
224	том же	3	2
225	что перед	1	2
226	в них	1	2
227	несмотря на	3	2
228	с такой	1	2
229	должно быть	1	2
230	иначе говоря	1	2
231	потому и	1	2
232	в один	1	2
233	на первый	1	2
234	в этих	1	2
235	но до	1	2
236	равной мере	1	2
237	одном из	1	2
238	не могли	1	2
239	того кто	1	2
240	даже в	2	2
241	эта мысль	2	2
242	не имеет	1	2
243	дело в	3	2
244	к изучению	1	2
245	говорить о	1	2
246	никогда не	4	2
247	же время	5	2
248	на него	1	2
249	это речь	1	2
250	ничего кроме	2	2
251	и другим	1	2
252	на вопрос	1	2
253	представляют собой	1	2
254	в конце	4	2
255	данном случае	4	2
256	с собой	4	2
257	на нее	1	2
258	каждого из	1	2
259	строго говоря	1	2
260	в значительной	1	2
261	от них	1	2
262	вслед за	1	2
263	наконец в	1	2
264	в жизнь	1	2
265	один из	3	2
266	нуждается в	3	2
267	уже не	7	2
268	в виде	1	2
269	в равной	2	2
270	ту или	2	2
271	одно из	3	2
272	к мысли	1	2
273	для него	2	2
274	под именем	1	2
275	со всем	1	2
276	и даже	3	2
277	с той	1	2
278	чем он	1	2
