N	3gram	Medvedev_F_2	Istorich
1	и т д	5	18
2	с другой стороны	3	8
3	в этом случае	1	7
4	с одной стороны	1	7
5	вместе с тем	4	6
6	в связи с	10	4
7	но все же	2	4
8	мы знаем что	1	4
9	тем не менее	1	4
10	как мы увидим	1	3
11	т е в	1	3
12	не может быть	10	3
13	для того чтобы	3	3
14	он не может	1	2
15	до сих пор	1	2
16	в особенности в	1	2
17	в данном случае	1	2
18	в том чтобы	1	2
19	при помощи которой	1	2
20	но и в	3	2
21	таким образом мы	1	2
22	тем что он	1	2
23	в том что	2	2
24	как и в	1	2
25	что и в	1	2
26	иметь в виду	1	1
27	в виду что	1	1
28	а не в	1	1
29	что перед нами	1	1
30	из того что	1	1
31	на самом деле	3	1
32	с точки зрения	7	1
33	что он уже	1	1
34	только в том	1	1
35	в зависимости от	3	1
36	сам по себе	3	1
37	что он не	1	1
38	в отличие от	2	1
39	со всем что	1	1
40	к его пониманию	1	1
41	с тем что	5	1
42	то же время	5	1
43	не сам по	1	1
44	только тем что	1	1
45	это может быть	1	1
46	совершенно естественно что	1	1
47	и многие другие	1	1
48	том смысле в	1	1
49	не в том	3	1
50	в книге о	1	1
51	на задний план	1	1
52	во всех этих	1	1
53	смысле в каком	1	1
54	в развитии этого	1	1
55	то что он	1	1
56	во всяком случае	5	1
57	все эти формы	1	1
58	и в других	1	1
59	каждого из них	1	1
60	таким образом в	1	1
61	но тем не	1	1
62	в свою очередь	1	1
63	и тем самым	1	1
64	но эти случаи	1	1
65	хотя бы в	3	1
66	с самого начала	2	1
67	едва ли можно	1	1
68	в самом деле	5	1
69	и входит в	1	1
70	том что искусство	2	1
71	совершенно очевидно что	1	1
72	в то же	5	1
73	в том смысле	3	1
74	все же необходимо	1	1
75	как мы знаем	2	1
76	как мы видели	4	1
