N	2gram	Nazirov_Tv_1	StatiiOP
1	и в	21	44
2	в том	7	36
3	и т	3	30
4	что в	12	30
5	том что	11	29
6	в этом	6	21
7	т д	1	21
8	вовсе не	5	19
9	не только	7	18
10	то что	8	18
11	было бы	1	17
12	о том	6	17
13	а в	6	17
14	а не	5	16
15	и не	7	16
16	может быть	5	15
17	т е	1	15
18	в области	1	14
19	в данном	2	14
20	как в	8	13
21	пушкина и	1	13
22	не в	2	12
23	в первой	2	12
24	самом деле	2	11
25	в этой	5	11
26	у нас	1	11
27	но в	7	10
28	что он	6	10
29	только в	5	10
30	но и	3	10
31	также и	1	9
32	как и	12	9
33	в отношении	1	9
34	в то	15	9
35	так и	2	9
36	во второй	2	9
37	того что	3	9
38	в его	13	9
39	т п	2	9
40	с другой	3	9
41	во всех	1	8
42	все же	5	8
43	это не	4	8
44	из них	2	8
45	у пушкина	2	8
46	и его	6	8
47	не может	4	8
48	на эти	2	7
49	я не	3	7
50	в самом	3	7
51	в статье	1	7
52	таким образом	5	7
53	другой стороны	1	7
54	до сих	1	7
55	прежде всего	4	7
56	сих пор	1	7
57	сказать что	2	7
58	на самом	3	6
59	в своей	4	6
60	потому что	5	6
61	данном случае	2	6
62	что и	2	6
63	так что	2	6
64	для него	6	6
65	именно в	2	6
66	дело в	3	6
67	что же	1	6
68	но это	5	6
69	хотя бы	5	6
70	вряд ли	2	5
71	то же	13	5
72	той же	3	5
73	уже о	1	5
74	в целом	4	5
75	все эти	1	5
76	в нем	3	5
77	и по	3	5
78	г в	1	5
79	такой же	2	5
80	в котором	6	5
81	этой области	1	5
82	не менее	6	5
83	вплоть до	1	5
84	никогда не	3	5
85	могут быть	2	5
86	так как	3	5
87	тем что	1	5
88	и даже	3	5
89	все это	10	5
90	была бы	1	5
91	жизни и	3	5
92	так же	3	5
93	как это	1	4
94	это и	3	4
95	в которой	3	4
96	в основу	1	4
97	столь же	1	4
98	бы и	1	4
99	что это	1	4
100	что она	2	4
101	в россии	3	4
102	но все	1	4
103	эту тему	1	4
104	но если	3	4
105	представление о	3	4
106	времени не	1	4
107	дело не	3	4
108	не имеет	1	4
109	же время	12	4
110	как будто	5	4
111	в ее	1	4
112	что у	1	4
113	и что	1	4
114	заключается в	1	4
115	этот вопрос	1	4
116	в качестве	2	4
117	же и	2	4
118	мы находим	2	4
119	как раз	1	4
120	не было	1	4
121	к которому	1	4
122	на эту	4	4
123	в частности	2	4
124	как бы	17	4
125	тем более	1	4
126	еще более	2	4
127	это в	3	4
128	гораздо более	2	4
129	же как	1	3
130	того же	2	3
131	то это	1	3
132	в ней	2	3
133	еще не	1	3
134	он был	1	3
135	в чем	2	3
136	своего рода	4	3
137	но не	3	3
138	не все	1	3
139	по отношению	1	3
140	к сожалению	1	3
141	и я	1	3
142	в истории	1	3
143	с этим	1	3
144	как к	2	3
145	говорит что	2	3
146	то в	2	3
147	что так	1	3
148	эпохи и	1	3
149	не значит	1	3
150	же это	1	3
