N	2gram	Losev_Vlad_3	Analitik
1	в качестве	3	31
2	может быть	8	29
3	в том	18	27
4	не может	14	22
5	и не	25	21
6	в частности	1	19
7	и в	40	18
8	но и	18	17
9	а не	8	17
10	отнюдь не	5	15
11	не только	25	15
12	не в	3	14
13	в этом	16	13
14	как и	7	13
15	в его	14	13
16	при этом	3	12
17	том что	18	12
18	в себе	9	11
19	то есть	24	11
20	но не	4	10
21	то же	4	9
22	в то	7	9
23	а в	7	9
24	есть не	2	8
25	в мире	2	8
26	но в	4	8
27	нуждается в	1	8
28	не есть	10	8
29	значении этого	1	7
30	произведения как	1	7
31	тем самым	2	7
32	к тому	7	7
33	этого слова	1	7
34	я и	1	6
35	мы имеем	3	6
36	в сущности	2	6
37	отличие от	3	6
38	в самом	4	6
39	наш взгляд	1	6
40	на наш	1	6
41	это не	3	6
42	далеко не	3	6
43	точки зрения	13	6
44	в своей	9	6
45	в отличие	3	6
46	в основе	1	6
47	по своей	2	6
48	той или	2	6
49	в себя	1	6
50	же время	2	6
51	только в	13	6
52	то что	28	6
53	или иной	1	6
54	прежде всего	10	6
55	в их	2	5
56	что иное	1	5
57	и на	6	5
58	иное как	1	5
59	и как	7	5
60	в целом	2	5
61	в этой	8	5
62	лишь в	1	5
63	и его	10	5
64	о том	11	5
65	сводится к	3	5
66	такого рода	4	5
67	как бы	3	5
68	что в	17	5
69	того же	2	4
70	не что	1	4
71	все же	4	4
72	сознания в	1	4
73	тому же	5	4
74	не всегда	1	4
75	с точки	6	4
76	и более	2	4
77	по себе	6	4
78	ни в	10	4
79	так и	6	4
80	не с	4	4
81	лишь при	1	4
82	в другом	2	4
83	на вопрос	1	4
84	с другой	5	4
85	того что	7	4
86	уже не	9	4
87	для того	2	4
88	именно в	3	4
89	себя и	1	4
90	вместе с	7	4
91	человека к	1	4
92	из которых	1	4
93	в литературе	1	4
94	исходя из	1	4
95	как предмет	1	4
96	собственно говоря	3	4
97	ни было	1	4
98	как известно	1	3
99	таком случае	2	3
100	и есть	1	3
101	говоря и	1	3
102	место в	1	3
103	бы то	3	3
104	если в	1	3
105	и к	2	3
106	автора и	1	3
107	в нашем	2	3
108	как он	1	3
109	в нем	3	3
110	он не	8	3
111	в силу	2	3
112	таким образом	11	3
113	то ни	3	3
114	не будет	6	3
115	даже в	4	3
116	смысл и	1	3
117	в котором	4	3
118	разного рода	3	3
119	того чтобы	3	3
120	того и	1	3
121	при наличии	1	3
122	в таком	3	3
123	как будто	1	3
124	не могут	2	3
125	если бы	3	3
126	а также	8	3
127	к нему	3	3
128	с его	2	3
129	еще не	4	3
130	с одной	3	3
131	вопроса о	1	3
132	ни с	3	3
133	что и	7	3
134	одной стороны	3	3
135	смысла жизни	1	3
136	а именно	12	3
137	а с	4	3
138	смысла и	1	3
139	личности в	1	3
140	что мы	2	3
141	объекта и	1	3
142	которая в	2	3
143	и все	4	3
144	полноты и	1	3
145	хотя бы	6	3
146	будто бы	1	3
147	что он	5	3
148	том числе	1	3
149	отношения к	5	2
150	самом деле	1	2
151	на самом	3	2
152	науки о	1	2
153	едва ли	11	2
154	также и	17	2
155	место лишь	1	2
156	на себя	2	2
157	в составе	1	2
158	и то	9	2
159	и самого	1	2
160	данном случае	2	2
161	то он	4	2
162	не все	3	2
163	не просто	10	2
164	нет и	1	2
165	за пределы	3	2
166	как говорит	2	2
167	не являются	1	2
168	то в	6	2
169	в которой	2	2
170	все эти	5	2
171	бы не	1	2
172	из этих	3	2
173	думать что	1	2
174	не к	2	2
175	свидетельствует о	2	2
176	какой бы	1	2
177	и по	2	2
178	и с	9	2
179	на все	1	2
180	из них	2	2
181	личность в	1	2
182	однако здесь	3	2
183	вовсе не	13	2
184	так как	7	2
185	несмотря на	7	2
186	жизни но	1	2
187	с бытием	2	2
188	такой же	4	2
189	для него	8	2
190	от своего	1	2
191	при изучении	1	2
192	не столько	3	2
193	произведения для	1	2
194	вопрос о	4	2
195	только для	1	2
196	которые в	1	2
197	самое время	1	2
198	том и	1	2
199	человеческого я	1	2
200	в процессе	1	2
201	только не	1	2
202	никогда не	11	2
203	и является	1	2
204	потому что	11	2
205	и заключается	1	2
206	отличается от	3	2
207	же самое	3	2
208	для себя	5	2
209	как мы	8	2
210	роль в	2	2
211	и о	4	2
212	здесь не	3	2
213	представляют собой	1	2
214	и сам	1	2
215	особенно в	1	2
216	одного из	1	2
217	еще в	5	2
218	не говоря	1	2
219	на примере	1	2
220	должно быть	5	2
221	основе своей	1	2
222	и просто	1	2
223	можно сказать	1	2
224	в личности	1	2
225	может иметь	1	2
226	один из	1	2
227	который в	2	2
228	или не	3	2
229	с позиций	1	2
230	в начале	2	2
231	при помощи	4	2
232	себе в	2	2
233	в новом	1	2
234	при всей	1	2
235	не о	2	2
236	личность по	1	2
237	бытия и	2	2
238	этом отношении	2	2
239	со стороны	2	2
240	было бы	4	2
241	представляет собою	1	2
242	но о	3	2
243	что из	1	2
244	личность есть	1	2
245	и потому	10	2
246	в данном	5	2
247	она есть	1	2
248	личность человека	1	2
249	что же	9	2
250	внешнего мира	1	2
251	не является	2	2
252	говорит е	1	2
253	нет ничего	2	2
254	другой стороны	2	2
255	элементов а	1	2
256	в какой	2	2
257	себя как	1	1
258	речь идет	1	1
259	которых состоит	1	1
260	например в	1	1
261	человека и	3	1
262	науки или	1	1
263	сам по	2	1
264	смысле слова	6	1
265	вещей но	1	1
266	тех же	1	1
267	искусства все	1	1
268	будет означать	1	1
269	и должны	1	1
270	по преимуществу	2	1
271	он всегда	2	1
272	не имеют	2	1
273	все те	1	1
274	должна быть	2	1
275	и больше	1	1
276	нельзя назвать	2	1
277	в году	10	1
278	по его	2	1
279	мы уже	5	1
280	она в	1	1
281	и была	1	1
282	жизни по	1	1
283	мы не	2	1
284	направления мысли	1	1
285	он как	1	1
286	есть нечто	1	1
287	себя также	1	1
288	принадлежит к	1	1
289	не вполне	2	1
290	оно есть	6	1
291	которое не	1	1
292	не происходит	1	1
293	как не	2	1
294	в ней	5	1
295	предмет созерцания	1	1
296	по этому	3	1
297	он был	2	1
298	он сам	2	1
299	его работы	3	1
300	быть в	2	1
301	нам представляется	2	1
302	в чем	3	1
303	если исходить	1	1
304	что люди	1	1
305	во всех	1	1
306	сознания а	1	1
307	без которого	1	1
308	в ее	1	1
309	именно если	1	1
310	истинный смысл	1	1
311	чем это	2	1
312	они имеют	1	1
313	мы будем	2	1
314	но как	2	1
315	в откровении	1	1
316	а только	7	1
317	к которой	1	1
318	в сторону	2	1
319	могут и	1	1
320	определяется не	1	1
321	в поисках	1	1
322	же деле	2	1
323	течение всего	1	1
324	независимо от	3	1
325	его на	1	1
326	как в	1	1
327	за этим	1	1
328	что действительно	1	1
329	это единство	1	1
330	что касается	2	1
331	в противном	1	1
332	и наконец	2	1
333	более или	5	1
334	значение этих	1	1
335	та же	1	1
336	вопрос почему	1	1
337	что это	9	1
338	бы с	1	1
339	он в	1	1
340	поскольку в	3	1
341	что выше	1	1
342	учение о	24	1
343	в известном	1	1
344	но его	1	1
345	противном случае	1	1
346	вернуться к	1	1
347	слишком абстрактной	2	1
348	творца и	2	1
349	в виде	13	1
350	не как	2	1
351	на точке	1	1
352	в понятии	1	1
353	а о	2	1
354	понятия это	1	1
355	его от	1	1
356	что ни	1	1
357	только три	1	1
358	всех своих	2	1
359	но все	3	1
360	этом последнем	1	1
361	а вместе	1	1
362	что все	7	1
363	же не	2	1
364	в состоянии	1	1
365	том случае	3	1
366	являются для	2	1
367	была в	1	1
368	вещи и	1	1
369	подлинной реальности	1	1
370	все их	1	1
371	его в	2	1
372	заключается в	1	1
373	с самим	1	1
374	есть абсолютная	2	1
375	и тем	3	1
376	из первых	1	1
377	для них	1	1
378	произведение как	1	1
379	в них	1	1
380	существа или	1	1
381	все равно	1	1
382	с тем	7	1
383	трактует как	1	1
384	или менее	5	1
385	в этих	2	1
386	себя внимание	2	1
387	во время	1	1
388	сказать не	2	1
389	и при	1	1
390	она сама	1	1
391	том же	1	1
392	оставаться в	1	1
393	в отношении	5	1
394	взгляд на	2	1
395	в такой	1	1
396	вне всякого	2	1
397	молодого человека	1	1
398	может само	1	1
399	должно существовать	1	1
400	в которых	1	1
401	бы мы	1	1
402	есть его	1	1
