N	3gram	Propp_Isto_1	Narrotol
1	в том что	4	8
2	не только в	1	6
3	по отношению к	3	5
4	в отличие от	2	5
5	с одной стороны	4	5
6	о том что	3	4
7	к тому же	1	4
8	тем не менее	6	4
9	в соответствии с	1	3
10	в этом отношении	1	3
11	того или иного	1	3
12	к тому что	1	3
13	мы имеем дело	1	2
14	подобно тому как	1	2
15	но и в	2	2
16	и т п	1	2
17	точно так же	3	2
18	так же как	2	2
19	в начале рассказа	1	2
20	не зависит от	1	2
21	в том как	1	2
22	не может быть	7	2
23	так и по	1	2
24	что иное как	1	1
25	одной стороны и	1	1
26	же обстоит дело	2	1
27	восходит к обряду	2	1
28	на котором он	1	1
29	иметь в виду	1	1
30	да и не	1	1
31	более или менее	5	1
32	начинается с того	2	1
33	не непосредственно а	1	1
34	относится и к	1	1
35	в этом смысле	1	1
36	ответ на него	1	1
37	никак не может	1	1
38	как это делает	1	1
39	то же самое	3	1
40	в зависимости от	2	1
41	к тому или	1	1
42	можно было бы	3	1
43	на этот вопрос	2	1
44	не должен был	1	1
45	в противном случае	1	1
46	может быть только	1	1
47	ничего не доказывает	1	1
48	до сих пор	5	1
49	представляет собой очень	1	1
50	то время как	3	1
51	что это за	3	1
52	смерть и воскресение	1	1
53	а не только	1	1
54	здесь мы имеем	2	1
55	тому или иному	1	1
56	на первый взгляд	2	1
57	не в том	1	1
58	в связи с	3	1
59	в этом направлении	1	1
60	ответ на этот	1	1
61	тем что они	1	1
62	и для нас	1	1
63	и когда он	2	1
64	отнюдь не означает	1	1
65	есть не что	1	1
66	едва ли не	1	1
67	но они не	1	1
68	не означает что	2	1
69	в то время	3	1
70	но в целом	1	1
71	с того что	3	1
72	в реальной действительности	1	1
73	по его мнению	1	1
74	в саду и	1	1
75	в большинстве случаев	4	1
76	не что иное	1	1
77	пока еще не	1	1
78	одно без другого	1	1
79	для того чтобы	1	1
80	и от его	1	1
