N	3gram	Propp_Isto_6	Myshleni
1	для того чтобы	1	15
2	в том что	5	15
3	с другой стороны	8	9
4	с одной стороны	7	8
5	по отношению к	2	7
6	в другом месте	1	6
7	о том что	4	6
8	вместе с тем	3	5
9	так же как	1	5
10	не может быть	3	5
11	в то время	3	5
12	же как и	1	4
13	до сих пор	4	4
14	то время как	3	4
15	но вместе с	1	4
16	к выводу что	1	4
17	можно сказать что	1	4
18	друг с другом	1	4
19	смысле этого слова	1	3
20	на то что	1	3
21	можно было бы	2	3
22	во всяком случае	2	3
23	и тем самым	1	3
24	том что в	2	2
25	мы хотели бы	1	2
26	и то же	1	2
27	том что он	1	2
28	влечет за собой	2	2
29	на первый план	2	2
30	говорит он что	1	2
31	в зависимости от	1	2
32	между этими двумя	1	2
33	независимо от того	1	2
34	он показывает что	1	2
35	на этот вопрос	1	2
36	одно и то	1	2
37	так как он	2	2
38	в данном случае	3	2
39	от того что	1	2
40	а с другой	1	2
41	речь идет о	1	2
42	таким образом и	2	2
43	мы только что	1	2
44	потому что он	2	1
45	в чистом виде	1	1
46	того что в	1	1
47	играют большую роль	1	1
48	таким образом оказывается	1	1
49	из которых одна	1	1
50	и не может	1	1
51	так как они	1	1
52	в свою противоположность	1	1
53	наряду с этим	1	1
54	но и в	2	1
55	тех случаях когда	3	1
56	только то что	2	1
57	которые связаны с	1	1
58	том числе и	1	1
59	кроме того что	1	1
60	точно так же	2	1
61	на первом месте	1	1
62	с этой точки	1	1
63	и то что	1	1
64	одной стороны и	1	1
65	как и вся	1	1
66	что между этими	1	1
67	все эти черты	1	1
68	и мн др	1	1
69	не только в	4	1
70	потому что оно	1	1
71	и вся книга	1	1
72	тем что в	1	1
73	все больше и	2	1
74	можем заключить что	1	1
75	образом оказывается что	1	1
76	мы видели что	3	1
77	состоят в том	1	1
78	этой точки зрения	1	1
79	в тех случаях	3	1
80	надо сказать что	1	1
81	перед нами как	2	1
82	не представляет собой	1	1
83	таким образом она	1	1
84	в общих чертах	1	1
85	превращается в свою	1	1
86	таким образом мы	1	1
87	это значит что	1	1
88	и вместе с	1	1
89	не могу найти	1	1
90	что у него	1	1
91	и тем более	1	1
92	и эти два	1	1
93	но все же	2	1
94	больше и больше	2	1
95	в том числе	1	1
96	и т д	8	1
97	тем не менее	1	1
98	мы уже знаем	2	1
99	как и в	2	1
100	приводит нас к	2	1
101	таким образом если	1	1
102	и с другой	1	1
