N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	29
2	то есть	12	21
3	таким образом	1	20
4	и не	15	16
5	в эпоху	1	15
6	в этой	4	13
7	и все	3	13
8	но в	11	12
9	как и	16	12
10	и т.п	12	12
11	и на	5	11
12	в этом	16	11
13	так и	9	11
14	то же	6	10
15	не только	10	10
16	в то	5	10
17	в романе	1	10
18	все эти	3	9
19	и с	2	9
20	его в	3	9
21	вовсе не	1	9
22	но и	11	9
23	же время	5	8
24	и его	3	8
25	в его	3	8
26	прежде всего	7	8
27	как бы	4	8
28	в них	3	7
29	в том	8	7
30	еще и	1	7
31	в сущности	1	6
32	своего рода	10	6
33	здесь в	3	6
34	в большинстве	2	6
35	из них	3	6
36	это и	1	5
37	и до	1	5
38	в нем	7	5
39	большинстве случаев	1	5
40	в своей	6	5
41	до конца	1	5
42	это не	3	5
43	поэтому и	1	5
44	далеко не	2	5
45	сказать что	1	5
46	того же	2	5
47	также и	3	4
48	и есть	1	4
49	в которой	1	4
50	еще не	6	4
51	с его	6	4
52	в нашем	1	4
53	в образе	1	4
54	которую он	1	4
55	точки зрения	4	4
56	но они	1	4
57	в результате	2	4
58	и одновременно	2	4
59	что он	2	4
60	тем что	1	4
61	с другой	5	4
62	и др	1	4
63	по своему	1	4
64	но это	3	4
65	все это	2	4
66	один из	1	4
67	перед нами	3	4
68	мира и	4	4
69	то что	5	4
70	жизни и	3	4
71	по преимуществу	2	3
72	той же	2	3
73	брань и	1	3
74	и здесь	1	3
75	в ней	2	3
76	в чем	1	3
77	в своем	5	3
78	и как	3	3
79	то в	1	3
80	в себе	19	3
81	при этом	17	3
82	он не	3	3
83	и сам	1	3
84	подобно тому	2	3
85	в году	1	3
86	этой традиции	2	3
87	клятвы и	1	3
88	такой же	2	3
89	том что	10	3
90	самого начала	1	3
91	в разных	1	3
92	по своей	6	3
93	они были	1	3
94	с ее	2	3
95	здесь не	2	3
96	в ее	1	3
97	с самого	1	3
98	роль в	4	3
99	там же	2	3
100	слов и	1	3
101	того что	1	3
102	на языке	2	3
103	и так	1	3
104	в качестве	16	3
105	же и	1	3
106	и они	1	3
107	и их	1	3
108	том числе	1	3
109	не случайно	1	3
110	и даже	1	3
111	превращается в	1	3
112	там где	1	3
113	тому как	2	3
114	все же	6	3
115	в пределе	3	3
116	другой стороны	2	3
117	в частности	12	3
118	одновременно и	1	3
119	и то	4	2
120	перед лицом	2	2
121	с таким	2	2
122	и со	1	2
123	он был	1	2
124	на их	1	2
125	с одной	4	2
126	но не	7	2
127	если в	1	2
128	связи и	1	2
129	вследствие чего	1	2
130	в одной	1	2
131	как в	8	2
132	вот как	1	2
133	хотя и	1	2
134	и наконец	3	2
135	бы не	1	2
136	раз в	1	2
137	так сказать	1	2
138	время и	1	2
139	одному из	1	2
140	на этом	1	2
141	может быть	16	2
142	в жизни	1	2
143	ни в	7	2
144	соответствии с	3	2
145	пародия на	1	2
146	на первый	2	2
147	в этих	3	2
148	в котором	3	2
149	с точки	2	2
150	место в	2	2
151	не столько	3	2
152	их в	2	2
153	том же	1	2
154	дело в	2	2
155	но она	3	2
156	но здесь	2	2
157	никогда не	2	2
158	как будто	3	2
159	числе и	1	2
160	к тому	1	2
161	о том	4	2
162	и это	2	2
163	им в	1	2
164	эпизода в	1	2
165	в себя	2	2
166	времени и	2	2
167	было в	3	2
168	во второй	1	2
169	поэтому в	1	2
170	с ним	1	2
171	т.п в	1	2
172	а также	8	2
173	существенную роль	1	2
174	в споре	1	2
175	одной из	1	2
176	до нас	1	2
177	себя в	6	2
178	есть в	2	2
179	уже не	3	2
180	мир в	1	2
181	в новом	1	2
182	друг друга	1	2
183	в других	1	2
184	в особенности	1	2
185	со стороны	10	2
186	именно в	2	2
187	нового времени	5	2
188	одной стороны	4	2
189	не на	2	2
190	что из	1	2
191	стороны в	1	2
192	подобного рода	1	2
193	это своего	1	2
194	о чем	2	2
195	в той	2	2
196	да и	1	2
197	о мире	1	2
198	и для	2	2
199	формы и	1	2
200	в основе	4	2
201	жизни в	3	2
202	о своем	1	2
203	между ними	1	2
204	их с	1	2
205	не может	9	2
206	из этого	1	2
207	как на	3	2
208	только в	3	2
209	в своих	6	2
210	это в	2	2
211	к этому	4	2
212	себя как	1	1
213	жизни где	1	1
214	как все	2	1
215	же как	2	1
216	это игра	1	1
217	должна быть	2	1
218	в самом	1	1
219	не была	1	1
220	он как	1	1
221	для характеристики	1	1
222	в каждый	1	1
223	ними здесь	1	1
224	принадлежит к	3	1
225	не вполне	1	1
226	как было	1	1
227	жизни как	2	1
228	но даже	1	1
229	и столь	1	1
230	жизни это	1	1
231	это время	1	1
232	момент в	2	1
233	дальнейшее развитие	1	1
234	собой в	1	1
235	он сам	1	1
236	бы мы	1	1
237	самом деле	1	1
238	эта особенность	1	1
239	конечном счете	1	1
240	отношение к	2	1
241	отличие от	12	1
242	тут же	2	1
243	за пределы	1	1
244	рассказ о	2	1
245	первый взгляд	2	1
246	и выражения	1	1
247	до его	1	1
248	стороны и	2	1
249	характера но	1	1
250	в противоположность	5	1
251	в этот	1	1
252	истины и	1	1
253	говорят о	1	1
254	в целом	2	1
255	типа как	1	1
256	право на	1	1
257	только на	1	1
258	с их	2	1
259	лица и	1	1
260	человек не	1	1
261	жизнью и	2	1
262	заявляет что	1	1
263	событие с	1	1
264	различные формы	1	1
265	к одному	1	1
266	в силу	1	1
267	смертью в	1	1
268	этого жанра	2	1
269	когда на	1	1
270	не бывает	1	1
271	одно и	2	1
272	в мире	11	1
273	об этом	1	1
274	полной мере	1	1
275	входит в	2	1
276	даже в	1	1
277	знаком с	1	1
278	только о	1	1
279	с последующим	1	1
280	центральное событие	1	1
281	в данном	7	1
282	как другие	1	1
283	на этот	1	1
284	мы не	1	1
285	о которой	1	1
286	и того	3	1
287	одного и	3	1
288	рассказа о	1	1
289	нас не	1	1
290	где мы	1	1
291	хвалы и	2	1
292	от времени	1	1
293	в отличие	12	1
294	всякий раз	2	1
295	время от	1	1
296	страха и	1	1
297	во главе	1	1
298	вплоть до	1	1
299	до известной	1	1
300	виду что	1	1
301	в обоих	2	1
302	граница между	1	1
303	непосредственно и	2	1
304	дело не	1	1
305	например не	1	1
306	на него	1	1
307	своего героя	1	1
308	в историческую	1	1
309	которого он	1	1
310	говорить о	2	1
311	в самых	1	1
312	чем не	2	1
313	основе этого	1	1
314	на язык	1	1
315	ничего не	1	1
316	между жизнью	2	1
317	при всем	1	1
318	новеллы в	1	1
319	как она	1	1
320	во всем	1	1
321	потому что	4	1
322	этом отношении	4	1
323	ему в	1	1
324	что на	2	1
325	связывается с	1	1
326	отрешиться от	1	1
327	последствиями для	1	1
328	в городе	1	1
329	но все	1	1
330	и смертью	2	1
331	в полной	1	1
332	утверждать что	1	1
333	т.е в	1	1
334	времени но	1	1
335	и образ	1	1
336	город и	1	1
337	вечности и	1	1
338	данном случае	6	1
339	здесь также	1	1
340	и от	1	1
341	почему и	1	1
342	всей своей	3	1
343	так в	1	1
344	природе своей	2	1
345	признаки его	1	1
346	по природе	2	1
347	сказано выше	1	1
348	еще в	3	1
349	она была	1	1
350	остановимся на	1	1
351	в евангельских	1	1
352	и должно	1	1
353	известной степени	1	1
354	оказываются не	1	1
355	содержали в	1	1
356	и что	1	1
357	можно сказать	3	1
358	нас в	1	1
359	и во	1	1
360	заключительная фраза	1	1
361	в конечном	1	1
362	людей в	1	1
363	для освещения	1	1
364	что и	2	1
365	и брань	1	1
366	в форме	1	1
367	еще более	1	1
368	исторического развития	1	1
369	и сердце	1	1
370	в описании	1	1
371	где происходит	1	1
372	в современной	1	1
373	быть и	1	1
374	но с	1	1
375	не как	1	1
376	традиции в	1	1
377	художественной литературе	1	1
378	будто бы	1	1
379	каждый момент	1	1
380	в литературу	1	1
381	начало в	1	1
382	с будущим	1	1
383	и ее	3	1
384	на мир	1	1
385	от них	1	1
386	профанация священного	1	1
387	для всех	1	1
388	как нечто	1	1
389	к своим	2	1
390	для него	5	1
391	которая и	1	1
392	в одном	4	1
393	не столь	2	1
394	в соответствии	2	1
395	каждый из	1	1
396	в это	1	1
397	ней и	1	1
398	как сам	1	1
399	к судьбе	1	1
400	на три	1	1
401	а с	5	1
402	мира это	1	1
403	в книге	1	1
404	в некоторых	1	1
405	было сказано	1	1
406	влияние и	1	1
407	человек в	1	1
408	на смерть	1	1
409	из героев	1	1
410	ведь для	1	1
411	и проклятия	1	1
412	и слово	1	1
413	отступления от	1	1
414	ближе к	1	1
415	ее становления	3	1
416	к лицу	1	1
417	на фоне	1	1
418	он представляет	1	1
419	на новую	1	1
420	к его	4	1
421	который бы	1	1
422	в строгом	3	1
423	к самому	1	1
424	в разговоре	1	1
425	и глубоко	1	1
426	верованиях в	1	1
427	лицом к	1	1
428	характерное для	1	1
429	и там	1	1
430	меняет свой	1	1
431	для собственно	1	1
432	с этой	1	1
433	слова и	1	1
434	в условиях	1	1
435	этом и	1	1
436	мира в	3	1
437	под названием	1	1
438	не знаем	1	1
439	которая в	2	1
440	эпизод как	1	1
441	в третьем	1	1
442	интерес к	2	1
443	не более	2	1
444	от всего	1	1
445	и роста	1	1
446	не дает	1	1
447	даже при	1	1
448	на роль	2	1
449	речи и	1	1
450	конечно как	1	1
451	почему он	1	1
452	равно как	1	1
453	с каждым	1	1
454	со всей	1	1
455	включает в	1	1
456	что в	5	1
457	как слово	1	1
