N	2gram	Bakhtin_Pr_2	DiskursI
1	в качестве	1	34
2	не только	11	28
3	в том	6	23
4	а не	7	22
5	то есть	4	20
6	том что	2	19
7	может быть	23	17
8	как и	14	16
9	и в	43	16
10	в этом	13	15
11	еще не	9	14
12	но и	14	14
13	при этом	6	13
14	и т.п	1	12
15	по своей	1	11
16	но не	5	11
17	прежде всего	10	11
18	и не	29	11
19	как в	2	10
20	далеко не	4	10
21	с другой	4	10
22	по отношению	5	9
23	в нем	12	9
24	не может	18	9
25	с одной	1	9
26	одной стороны	1	9
27	отношению к	5	9
28	но в	10	8
29	о том	5	8
30	так и	3	8
31	не было	1	7
32	в себе	5	7
33	то же	8	7
34	не в	11	7
35	в основе	1	7
36	в его	10	7
37	только в	4	7
38	высказывания в	1	6
39	в своем	4	6
40	и как	2	6
41	и на	10	5
42	во всех	4	5
43	отличие от	4	5
44	в рамках	1	5
45	тому же	3	5
46	в котором	6	5
47	в их	3	5
48	в отличие	4	5
49	в процессе	2	5
50	в себя	3	5
51	по природе	1	5
52	или иной	3	5
53	можно сказать	1	5
54	а с	2	5
55	как бы	22	5
56	к тому	4	5
57	а в	5	5
58	то что	7	5
59	в своей	4	5
60	и о	2	4
61	в которых	2	4
62	с его	4	4
63	в сторону	2	4
64	отношение к	2	4
65	и к	3	4
66	уже не	3	4
67	в целом	2	4
68	не как	6	4
69	лишь в	8	4
70	в них	4	4
71	могут быть	3	4
72	для себя	2	4
73	жанра в	1	4
74	же время	5	4
75	между тем	3	4
76	во втором	1	4
77	одной из	1	4
78	что он	13	4
79	для него	8	4
80	не обязательно	1	4
81	по своим	3	4
82	что не	2	4
83	связи с	1	4
84	что в	4	4
85	также и	3	3
86	того же	3	3
87	и потому	1	3
88	в первом	2	3
89	в каждой	2	3
90	той или	3	3
91	различия между	1	3
92	в одной	3	3
93	с этим	2	3
94	перед нами	7	3
95	в самом	7	3
96	зрения на	1	3
97	это не	3	3
98	точки зрения	13	3
99	в своих	2	3
100	однако в	1	3
101	по себе	11	3
102	в то	7	3
103	таким образом	5	3
104	ли не	1	3
105	должны быть	2	3
106	как не	1	3
107	но при	3	3
108	в ее	1	3
109	в произведении	4	3
110	времени и	2	3
111	не с	1	3
112	еще в	1	3
113	и даже	3	3
114	как жанр	1	3
115	что и	3	3
116	хотя бы	2	3
117	в данной	1	3
118	из них	2	3
119	тем что	3	3
120	при всей	1	3
121	себе не	1	3
122	по своему	2	3
123	того что	2	3
124	один из	1	3
125	все же	3	3
126	сказать что	2	3
127	другой стороны	3	3
128	отношения к	2	2
129	одним из	1	2
130	например в	2	2
131	и есть	1	2
132	к другому	5	2
133	в сущности	9	2
134	на себя	2	2
135	ему в	1	2
136	в виду	3	2
137	первого и	1	2
138	слово не	8	2
139	между собой	2	2
140	влияния на	1	2
141	в различных	3	2
142	служит для	1	2
143	но как	1	2
144	в новом	1	2
145	за пределы	3	2
146	себя в	3	2
147	опирается на	2	2
148	стороны и	3	2
149	как к	1	2
150	хотя и	5	2
151	когда он	3	2
152	целый ряд	2	2
153	литературного жанра	1	2
154	более или	3	2
155	точкой зрения	1	2
156	в этой	1	2
157	эпохи и	1	2
158	так сказать	6	2
159	не следует	1	2
160	и по	1	2
161	на этом	1	2
162	диалогические отношения	1	2
163	человека в	4	2
164	в каждом	11	2
165	об этом	2	2
166	и тем	1	2
167	не всегда	1	2
168	с человеком	2	2
169	или менее	3	2
170	в г	1	2
171	и без	2	2
172	не от	1	2
173	мысли и	2	2
174	по крайней	1	2
175	и герой	2	2
176	по мере	4	2
177	не менее	3	2
178	но они	1	2
179	что с	1	2
180	внутренней речи	2	2
181	не могло	1	2
182	нельзя не	1	2
183	и его	8	2
184	крайней мере	1	2
185	к себе	7	2
186	отличается от	2	2
187	же самое	1	2
188	числе и	1	2
189	значительной степени	1	2
190	не есть	2	2
191	и он	5	2
192	как мы	10	2
193	с ее	1	2
194	принадлежащих к	2	2
195	в пределах	16	2
196	приводит к	6	2
197	на том	2	2
198	но зато	3	2
199	в другом	7	2
200	и вообще	1	2
201	в построении	1	2
202	о нем	6	2
203	во всяком	2	2
204	и что	5	2
205	в значительной	1	2
206	и во	1	2
207	она здесь	1	2
208	в форме	2	2
209	большей или	1	2
210	к различным	2	2
211	в какой	1	2
212	и ее	3	2
213	точка зрения	1	2
214	есть в	3	2
215	уже в	2	2
216	в равной	1	2
217	или даже	1	2
218	к мысли	1	2
219	слова в	12	2
220	как их	1	2
221	в одном	12	2
222	сами по	1	2
223	как его	4	2
224	никогда не	9	2
225	никого не	1	2
226	из двух	1	2
227	здесь в	3	2
228	к которому	1	2
229	чем он	1	2
230	и др	2	2
231	героя и	5	2
232	более того	4	2
233	в рассказе	3	2
234	однако и	1	2
235	его как	1	2
236	одну из	1	2
237	о чем	1	2
238	к устному	1	2
239	автора в	1	2
240	из уст	1	2
241	что же	7	2
242	для понимания	2	2
243	высказывания и	2	2
244	в особом	1	2
245	в начале	1	2
246	к другим	1	2
247	известной степени	1	2
248	не имея	1	2
249	или в	8	2
250	о котором	1	2
251	своей собственной	1	2
252	и все	6	2
253	указывает на	2	2
254	или меньшей	1	2
255	героя в	3	2
256	речи как	2	2
