N	3gram	Voloshinov_1	Istorich
1	с другой стороны	2	7
2	в том что	2	5
3	тем не менее	1	5
4	что иное как	2	3
5	в данном случае	2	3
6	в связи с	1	3
7	мы уже видели	1	3
8	не что иное	2	3
9	том что в	1	2
10	состоит в том	1	2
11	с одним из	1	2
12	по отношению к	3	2
13	с одной стороны	2	2
14	только в связи	1	2
15	но тем не	1	2
16	таким образом мы	1	2
17	как и в	1	2
18	что в этом	1	1
19	в чем же	1	1
20	с этим же	1	1
21	подобно тому как	1	1
22	с этой точки	1	1
23	с точки зрения	5	1
24	но далеко не	1	1
25	еще тем что	1	1
26	только то что	1	1
27	можно было бы	1	1
28	и тем что	1	1
29	может быть и	1	1
30	образом мы можем	1	1
31	но там где	1	1
32	и вне этой	1	1
33	так же как	1	1
34	этой точки зрения	1	1
35	в тех случаях	1	1
36	есть не что	2	1
37	еще одну особенность	1	1
38	и вместе с	1	1
39	на самом деле	1	1
40	ничего общего с	2	1
41	равно как и	1	1
42	не может быть	4	1
43	с самого начала	2	1
44	не только на	1	1
45	на эту связь	1	1
46	на то что	1	1
47	тех случаях когда	1	1
