N	3gram	Trubetskoy_1	Analitik
1	в том что	3	7
2	по отношению к	1	7
3	с другой стороны	1	5
4	о том что	4	5
5	по крайней мере	5	4
6	в свою очередь	1	4
7	и того же	1	3
8	до известной степени	1	3
9	о полку игореве	1	3
10	в данном случае	1	3
11	то же время	2	3
12	не только не	1	3
13	той или иной	2	3
14	в то же	2	3
15	одного и того	1	3
16	к тому же	4	3
17	в этом отношении	2	3
18	крайней мере в	1	2
19	с точки зрения	6	2
20	в отличие от	1	2
21	с одной стороны	7	2
22	тем не менее	3	2
23	тем или иным	1	2
24	во всяком случае	6	2
25	в слове о	1	2
26	а в том	1	2
27	можно сказать что	2	2
28	слове о полку	1	2
29	и в сущности	1	1
30	а между тем	1	1
31	тех пор как	1	1
32	с ними в	1	1
33	не исключая и	1	1
34	из этих трех	1	1
35	одной из этих	1	1
36	в самом деле	1	1
37	до сих пор	5	1
38	в таком случае	1	1
39	и далее в	1	1
40	таким образом в	2	1
41	но они не	1	1
42	одной стороны с	1	1
43	может и не	1	1
44	что мы знаем	1	1
45	с тех пор	2	1
46	но и как	1	1
47	случае мы имеем	1	1
48	своей ролью в	1	1
49	в общем контексте	1	1
50	к этому что	1	1
51	тот факт что	1	1
52	так и в	1	1
53	которые могли бы	1	1
54	и в этой	1	1
55	а с другой	5	1
56	а не как	1	1
57	всяком случае не	3	1
58	в ритмическом отношении	1	1
59	так или иначе	3	1
60	не в том	1	1
61	в связи с	3	1
62	все что мы	1	1
63	к лицу с	1	1
64	мы знаем о	1	1
65	как бы в	1	1
66	лицом к лицу	1	1
67	для того чтобы	5	1
68	не только как	1	1
69	один и тот	1	1
70	и все же	1	1
71	не может быть	1	1
72	но с другой	1	1
73	с другой с	1	1
74	в первом случае	1	1
75	в одном из	1	1
76	в связь с	1	1
77	и т.д в	1	1
78	именно потому что	1	1
79	речь идет о	1	1
80	с этого момента	1	1
81	в этой роли	1	1
82	все это было	1	1
83	в себе не	1	1
84	что и в	1	1
85	и тот же	1	1
