N	2gram	Medvedev_F_1	Komedia
1	и в	24	26
2	в г	1	17
3	едва ли	1	14
4	и не	20	14
5	и его	10	12
6	к тому	3	12
7	так и	18	12
8	может быть	14	11
9	в том	6	11
10	в этом	15	10
11	но и	7	10
12	том что	1	9
13	если бы	4	9
14	вместе с	2	9
15	что в	4	9
16	ясно что	3	8
17	было бы	6	8
18	и на	8	7
19	не только	7	7
20	на себя	1	7
21	что и	2	7
22	из них	1	7
23	еще не	6	6
24	в своем	11	6
25	в нем	14	6
26	таким образом	13	6
27	в то	9	6
28	того чтобы	1	6
29	потому что	1	6
30	и здесь	6	6
31	в двух	1	6
32	наряду с	1	6
33	то что	8	6
34	в которой	4	5
35	с его	4	5
36	что он	3	5
37	так что	1	5
38	в истории	4	5
39	независимо от	4	5
40	с этим	2	5
41	ни в	2	5
42	с тем	2	5
43	и с	8	5
44	в н	1	5
45	один из	3	5
46	к этому	1	5
47	хотя и	1	4
48	в самом	5	4
49	в целом	6	4
50	из этих	1	4
51	с их	1	4
52	в них	3	4
53	как и	11	4
54	в этих	1	4
55	место в	7	4
56	тому что	1	4
57	не менее	11	4
58	не по	3	4
59	как мы	5	4
60	что у	1	4
61	еще в	2	4
62	его в	3	4
63	между тем	2	4
64	в его	23	4
65	только в	2	4
66	же в	3	4
67	так как	1	4
68	у него	1	4
69	что для	1	4
70	прежде всего	22	4
71	мира в	2	4
72	в частности	4	4
73	как это	6	4
74	все же	3	4
75	и для	1	4
76	и от	7	4
77	одной из	2	4
78	точки зрения	16	4
79	например в	1	3
80	тех же	2	3
81	в котором	1	3
82	то же	10	3
83	в их	11	3
84	той же	1	3
85	вопрос о	2	3
86	это время	1	3
87	в ней	10	3
88	во всех	5	3
89	но не	3	3
90	по отношению	4	3
91	как в	8	3
92	что касается	1	3
93	но в	5	3
94	так или	1	3
95	в этой	6	3
96	как он	1	3
97	друг другу	1	3
98	но все	2	3
99	в каждом	3	3
100	могла бы	2	3
101	при всем	1	3
