N	3gram	Tiupa_Narr_1	Dialekti
1	по крайней мере	1	9
2	с точки зрения	2	8
3	в том что	8	6
4	пространства и времени	1	4
5	то или иное	2	4
6	в связи с	2	4
7	только то что	1	4
8	то же время	3	4
9	о том что	6	4
10	с другой стороны	4	4
11	что иное как	2	3
12	не может не	2	3
13	в самом деле	1	3
14	в таком случае	2	3
15	сами по себе	2	3
16	в то же	3	3
17	может быть и	1	3
18	сам по себе	1	3
19	не что иное	2	3
20	содержит в себе	1	3
21	может содержать в	1	3
22	по себе не	1	3
23	не может быть	5	3
24	можно сказать что	4	3
25	не в состоянии	1	2
26	в той или	2	2
27	иметь в виду	1	2
28	более или менее	2	2
29	как это было	1	2
30	до сих пор	1	2
31	в силу своей	1	2
32	может быть только	1	2
33	что это за	1	2
34	в данном случае	4	2
35	не только в	2	2
36	есть так или	1	2
37	тем не менее	3	2
38	так или иначе	2	2
39	есть не что	1	2
40	само по себе	1	2
41	но это не	1	2
42	и прежде всего	1	2
43	то же самое	1	2
44	точки зрения и	1	1
45	том что в	1	1
46	и то что	1	1
47	что несмотря на	1	1
48	только потому что	1	1
49	это то что	1	1
50	человек и как	1	1
51	не только о	2	1
52	нет у него	2	1
53	на самом деле	1	1
54	и даже не	1	1
55	подобно тому как	2	1
56	в этом смысле	1	1
57	так и его	1	1
58	же как и	1	1
59	из двух или	1	1
60	не было и	1	1
61	и в то	1	1
62	бы то ни	3	1
63	в этом отношении	3	1
64	том что именно	1	1
65	что не только	1	1
66	точно так же	2	1
67	по направлению к	1	1
68	не то что	2	1
69	ту или иную	2	1
70	так же как	2	1
71	это дает нам	1	1
72	и с точки	1	1
73	с одной стороны	7	1
74	на первый взгляд	2	1
75	и не быть	1	1
76	и при этом	1	1
77	содержащий в себе	1	1
78	все же не	4	1
79	ни на что	1	1
80	в нем не	1	1
81	все равно что	1	1
82	исторического бытия и	1	1
83	на что не	1	1
84	в этой формуле	1	1
85	на ту или	1	1
86	но о том	1	1
87	при всей своей	2	1
88	а не только	1	1
89	в свое время	1	1
90	именно в том	2	1
91	друг с другом	1	1
92	того или иного	2	1
93	и как бы	1	1
94	не имеет значения	1	1
95	свою силу и	1	1
96	и как будто	1	1
97	может быть без	1	1
98	уже более не	1	1
99	ни с чем	1	1
100	той или иной	4	1
101	речь идет о	2	1
102	но все же	4	1
103	он не есть	1	1
104	может и не	1	1
105	есть прежде всего	1	1
106	как мы уже	1	1
107	то что они	1	1
108	том что он	1	1
109	к тому же	4	1
110	по себе а	1	1
111	независимо от того	1	1
112	обратим внимание на	1	1
