N	3gram	Bakhtin_sl_2	Istorich
1	и т д	2	24
2	в этих случаях	1	7
3	до сих пор	2	5
4	с другой стороны	1	4
5	не может быть	15	4
6	но все же	4	4
7	в этом случае	6	3
8	мы видели что	1	3
9	на то что	1	3
10	как мы видели	1	3
11	о том что	1	2
12	в средние века	1	2
13	не только в	2	2
14	так и в	3	2
15	в другом случае	1	2
16	в связи с	2	2
17	тем не менее	1	2
18	мы увидим что	1	2
19	различных источника один	1	1
20	и может быть	1	1
21	и связанные с	2	1
22	и действует в	1	1
23	в том числе	1	1
24	и как мы	1	1
25	дело не только	1	1
26	и не только	1	1
27	и не может	1	1
28	в зависимости от	4	1
29	что он не	1	1
30	не можем здесь	1	1
31	но и в	1	1
32	можем здесь входить	1	1
33	может быть только	1	1
34	может быть и	2	1
35	и могут быть	1	1
36	чем перейти к	1	1
37	а не только	1	1
38	все же он	1	1
39	не могут быть	2	1
40	во всех этих	1	1
41	не только как	1	1
42	и в особенности	2	1
43	хотя и в	1	1
44	в широком смысле	1	1
45	другой стороны способность	1	1
46	вовсе не в	1	1
47	мы не можем	1	1
48	вообще не знает	1	1
49	и наконец даже	1	1
50	здесь входить в	1	1
51	именно так как	1	1
52	в большинстве случаев	5	1
53	в узком смысле	4	1
54	всех этих случаях	1	1
55	как и в	1	1
56	только с помощью	1	1
