N	2gram	Tiupa_Lite_3	Formalny
1	и в	16	24
2	художественного произведения	2	23
3	в его	6	23
4	прежде всего	3	22
5	и не	22	20
6	так и	9	18
7	точки зрения	7	16
8	не может	8	16
9	в этом	14	15
10	в нем	2	14
11	может быть	12	14
12	с точки	3	13
13	и т	1	12
14	в своем	1	11
15	как и	5	11
16	в своей	7	11
17	в их	1	11
18	не менее	2	11
19	должно быть	4	11
20	социальной жизни	1	11
21	в ней	1	10
22	то же	9	10
23	вовсе не	1	10
24	и ее	2	10
25	и его	6	10
26	и их	1	10
27	а не	12	10
28	в то	9	9
29	в процессе	1	9
30	и потому	2	9
31	все это	1	9
32	и на	2	8
33	как в	5	8
34	и с	2	8
35	лишь в	5	8
36	не в	10	8
37	произведения в	3	8
38	же время	7	8
39	в ее	5	8
40	именно в	5	8
41	то что	12	8
42	в свою	2	8
43	на самом	1	7
44	с ее	3	7
45	не только	14	7
46	место в	4	7
47	жизни и	3	7
48	в единстве	3	7
49	до конца	4	7
50	и от	1	7
51	но и	14	7
52	отношения к	3	6
53	еще не	6	6
54	самом деле	3	6
55	отнюдь не	3	6
56	более или	1	6
57	в целом	5	6
58	в этой	8	6
59	как бы	8	6
60	входит в	4	6
61	или менее	1	6
62	она не	1	6
63	свою очередь	1	6
64	в том	12	6
65	было бы	2	6
66	в живом	2	6
67	как это	3	6
68	художественное произведение	2	6
69	направления в	1	6
70	и все	1	6
71	а в	5	6
72	хотя бы	1	5
73	во всех	2	5
74	но в	3	5
75	в самом	3	5
76	при этом	15	5
77	в понимании	1	5
78	по себе	2	5
79	и до	1	5
80	у нас	2	5
81	как мы	2	5
82	искусства и	3	5
83	непосредственно в	1	5
84	в литературе	1	5
85	того что	9	5
86	только на	1	5
87	со стороны	7	5
88	с другой	6	5
89	художественной воли	1	5
90	лишь как	1	5
91	в искусстве	1	5
92	с его	6	4
93	по отношению	4	4
94	в истории	1	4
95	независимо от	1	4
96	и к	3	4
97	не как	2	4
98	в мире	16	4
99	с другими	1	4
100	искусства в	1	4
101	как о	2	4
102	друг друга	1	4
103	как на	3	4
104	целом и	2	4
105	оно не	2	4
106	никогда не	4	4
107	если бы	2	4
108	для этого	1	4
109	познания и	1	4
110	с одной	4	4
111	конечно не	1	4
112	т п	1	4
113	литературного произведения	1	4
114	одной стороны	4	4
115	в связи	1	4
116	в частности	11	4
117	отношению к	4	4
118	стороны и	2	4
119	с этой	2	4
120	что в	2	4
121	к этой	1	4
122	так же	2	4
123	это и	1	3
124	и изнутри	1	3
125	по аналогии	2	3
126	время в	2	3
127	бы то	2	3
128	в литературоведении	1	3
129	но не	4	3
130	со всеми	2	3
131	в общем	1	3
132	отношение к	2	3
133	все же	2	3
134	когда он	2	3
135	и как	3	3
136	и наконец	3	3
137	в себе	6	3
138	жизнь как	2	3
139	так сказать	1	3
140	он не	1	3
141	оно должно	1	3
142	в каждом	1	3
143	то ни	2	3
144	значение в	1	3
145	на все	1	3
146	его в	2	3
147	в жизни	8	3
148	в них	1	3
149	со всей	2	3
150	в трудах	1	3
151	они не	1	3
152	в отношении	1	3
153	тем самым	7	3
154	в основе	5	3
155	связи с	2	3
156	не по	1	3
157	к тому	6	3
158	здесь не	2	3
159	жизнь и	1	3
160	об искусстве	4	3
161	влияние на	1	3
162	аналогии с	1	3
163	борьба с	1	3
164	бы в	1	3
165	наконец в	3	3
166	и всякое	1	3
167	один из	2	3
168	и других	1	3
169	для него	2	3
170	и даже	2	3
171	в области	3	3
172	бытия в	2	3
173	не было	1	3
174	в россии	1	3
175	произведение в	1	3
176	произведения искусства	1	3
177	на фоне	1	3
178	в художественном	1	3
179	ничем не	1	3
180	но это	1	3
181	это последнее	2	3
182	более того	3	3
183	у них	1	3
184	же в	2	3
185	исторической поэтики	1	3
186	что он	5	3
187	тех же	1	2
188	оно было	1	2
189	в году	5	2
190	его не	1	2
191	вопрос о	2	2
192	но напротив	1	2
193	в создании	1	2
194	во внешнем	1	2
195	всякого искусства	1	2
196	уже как	1	2
197	друг от	1	2
198	нет и	1	2
199	за пределы	1	2
200	идет о	1	2
201	с этим	1	2
202	однако не	3	2
203	в действительности	1	2
204	он в	2	2
205	в нашем	1	2
206	герой романа	1	2
