N	2gram	Vinokur_St_1	FransuaR
1	и в	44	29
2	то есть	2	21
3	таким образом	7	20
4	и не	16	16
5	в эпоху	2	15
6	в этой	11	13
7	и все	2	13
8	но в	10	12
9	как и	9	12
10	и на	1	11
11	в этом	21	11
12	так и	9	11
13	то же	5	10
14	не только	18	10
15	во время	3	10
16	в то	9	10
17	как мы	1	10
18	все эти	5	9
19	и с	3	9
20	его в	2	9
21	в конце	3	9
22	вовсе не	19	9
23	но и	10	9
24	же время	4	8
25	и его	8	8
26	в его	9	8
27	прежде всего	7	8
28	как бы	4	8
29	в них	1	7
30	в том	36	7
31	так как	5	7
32	еще и	2	7
33	так же	5	7
34	в сущности	2	6
35	своего рода	3	6
36	но он	2	6
37	здесь в	1	6
38	из них	8	6
39	это и	4	5
40	и до	1	5
41	что это	4	5
42	в нем	5	5
43	в своей	6	5
44	до конца	1	5
45	и о	1	5
46	это не	8	5
47	это место	2	5
48	у него	2	5
49	далеко не	1	5
50	сказать что	7	5
51	и по	5	5
52	того же	3	5
53	также и	9	4
54	на самом	6	4
55	и есть	1	4
56	в которой	4	4
57	еще не	3	4
58	с его	1	4
59	в нашем	1	4
60	конце концов	1	4
61	связанные с	3	4
62	были в	1	4
63	которую он	1	4
64	точки зрения	11	4
65	но они	1	4
66	в плане	1	4
67	в результате	3	4
68	что он	10	4
69	конечно не	2	4
70	тем что	5	4
71	с другой	9	4
72	и др	1	4
73	но это	6	4
74	все это	5	4
75	перед нами	1	4
76	то что	18	4
77	жизни и	5	4
78	здесь и	1	3
79	и за	3	3
80	той же	5	3
81	в ней	3	3
82	в чем	3	3
83	но как	1	3
84	как к	3	3
85	в своем	2	3
86	то в	3	3
87	в себе	2	3
88	при этом	2	3
89	он не	2	3
90	всех этих	2	3
91	в узком	1	3
92	и вот	1	3
93	и сам	2	3
94	для того	10	3
95	этой традиции	1	3
96	такой же	5	3
97	том что	29	3
98	того чтобы	11	3
99	вот это	1	3
100	в разных	1	3
101	по своей	2	3
102	конечно и	3	3
103	и вполне	3	3
104	в ее	4	3
105	с самого	1	3
106	что у	4	3
107	образом в	1	3
108	там же	1	3
109	к нему	2	3
110	отметить что	2	3
111	того что	9	3
112	что здесь	2	3
113	и так	3	3
114	в качестве	4	3
115	этой системе	1	3
116	же и	4	3
117	и других	1	3
118	и их	2	3
119	ведь это	1	3
120	том числе	2	3
121	и даже	5	3
122	превращается в	2	3
123	на эту	4	3
124	там где	5	3
125	некоторые из	1	3
126	с него	1	3
127	нужно отметить	1	3
128	все же	8	3
129	что значит	1	3
130	у них	1	3
131	тот же	1	3
132	другой стороны	7	3
133	в частности	4	3
134	как известно	1	2
135	по адресу	1	2
136	и то	5	2
