N	3gram	Losev_Vlad_2	StatiiOP
1	в том что	9	16
2	о том что	3	11
3	в этом отношении	1	9
4	и т д	1	6
5	том что он	2	5
6	до сих пор	1	5
7	в письме к	4	5
8	вместе с тем	1	5
9	для того чтобы	1	5
10	дело в том	3	4
11	после того как	2	4
12	во всяком случае	6	3
13	с самого начала	1	3
14	в том же	2	2
15	с точки зрения	3	2
16	в отличие от	3	2
17	бы то ни	1	2
18	то что в	1	2
19	в это время	4	2
20	вот что писал	1	2
21	не в том	3	2
22	для него самого	1	2
23	то что он	3	2
24	более или менее	3	2
25	в самом деле	1	2
26	но все же	1	2
27	на то что	2	2
28	за то что	1	2
29	по этому поводу	1	2
30	тем не менее	6	2
31	к тому же	1	2
32	но кроме того	1	1
33	да и в	1	1
34	что в этом	1	1
35	в году как	1	1
36	на неопределенное время	1	1
37	между прочим и	2	1
38	в конце года	1	1
39	не говоря уже	2	1
40	в настоящее время	2	1
41	но и по	1	1
42	и по существу	1	1
43	в этом смысле	1	1
44	он не только	1	1
45	с этим не	1	1
46	то что с	1	1
47	что же касается	5	1
48	в своей работе	1	1
49	он не может	1	1
50	а в начале	1	1
51	что он уже	1	1
52	по возвращении в	1	1
53	сам по себе	2	1
54	в той же	1	1
55	о чем он	1	1
56	не имеет никакого	2	1
57	в первую очередь	1	1
58	из письма к	1	1
59	года в которой	1	1
60	говоря уже о	2	1
61	точно так же	3	1
62	на этот вопрос	1	1
63	не говорится о	1	1
64	никогда не был	2	1
65	и в области	1	1
66	в котором все	2	1
67	он никогда не	2	1
68	в них нет	1	1
69	в своем отношении	1	1
70	уже на первом	1	1
71	в данном случае	2	1
72	себе отчет в	1	1
73	на французском языке	3	1
74	в высшей степени	1	1
75	в конце концов	3	1
76	в этом споре	2	1
77	как и вообще	1	1
78	к одному из	1	1
79	так или иначе	3	1
80	своем отношении к	1	1
81	в связи с	8	1
82	но вместе с	1	1
83	к концу этого	1	1
84	и едва ли	1	1
85	не обходилось без	1	1
86	и в котором	1	1
87	и в том	1	1
88	в свое время	1	1
89	этот вопрос в	1	1
90	а то что	2	1
91	между прочим следующее	1	1
92	то же время	3	1
93	не могли быть	1	1
94	дело не обходилось	1	1
95	не то что	2	1
96	уже потому что	1	1
97	имел в виду	1	1
98	заключается в том	2	1
99	в то время	6	1
100	в том чтобы	2	1
101	в свою очередь	2	1
102	в этом случае	1	1
103	что в его	1	1
104	к выводу что	1	1
105	ничего общего с	1	1
106	нужно сказать что	1	1
107	еще более резко	1	1
108	на основании анализа	1	1
109	во второй половине	2	1
110	но и вполне	2	1
111	в то же	3	1
112	можно судить по	4	1
113	то время к	1	1
114	в том числе	1	1
115	был напечатан в	1	1
116	прочим и в	1	1
117	как мы видели	2	1
