N	3gram	Vinokur_Vv_1	KulturaY
1	и т п	5	41
2	с точки зрения	2	16
3	в самом деле	5	11
4	для того чтобы	21	11
5	можно было бы	3	10
6	тем не менее	8	9
7	до сих пор	5	8
8	в том что	12	8
9	и т д	37	8
10	в зависимости от	1	7
11	той или иной	1	5
12	тех пор пока	1	4
13	в этом случае	6	4
14	в данном случае	4	4
15	с одной стороны	4	4
16	и в этом	3	4
17	в связи с	2	4
18	до тех пор	1	4
19	и в самом	3	4
20	после того как	2	4
21	только тогда когда	1	4
22	зависимости от того	1	3
23	на самом деле	1	3
24	того или иного	1	3
25	сам по себе	1	3
26	можно говорить о	1	3
27	бы сказать что	1	3
28	было бы сказать	1	3
29	и тем не	3	3
30	то обстоятельство что	1	3
31	языка т е	1	3
32	в том чтобы	5	3
33	не только в	4	3
34	не только как	3	3
35	с другой стороны	5	3
36	не может быть	8	3
37	в силу которых	1	3
38	о том что	12	3
39	смысле этого слова	2	2
40	сплошь да рядом	1	2
41	и того же	2	2
42	по отношению к	4	2
43	не говоря уже	2	2
44	принять во внимание	2	2
45	только в том	2	2
46	тем что она	1	2
47	говоря уже о	1	2
48	того что сказано	1	2
49	в отличие от	3	2
50	только то что	1	2
51	совершенно ясно что	1	2
52	том что не	1	2
53	т е на	1	2
54	от того что	1	2
55	в первом случае	2	2
56	занятия по языку	1	2
57	в известном смысле	3	2
58	потому что в	1	2
59	не в том	2	2
60	не могут быть	2	2
61	только после того	2	2
62	лишь в том	1	2
63	русского языка и	1	2
64	в русском языке	1	2
65	то или иное	1	2
66	одного и того	2	2
67	сама по себе	3	2
68	дело не в	1	2
69	в большей степени	2	2
70	как мы видели	2	2
71	в свое время	2	2
72	уже не только	1	2
73	только в особых	1	1
74	точки зрения например	1	1
75	потому что он	2	1
76	силу которых мы	1	1
77	в сущности уже	1	1
78	должна быть положена	1	1
79	на этот вопрос	3	1
80	язык есть не	1	1
81	мере в какой	4	1
82	что же касается	2	1
83	пока мы говорим	1	1
84	в целом ряде	2	1
85	в чем же	3	1
86	этот вопрос мы	1	1
87	внимание на те	1	1
88	прежде всего в	1	1
89	и той же	2	1
90	ответить на этот	1	1
91	хотя бы уже	1	1
92	после этого уже	1	1
93	также и в	2	1
94	его грамматическую систему	1	1
95	в этом смысле	10	1
96	эта установка на	1	1
97	то же самое	2	1
98	т д и	1	1
99	он мог бы	1	1
100	по своему значению	2	1
101	мы имеем право	1	1
102	уже в том	1	1
103	свое значение и	2	1
104	не только слово	1	1
105	здесь не место	1	1
106	это еще не	2	1
107	в другом месте	2	1
108	в строгом смысле	3	1
109	бы то ни	1	1
110	но и в	1	1
111	каждой из этих	1	1
112	том чтобы выяснить	1	1
113	т д но	5	1
114	а так как	2	1
115	но в этом	1	1
116	из того что	1	1
117	в собственном смысле	2	1
118	она есть не	1	1
119	с тем что	3	1
120	уже само по	1	1
121	по крайней мере	4	1
122	не иначе как	1	1
123	обратить внимание на	2	1
124	в той мере	4	1
125	формы но также	1	1
126	особых пояснений понятно	1	1
127	но и как	1	1
128	с этой точки	1	1
129	и должно составить	1	1
130	вместе с тем	3	1
131	не то что	1	1
132	и дело что	1	1
133	самом деле как	1	1
134	в известной мере	2	1
135	а кроме того	1	1
136	на время в	1	1
137	может быть и	2	1
138	ту или иную	1	1
139	было до сих	1	1
140	хотя бы и	2	1
141	ставит себе целью	1	1
142	если же мы	1	1
143	чтобы понять что	1	1
144	он есть и	1	1
145	как об искусстве	2	1
146	так же как	1	1
147	может быть не	1	1
148	не потому что	1	1
149	пояснений понятно что	1	1
150	заключается в том	3	1
151	заключается не только	1	1
152	и не могут	2	1
153	без особых пояснений	1	1
154	в общем смысле	1	1
155	все эти отдельные	1	1
156	т е с	1	1
157	именно на этом	2	1
158	это не только	2	1
159	как уже сказано	1	1
160	языка в отличие	1	1
161	в одном случае	1	1
162	т е в	4	1
163	работы и в	1	1
164	в этом ее	1	1
165	тем или иным	1	1
166	о языке как	1	1
167	собственном смысле слова	1	1
168	во всяком случае	3	1
169	в том отношении	3	1
170	понимается нами не	1	1
171	том-то и дело	1	1
172	когда мы говорим	1	1
173	тем что в	1	1
174	на вопрос о	4	1
175	этой точки зрения	1	1
176	собственном смысле этого	1	1
177	а в том	1	1
178	по меньшей мере	2	1
179	то же время	5	1
180	самом деле есть	1	1
181	уже потому что	1	1
182	вовсе не в	2	1
183	но также и	9	1
184	же самое что	2	1
185	от прочих наук	1	1
186	входить в подробное	1	1
187	в свою очередь	1	1
188	что в ней	1	1
189	само по себе	3	1
190	но дело не	2	1
191	смысл отношений между	1	1
192	со стороны ее	1	1
193	имеет своей целью	1	1
194	в общем случае	4	1
195	и прежде всего	1	1
196	можно считать не	1	1
197	но все же	3	1
198	том отношении что	3	1
199	а отсюда и	2	1
200	мы говорим о	1	1
201	лишь как указание	1	1
202	таких выражений как	1	1
203	мы имеем в	1	1
204	как мы видим	1	1
205	заключается вовсе не	1	1
206	в данном отношении	2	1
207	в то же	5	1
208	в ряду прочих	1	1
209	в том-то и	1	1
210	по этому поводу	2	1
211	к тому что	1	1
212	одной и той	2	1
213	в котором можно	1	1
214	т е о	1	1
215	той мере в	4	1
216	тех или иных	3	1
217	имеется в виду	1	1
218	вопросом об отношении	1	1
219	как указание на	1	1
220	пользоваться письменным словом	1	1
221	а именно в	1	1
222	уже о том	1	1
223	еще не значит	1	1
