N	2gram	Tiupa_Narr_1	Problemy
1	и не	23	31
2	и в	11	29
3	в его	6	24
4	может быть	15	24
5	в этом	12	22
6	а не	13	22
7	в нем	4	19
8	точки зрения	5	19
9	как бы	6	19
10	для него	4	18
11	не только	31	15
12	то что	9	15
13	то же	8	14
14	не как	1	14
15	и его	10	14
16	но и	27	14
17	в пределах	2	13
18	с точки	1	13
19	уже не	8	13
20	точка зрения	5	12
21	таким образом	1	12
22	как и	13	12
23	не может	8	12
24	о себе	1	12
25	в самом	6	10
26	в то	4	10
27	только в	12	10
28	в одном	4	10
29	там где	1	10
30	героя и	2	10
31	с его	4	9
32	все же	4	9
33	это не	3	9
34	если бы	7	9
35	в единство	1	9
36	же время	4	9
37	о нем	3	9
38	одного сознания	1	9
39	но не	4	9
40	в романе	2	9
41	по отношению	3	8
42	что в	3	8
43	по себе	4	8
44	как не	1	8
45	в том	8	8
46	что он	3	8
47	потому что	5	8
48	до конца	2	8
49	в своем	3	8
50	в своей	5	8
51	отношению к	3	8
52	и на	5	7
53	и как	3	7
54	но в	7	7
55	в себе	6	7
56	входит в	2	7
57	с другими	1	7
58	том что	7	7
59	не в	6	7
60	она не	2	7
61	так и	5	7
62	в форме	2	7
63	прежде всего	4	7
64	а в	13	7
65	одним из	1	6
66	самом деле	3	6
67	так же	1	6
68	как в	4	6
69	в целом	3	6
70	что она	1	6
71	в мире	4	6
72	его в	1	6
73	точку зрения	1	6
74	могут быть	1	6
75	к нему	4	6
76	на мир	1	6
77	в конце	2	6
78	так как	1	6
79	как раз	6	6
80	и потому	1	6
81	все это	1	6
82	на самом	1	5
83	это и	1	5
84	в зависимости	2	5
85	той же	1	5
86	зависимости от	2	5
87	у него	7	5
88	перед нами	5	5
89	он не	3	5
90	но все	1	5
91	он и	2	5
92	автора и	1	5
93	не становится	1	5
94	мир и	1	5
95	в сущности	2	5
96	и о	3	5
97	еще не	4	5
98	с ним	2	5
99	ничего не	2	5
100	между тем	3	5
101	именно в	3	5
102	мира в	4	5
103	в творчестве	1	5
104	сознания и	1	5
105	во всяком	2	5
106	и т	1	4
107	идет о	3	4
108	и самого	2	4
109	тем как	1	4
110	в едином	2	4
111	и наконец	1	4
112	в этой	6	4
113	так сказать	2	4
114	человека в	2	4
115	или наконец	1	4
116	в авторском	1	4
117	что было	1	4
118	их в	3	4
119	даже в	1	4
120	раз и	1	4
121	как мы	2	4
122	в произведении	2	4
123	и с	3	4
124	но у	1	4
125	из одного	1	4
126	в литературе	4	4
127	он есть	1	4
128	тем что	1	4
129	что и	1	4
130	не было	3	4
131	не на	1	4
132	его как	1	4
133	но это	1	4
134	и для	2	4
135	в результате	2	4
136	героя в	3	4
137	они не	1	4
138	отношении к	1	3
139	например в	1	3
140	ни один	1	3
141	он сам	3	3
142	не входит	1	3
143	в особом	1	3
144	уже в	1	3
145	диалог в	1	3
146	и до	1	3
147	но именно	3	3
148	подобно тому	3	3
149	лишь на	1	3
150	далеко не	1	3
151	в их	1	3
152	тому что	1	3
153	одна из	4	3
154	никогда не	4	3
155	как будто	3	3
156	этом отношении	3	3
157	отличается от	1	3
158	для его	1	3
159	оно не	2	3
160	если же	1	3
161	только то	1	3
162	приводит к	1	3
163	и здесь	1	3
164	с другой	2	3
165	бытия в	1	3
166	но как	3	3
167	во времени	9	3
168	и у	1	3
169	героя с	1	3
170	не из	1	3
171	всяком случае	2	3
172	сами по	2	3
173	друг друга	2	3
174	само по	1	3
175	точек зрения	2	3
176	нового времени	1	3
177	в человеке	1	3
178	тому как	3	3
179	и слово	1	3
180	в пространстве	3	3
181	не знает	1	3
182	сказать что	2	3
183	другой стороны	2	3
184	была бы	1	3
185	все что	2	3
186	обращено к	2	2
187	если б	1	2
188	не поддается	1	2
189	и есть	1	2
190	мы уже	1	2
191	в которой	1	2
192	на себя	4	2
193	и со	1	2
194	из которых	1	2
195	в ней	4	2
196	бы то	1	2
197	отношение к	1	2
198	тоже не	1	2
199	в той	2	2
200	его на	1	2
201	с этим	1	2
202	чужое слово	1	2
203	и к	1	2
204	в противоположность	1	2
205	тут и	1	2
206	мира но	1	2
207	всей его	1	2
208	то ни	1	2
209	при этом	19	2
210	а его	2	2
211	в жизни	3	2
212	со своими	1	2
213	и уже	1	2
214	в один	1	2
215	в котором	1	2
216	и благодаря	1	2
217	в которых	1	2
218	у тургенева	2	2
219	героя но	2	2
220	однако в	3	2
221	окружающей действительности	1	2
222	но они	3	2
223	как можно	1	2
224	и внутренние	1	2
225	поэтому в	1	2
226	какой бы	1	2
227	жизни не	1	2
228	связи с	2	2
229	в сознании	4	2
230	не давая	1	2
231	к себе	4	2
232	данном случае	8	2
233	голоса в	1	2
234	слова а	1	2
235	и сам	1	2
236	что может	2	2
237	начала и	3	2
238	он писал	1	2
239	с героем	1	2
240	то они	2	2
241	никак не	2	2
242	а потому	1	2
243	наконец в	1	2
244	в художественной	1	2
245	по своим	2	2
246	звучит как	1	2
247	один из	6	2
248	тот же	1	2
249	хотя бы	2	2
250	тем или	2	2
251	они могут	2	2
252	и ее	3	2
253	значимость и	2	2
254	слова героя	1	2
255	то и	1	2
256	ни одного	1	2
257	ни было	1	2
258	его сознания	1	2
259	или даже	1	2
260	его и	2	2
261	него нет	1	2
262	произведения и	1	2
263	не о	2	2
264	его произведениях	1	2
