N	2gram	Vygotskiy__2	VrazhdaK
1	не только	15	9
2	в этом	19	8
3	и в	15	8
4	и что	8	8
5	но и	10	7
6	и все	3	7
7	то что	20	7
8	что в	14	7
9	все же	4	6
10	но в	6	6
11	в нем	1	6
12	как и	6	6
13	в котором	2	6
14	и с	4	6
15	в начале	4	6
16	и даже	5	6
17	то же	5	5
18	об этом	3	5
19	между тем	1	5
20	у него	2	5
21	и не	7	5
22	в ней	1	4
23	что он	12	4
24	в истории	6	4
25	целый ряд	2	4
26	при этом	3	4
27	это не	5	4
28	несмотря на	4	4
29	все это	4	4
30	в виду	6	4
31	с ним	3	4
32	о том	9	4
33	для нас	4	4
34	уже в	5	4
35	может быть	9	4
36	как бы	7	4
37	в своих	1	4
38	так же	4	4
39	речь идет	2	3
40	я не	1	3
41	он был	1	3
42	в чем	1	3
43	с его	4	3
44	в своем	9	3
45	и как	2	3
46	раз в	2	3
47	на то	6	3
48	его в	1	3
49	он не	7	3
50	том что	27	3
51	что есть	1	3
52	и его	4	3
53	связи с	9	3
54	по нашему	1	3
55	и о	1	3
56	что у	3	3
57	и во	1	3
58	в его	2	3
59	в том	33	3
60	тем что	2	3
61	в связи	6	3
62	эти слова	1	3
63	наряду с	2	3
64	мысль на	1	3
65	к этому	4	3
66	же как	2	2
67	и то	1	2
68	на место	2	2
69	и он	1	2
70	он сам	3	2
71	столь же	2	2
72	но как	1	2
73	ответ на	1	2
74	человека с	1	2
75	отнюдь не	2	2
76	в известном	2	2
77	в той	1	2
78	его на	1	2
79	в этой	6	2
80	в себе	2	2
81	время и	1	2
82	после этого	2	2
83	о которой	1	2
84	в нашей	1	2
85	их в	4	2
86	таким образом	14	2
87	мне и	1	2
88	в них	4	2
89	рядом с	1	2
90	а с	4	2
91	мы знаем	7	2
92	на первый	1	2
93	в эту	4	2
94	во время	3	2
95	точки зрения	26	2
96	в своей	4	2
97	и ее	3	2
98	с точки	18	2
99	место в	1	2
100	том же	2	2
101	одна из	1	2
102	никогда не	8	2
103	друга при	1	2
104	в момент	1	2
105	к себе	2	2
106	его с	2	2
107	на это	1	2
108	и это	3	2
109	на основе	7	2
110	а также	2	2
111	там же	1	2
112	этот момент	1	2
113	тем более	3	2
114	по мнению	1	2
115	при помощи	4	2
116	из них	3	2
117	для него	3	2
118	от сознания	1	2
119	к ним	1	2
120	как раз	4	2
121	и т.п	7	2
122	с которым	1	2
123	начиная с	1	2
124	не может	9	2
125	вместе с	6	2
126	в среде	1	2
127	но это	1	2
128	очень хорошо	2	2
129	а в	4	2
130	личность и	1	2
131	широкое распространение	1	1
132	себя как	1	1
133	как известно	6	1
134	от этой	1	1
135	этого в	1	1
136	ко всем	1	1
137	также и	2	1
138	человека и	3	1
139	рассматривать в	1	1
140	того же	3	1
141	шаг за	1	1
142	это и	1	1
143	идет о	3	1
144	и есть	2	1
145	что слово	1	1
146	а от	1	1
147	не хочет	1	1
148	по преимуществу	1	1
149	едва ли	7	1
150	в их	2	1
151	по его	1	1
152	из всех	2	1
153	полагает что	5	1
154	его концепцию	1	1
155	той же	2	1
156	ни со	1	1
157	что уже	1	1
158	он как	2	1
159	еще до	1	1
160	говорить о	2	1
161	один пример	1	1
162	одном из	1	1
163	первый план	1	1
164	за него	1	1
165	а следовательно	1	1
166	как правило	1	1
167	одним словом	1	1
168	но не	3	1
169	и т.д	12	1
170	что они	3	1
171	как по	2	1
172	как говорит	2	1
173	из которого	1	1
174	независимо от	4	1
175	как в	4	1
176	с этим	3	1
177	для создания	1	1
178	для всех	4	1
179	что как	3	1
180	же самому	1	1
181	и наконец	1	1
182	не являются	1	1
183	себе не	1	1
184	роль играет	1	1
185	в самом	11	1
186	что это	6	1
187	в целом	10	1
188	что же	2	1
189	еще один	2	1
190	тому же	1	1
191	но ведь	2	1
192	этот вывод	2	1
193	как он	6	1
194	да и	1	1
195	которой не	1	1
196	высшей степени	7	1
197	в первой	2	1
198	же это	2	1
199	в силу	2	1
200	нам говорить	1	1
201	к книге	1	1
202	и этот	1	1
203	однако в	1	1
204	одно и	1	1
205	этом он	1	1
206	это было	1	1
207	заключается в	8	1
208	не хуже	1	1
209	было бы	10	1
210	на пороге	1	1
211	в итоге	1	1
212	в жизни	1	1
213	в высшей	7	1
214	эта попытка	1	1
215	всю жизнь	1	1
216	не всегда	1	1
217	во внимание	1	1
218	которой он	1	1
219	в развитии	26	1
220	такой же	1	1
221	в этих	2	1
222	и их	5	1
223	всяком случае	6	1
224	этому же	1	1
225	представление о	5	1
226	он принимает	1	1
227	далее в	1	1
228	полно и	1	1
229	не будем	1	1
230	есть еще	1	1
231	уже себя	1	1
232	тем самым	3	1
233	что эта	6	1
234	знаком и	3	1
235	не имеет	4	1
236	в процессе	11	1
237	как о	1	1
238	в уме	1	1
239	только не	1	1
240	нельзя не	1	1
241	без преувеличения	2	1
242	автора к	2	1
243	ничего не	3	1
244	того как	4	1
245	и лишь	1	1
246	иными словами	2	1
247	того в	1	1
248	в другую	1	1
249	он хочет	1	1
250	по своей	6	1
251	потому что	7	1
252	этом отношении	3	1
253	только от	1	1
254	один раз	1	1
255	этот факт	1	1
256	могут быть	2	1
257	во все	2	1
258	отличается от	1	1
259	человеческих типов	1	1
260	не есть	1	1
261	уже на	1	1
262	ничего общего	1	1
263	правда не	1	1
264	с ее	2	1
265	в ее	1	1
266	не могло	2	1
267	сторону в	1	1
268	но мы	3	1
269	и сам	3	1
270	так и	8	1
271	живет в	2	1
272	том как	1	1
273	но у	1	1
274	быть может	2	1
275	более тесное	1	1
276	и вообще	2	1
277	во всяком	7	1
278	до сих	1	1
279	причинами того	2	1
280	нас в	2	1
281	вопросу о	1	1
282	ней едва	1	1
283	к нему	1	1
284	во всех	2	1
285	и повторяя	1	1
286	во всей	5	1
287	в другой	2	1
288	тотчас же	1	1
289	все основания	1	1
290	и можно	2	1
291	возникает вопрос	1	1
292	вслед за	1	1
293	также в	1	1
294	в свете	1	1
295	к которому	6	1
296	нас интересует	2	1
297	этом смысле	2	1
298	один из	1	1
299	но с	2	1
300	что только	1	1
301	действие в	1	1
302	и резкое	1	1
303	которым он	1	1
304	в предисловии	4	1
305	во всем	2	1
306	то он	2	1
307	и раньше	1	1
308	начало в	1	1
309	это же	3	1
310	в качестве	4	1
311	и разнообразны	1	1
