N	3gram	Bakhtin_Fr_4	Problema
1	о том что	2	9
2	с точки зрения	2	8
3	в том что	1	8
4	в связи с	1	7
5	в конце концов	4	6
6	с другой стороны	3	5
7	и то что	1	3
8	то время как	1	3
9	с одной стороны	2	3
10	а с другой	1	3
11	все же не	1	3
12	в то время	2	3
13	можно сказать что	1	3
14	дело в том	1	2
15	но даже и	1	2
16	в том числе	3	2
17	до сих пор	1	2
18	но и в	3	2
19	в это время	1	2
20	в данном случае	1	2
21	мы находим и	1	2
22	не может быть	1	2
23	тех или иных	1	2
24	для того чтобы	3	2
25	и в конце	1	1
26	в чем не	1	1
27	уже известное нам	1	1
28	и наткнулись на	1	1
29	же время это	1	1
30	в своем романе	2	1
31	здесь перед нами	1	1
32	на самом деле	1	1
33	со всей своей	1	1
34	имеется в виду	2	1
35	еще и до	1	1
36	важно то что	1	1
37	в одной из	1	1
38	ко всякого рода	1	1
39	жизни в ее	1	1
40	как мы увидим	1	1
41	и в дальнейшем	1	1
42	в этом отношении	1	1
43	том числе и	2	1
44	и все в	1	1
45	но это не	1	1
46	с тех пор	1	1
47	на эту тему	1	1
48	он вовсе не	1	1
49	как раз в	1	1
50	но в то	1	1
51	не только в	2	1
52	плане в этой	1	1
53	у того же	1	1
54	на первый взгляд	1	1
55	а также и	1	1
56	и как бы	1	1
57	людей но в	1	1
58	уже и в	1	1
59	ни в чем	1	1
60	то же время	8	1
61	в конце этой	1	1
62	так и в	1	1
63	это и есть	3	1
64	мы прежде всего	1	1
65	то есть в	2	1
66	с самого начала	3	1
67	и до сих	1	1
68	мы уже упоминали	1	1
69	и все прочие	1	1
70	в большинстве случаев	5	1
71	в то же	8	1
72	костер на котором	1	1
73	к тому же	1	1
74	такой точки зрения	1	1
75	в ту эпоху	2	1
