N	3gram	Propp_Isto_7	Problemy
1	и т п	1	6
2	не может быть	3	6
3	по отношению к	1	5
4	с точки зрения	1	4
5	бы то ни	1	4
6	то ни было	1	4
7	в самом деле	1	3
8	он не может	1	3
9	и не в	1	3
10	с другой стороны	8	3
11	в этом случае	1	2
12	но все это	1	2
13	вместе с тем	1	2
14	сама по себе	1	2
15	не входит в	1	2
16	друг на друга	1	2
17	там где он	1	2
18	остановимся только на	1	2
19	а не в	1	2
20	о том что	5	2
21	так и в	2	2
22	тем не менее	4	2
23	в большинстве случаев	1	2
24	мы увидим что	2	2
25	и т д	16	2
26	как мы видели	1	2
27	а я на	1	1
28	хотя и не	1	1
29	он обращается к	1	1
30	в которой он	1	1
31	от него и	1	1
32	он не мог	1	1
33	даже там где	2	1
34	и в особенности	1	1
35	как в начале	1	1
36	потому что я	1	1
37	т д и	1	1
38	тем что это	1	1
39	так что он	1	1
40	он мог бы	1	1
41	в нем и	1	1
42	до сих пор	2	1
43	и в других	2	1
44	что он не	1	1
45	мы должны признать	1	1
46	потому что у	2	1
47	таким образом на	1	1
48	а так как	1	1
49	то что в	3	1
50	уже не в	1	1
51	как мы уже	1	1
52	почти никогда не	1	1
53	вы говорите что	1	1
54	как если бы	1	1
55	у него нет	1	1
56	что он может	1	1
57	и у других	1	1
58	вопрос об исторических	1	1
59	к тому что	1	1
60	в данном случае	3	1
61	лежит в основе	2	1
62	самом деле и	1	1
63	как бы от	1	1
64	то что он	1	1
65	и тот же	1	1
66	не может и	1	1
67	мы видели что	1	1
68	один и тот	1	1
69	на вопрос что	1	1
70	до бесконечности и	1	1
71	есть еще одна	2	1
72	то новое что	1	1
73	этого не может	1	1
74	но тем не	2	1
75	перед тем как	1	1
76	как и в	2	1
77	но все эти	1	1
78	по его мнению	1	1
79	но все же	2	1
80	вопрос о том	1	1
81	и что он	1	1
82	на друга что	1	1
83	к самому себе	1	1
84	в них не	1	1
85	в том что	4	1
86	но не может	1	1
87	что и в	2	1
88	его за руку	1	1
89	что он на	1	1
