N	2gram	Nazirov_Tr_1	Istorich
1	и в	18	26
2	т е	1	22
3	никогда не	2	13
4	потому что	2	13
5	и на	7	12
6	в этом	9	12
7	таким образом	1	12
8	в том	2	12
9	что в	4	12
10	может быть	7	11
11	и т	1	10
12	не только	8	10
13	том что	4	10
14	в образе	6	10
15	и не	7	10
16	еще не	4	9
17	представление о	1	9
18	что он	6	9
19	но и	4	9
20	и это	2	8
21	все эти	3	8
22	все же	5	8
23	в нем	4	8
24	с ним	3	8
25	вместе с	1	8
26	например в	1	7
27	но в	6	7
28	и его	6	7
29	о том	2	7
30	с одной	1	7
31	уже не	2	7
32	у него	6	7
33	эта связь	1	6
34	как в	3	6
35	как он	1	6
36	и с	7	6
37	в виде	2	6
38	то что	4	6
39	этом случае	1	6
40	не может	5	6
41	то же	5	5
42	в ней	1	5
43	как и	5	5
44	и что	4	5
45	в то	5	5
46	так и	5	5
47	в его	3	5
48	мы видим	1	5
49	только в	1	5
50	тем что	2	5
51	как это	3	5
52	его в	2	5
53	как мы	1	4
54	и он	3	4
55	с его	2	4
56	что оно	1	4
57	но как	1	4
58	этого мотива	1	4
59	на земле	1	4
60	и по	1	4
61	здесь мы	1	4
62	это не	5	4
63	с тем	2	4
64	а также	1	4
65	что и	2	4
66	прежде всего	4	4
67	одну из	1	4
68	как бы	7	4
69	в это	2	4
70	в книге	1	4
71	но это	4	4
72	есть и	1	4
73	и то	2	3
74	должна быть	1	3
75	оттого что	1	3
76	ее к	2	3
77	и наконец	1	3
78	в себе	4	3
79	если он	1	3
80	вообще не	1	3
81	что она	2	3
82	при этом	3	3
83	и вот	1	3
84	в них	1	3
85	нет в	2	3
86	в своей	1	3
87	и ее	2	3
88	в одном	2	3
89	не в	2	3
90	она не	1	3
91	на котором	1	3
92	того как	1	3
93	могут быть	1	3
94	вот почему	1	3
95	его с	1	3
96	данном случае	2	3
97	от него	1	3
98	один из	3	3
99	так что	2	3
100	ее не	1	3
101	не было	1	3
102	попал в	1	3
103	в частности	2	3
104	в данном	2	3
105	наряду с	1	3
106	как будто	3	3
107	и от	1	3
108	вопрос о	2	3
109	превратился в	1	3
110	еще в	2	3
111	и эта	1	3
112	этим объясняется	2	3
