N	2gram	Losev_Prob_3	Problemy
1	и в	44	43
2	и не	35	29
3	может быть	28	23
4	как бы	9	22
5	не может	7	18
6	в пределах	1	16
7	как и	10	14
8	но и	10	14
9	и т	13	13
10	в этом	17	13
11	точки зрения	5	13
12	что он	9	13
13	в нем	9	12
14	в одном	1	12
15	слова в	1	12
16	слова и	3	12
17	не только	14	11
18	не в	13	11
19	по себе	25	11
20	и на	1	10
21	но в	12	10
22	как мы	8	10
23	в его	9	10
24	прежде всего	3	10
25	еще не	5	9
26	он не	8	9
27	никогда не	6	9
28	то же	13	8
29	лишь в	1	8
30	для него	3	8
31	с точки	2	8
32	и его	5	8
33	с самим	3	8
34	или в	4	8
35	ведь и	1	7
36	перед нами	8	7
37	в самом	3	7
38	в то	9	7
39	и сам	5	7
40	в другом	2	7
41	в него	1	7
42	до сих	2	7
43	а не	18	7
44	что же	8	7
45	сих пор	2	7
46	то что	23	7
47	при этом	4	6
48	к одному	1	6
49	не как	1	6
50	в этих	2	6
51	здесь не	8	6
52	в том	21	6
53	в котором	2	6
54	у него	1	6
55	и все	3	6
56	сам по	6	5
57	самом деле	3	5
58	и он	1	5
59	но не	3	5
60	хотя и	5	5
61	в себе	8	5
62	все эти	7	5
63	но ведь	1	5
64	на то	3	5
65	да и	5	5
66	таким образом	9	5
67	и с	9	5
68	было бы	8	5
69	в слове	2	5
70	это слово	1	5
71	самим собою	1	5
72	о том	6	5
73	никак не	9	5
74	и что	7	5
75	так что	12	5
76	вовсе не	37	5
77	в той	3	5
78	все это	5	5
79	бы в	2	5
80	а в	5	5
81	и до	2	4
82	а как	2	4
83	мы не	7	4
84	во всех	2	4
85	себе и	1	4
86	отличие от	3	4
87	сама по	8	4
88	там где	1	4
89	в своем	5	4
90	т д	13	4
91	если же	3	4
92	же не	2	4
93	может стать	1	4
94	в них	1	4
95	далеко не	1	4
96	между собою	2	4
97	во время	1	4
98	в своей	5	4
99	в отличие	2	4
100	но он	1	4
101	у тургенева	2	4
102	как его	1	4
103	в самой	2	4
104	или как	3	4
105	к тому	3	4
106	и это	9	4
107	с собой	3	4
108	почему же	1	4
109	этот вопрос	3	4
110	только в	19	4
111	же и	4	4
112	так как	9	4
113	как раз	8	4
114	с другой	7	4
115	при чем	1	4
116	на этот	4	4
117	до конца	1	4
118	не на	1	4
119	то есть	34	4
120	не могут	1	4
121	и нет	2	4
122	но это	8	4
123	в результате	2	4
124	совершенно не	4	4
125	что в	8	4
126	но эти	1	4
127	также и	16	3
128	не хочет	1	3
129	в конкретном	1	3
130	должна быть	1	3
131	мы уже	4	3
132	той же	1	3
133	что если	1	3
134	в виду	10	3
135	он сам	4	3
136	мы будем	2	3
137	за пределы	5	3
138	в художественном	3	3
139	кроме того	3	3
140	когда он	2	3
141	и к	6	3
142	более или	1	3
143	только на	5	3
144	тому же	1	3
145	это не	9	3
146	в жизни	1	3
147	или менее	1	3
148	в их	2	3
149	образом и	2	3
150	зрения и	1	3
151	даже в	1	3
152	в одно	1	3
153	в отношении	2	3
154	она не	3	3
155	на него	1	3
156	того и	1	3
157	ничего не	3	3
158	слова как	2	3
159	во всем	1	3
160	могут быть	2	3
161	той или	12	3
162	не менее	10	3
163	но при	1	3
164	можно было	4	3
165	так и	10	3
166	не за	1	3
167	если бы	3	3
168	и даже	14	3
169	с ним	7	3
170	говорят что	1	3
171	и здесь	5	3
172	что и	9	3
173	а он	1	3
174	и только	6	3
175	здесь в	3	3
176	и следовательно	2	3
177	образом как	1	3
178	его в	3	3
179	том или	3	3
180	и ее	3	3
181	со всеми	1	3
182	себя в	2	3
183	от автора	1	3
184	есть в	3	3
185	уже не	7	3
186	в виде	6	3
187	тем что	4	3
188	к самому	2	3
189	или иной	8	3
190	себя и	1	3
191	в произведениях	1	3
192	он и	2	3
193	ни на	3	3
194	по существу	2	3
195	но для	1	3
196	все же	6	3
197	и для	2	3
198	другой стороны	5	3
199	того же	2	3
200	есть и	2	3
201	героя в	2	3
202	отношения к	3	2
203	самый предмет	1	2
204	тем же	2	2
205	почти всегда	2	2
206	словами в	1	2
207	себе как	3	2
208	и о	5	2
209	вопрос о	1	2
210	время как	4	2
211	бы ни	1	2
212	от друга	2	2
213	мы и	2	2
214	то это	10	2
215	с большим	2	2
216	и говорить	1	2
217	и сами	2	2
218	не нужно	1	2
219	мы наблюдали	1	2
220	быть в	2	2
221	этих случаях	1	2
222	друг к	1	2
223	он говорит	1	2
224	в сторону	1	2
225	же она	1	2
226	или другом	1	2
227	друг от	2	2
228	друга и	2	2
229	как в	5	2
230	с этим	2	2
231	и как	3	2
232	в первом	1	2
233	сливается с	1	2
234	бы и	1	2
235	что это	3	2
236	в целом	6	2
237	сказать о	1	2
238	бы не	1	2
239	из этих	1	2
240	литературной речи	1	2
241	с их	2	2
242	нами в	2	2
243	отношение между	1	2
244	как он	1	2
245	но на	1	2
246	на одну	2	2
247	на том	1	2
248	слово или	1	2
249	что тут	3	2
250	данное слово	5	2
251	одно и	3	2
252	но все	3	2
253	конечно в	1	2
254	об этом	3	2
255	из них	2	2
256	к другу	1	2
257	входит в	1	2
258	он есть	2	2
259	и соответствующие	1	2
260	ни в	8	2
261	он является	3	2
262	и вы	1	2
263	для чего	2	2
264	автора и	1	2
265	том что	12	2
266	чтобы тут	1	2
267	которую он	1	2
268	и при	2	2
269	что такое	3	2
270	в такой	1	2
271	в узком	1	2
272	себе а	3	2
273	в которых	3	2
274	мысли и	1	2
275	мы сказали	1	2
276	и другого	1	2
277	но эта	3	2
278	же тут	1	2
279	и то	14	2
280	и очень	3	2
281	раз и	4	2
282	слова мы	1	2
283	иной раз	3	2
284	дело в	4	2
285	на себе	3	2
286	в процессе	2	2
287	и всегда	2	2
288	и без	4	2
289	правда это	1	2
290	тем не	10	2
291	и является	4	2
292	самой этой	2	2
293	что на	1	2
294	у нас	10	2
295	тоже может	1	2
296	отличается от	4	2
297	указывает на	7	2
298	но к	1	2
299	здесь мы	1	2
300	предмет в	1	2
301	для себя	2	2
302	в конце	5	2
303	всего этого	1	2
304	без всякого	3	2
305	настоящее время	2	2
306	особенно в	1	2
307	говорили что	1	2
308	то время	4	2
309	что у	3	2
310	в образе	1	2
311	это вовсе	4	2
312	в которые	1	2
313	для этого	6	2
314	произведения как	1	2
315	только так	1	2
316	не был	2	2
317	является предметом	2	2
318	со словами	1	2
319	в глаза	1	2
320	все его	1	2
321	которого оно	1	2
322	от них	1	2
323	переходит в	2	2
324	того что	8	2
325	быть и	3	2
326	словом и	1	2
327	уже в	3	2
328	если мы	16	2
329	и они	1	2
330	то и	5	2
331	имеется и	1	2
332	а то	3	2
333	и та	1	2
334	мы можем	6	2
335	вид что	1	2
336	другого и	1	2
337	нельзя сказать	2	2
338	а с	2	2
339	что не	1	2
340	он только	2	2
341	так же	5	2
342	и особенно	2	2
343	по своему	2	2
344	в первой	1	2
345	слов в	1	2
346	например в	1	2
347	этого слова	5	2
348	является как	1	2
349	между собой	1	2
350	например у	1	2
351	слова но	1	2
352	узком смысле	1	2
353	в настоящее	2	2
354	для нас	16	2
355	бы он	1	2
356	в литературной	1	2
357	конце концов	3	2
358	хотя бы	3	2
359	ни было	3	2
360	очень хорошо	1	2
361	не есть	35	2
362	с теми	2	2
363	сказать что	16	2
364	была бы	1	2
365	их с	1	2
366	себе но	1	2
367	ее в	1	2
368	в своих	1	2
369	значение в	3	2
370	в таком	5	2
371	во всяком	9	2
372	смысле слова	8	1
373	на какое	1	1
374	вопрос мы	1	1
375	относится и	2	1
376	таком случае	4	1
377	художественного произведения	14	1
378	на самом	7	1
379	он может	1	1
380	это и	7	1
381	и есть	5	1
382	живое и	1	1
383	его чрезвычайно	1	1
384	случае оно	1	1
385	все те	1	1
386	собственном смысле	1	1
387	и больше	3	1
388	жизни здесь	1	1
389	уже по	1	1
390	в поэтический	1	1
391	и могут	2	1
392	одним из	1	1
393	есть не	5	1
394	здесь нам	1	1
395	и само	1	1
396	же как	3	1
397	всех его	1	1
398	именно к	1	1
399	есть нечто	8	1
400	и тем	9	1
401	на тему	1	1
402	все указанные	1	1
403	тезис что	1	1
404	в некотором	2	1
405	конечно и	1	1
406	литературы и	2	1
407	целое и	2	1
408	к их	2	1
409	это возможно	1	1
410	от себя	2	1
411	бы то	4	1
412	то мы	1	1
413	с одной	2	1
414	то он	2	1
415	но как	4	1
416	обращать на	1	1
417	точка зрения	1	1
418	с самой	3	1
419	уже как	3	1
420	есть разновидность	1	1
421	другое и	1	1
422	и речи	1	1
423	учение о	1	1
424	в собственном	1	1
425	идет о	1	1
426	дан или	1	1
427	в особом	1	1
428	данного типа	1	1
429	она как	1	1
430	однако не	1	1
431	просто как	2	1
432	он уж	1	1
433	было только	1	1
434	ничего и	1	1
435	и художественного	1	1
436	себе не	2	1
437	о самом	1	1
438	чего же	1	1
439	вся структура	1	1
440	человеком в	1	1
441	же художественная	2	1
442	стать не	1	1
443	благодаря этому	1	1
444	так или	1	1
445	в нашем	5	1
446	тоже не	5	1
447	в этой	3	1
448	сознания с	1	1
449	иначе и	1	1
450	и резко	1	1
451	а вовсе	2	1
452	все они	2	1
453	и если	6	1
454	вообще не	1	1
455	что она	1	1
456	уже сама	2	1
457	оно было	1	1
458	а скорее	1	1
459	эта последняя	2	1
460	или иному	1	1
461	свою собственную	3	1
462	не к	1	1
463	собой не	1	1
464	однако он	1	1
465	у пушкина	6	1
466	что ни	1	1
467	и по	2	1
468	но дело	1	1
469	однако в	2	1
470	конца и	1	1
471	от нее	1	1
472	и представляя	1	1
473	то ни	6	1
474	что все	2	1
475	себя не	2	1
476	но чисто	1	1
477	с другими	3	1
478	который и	1	1
479	художественно и	2	1
480	литературном произведении	1	1
481	делает его	1	1
482	за ней	1	1
483	ведь в	2	1
484	здесь настолько	1	1
485	он несет	1	1
486	нет в	1	1
487	в прямом	1	1
488	все равно	3	1
489	их как	1	1
490	с иной	1	1
491	в ее	4	1
492	если наш	1	1
493	не всегда	1	1
494	несмотря на	1	1
495	о чем	2	1
496	сходство но	1	1
497	значит не	1	1
498	как целое	1	1
499	мере не	1	1
500	и тогда	3	1
501	остается в	1	1
502	этих произведений	1	1
503	контекст в	1	1
504	от своего	1	1
505	мы конечно	1	1
506	бы привести	1	1
507	еще нет	2	1
508	она в	1	1
509	что вся	2	1
